Time (ns),Br25 ref,Br25 IMN,Br25 EDA,EDA ref,EDA IMN,EDA EDA,IMN ref,IMN IMN,IMN EDA
708.48,1,3,,,,5,4,4,6
708.608,2,7,,,,3,3,3,8
708.736,0,3,,,,3,7,2,4
708.864,2,3,,,,5,6,7,4
708.992,3,3,,,,0,2,3,8
709.12,1,3,,,,1,1,7,5
709.248,4,4,,,,4,3,7,5
709.376,2,4,,,,4,4,2,4
709.504,0,2,,,,4,5,2,6
709.632,1,3,,,,1,2,2,4
709.76,2,2,,,,3,4,9,5
709.888,5,3,,,,6,6,10,2
710.016,1,2,,,,3,2,8,4
710.144,2,5,,,,1,5,6,8
710.272,3,0,,,,3,4,3,9
710.4,1,0,,,,2,2,4,0
710.528,5,4,,,,4,3,4,6
710.656,4,2,,,,1,2,1,5
710.784,1,0,,,,5,5,9,5
710.912,3,2,,,,1,2,3,5
711.04,1,2,,,,2,7,4,9
711.168,1,3,,,,2,6,0,2
711.296,2,7,,,,2,3,6,3
711.424,1,0,,,,3,6,1,5
711.552,1,4,,,,2,0,9,2
711.68,3,6,,,,1,4,6,4
711.808,1,2,,,,1,5,3,2
711.936,1,5,,,,6,3,6,5
712.064,1,2,,,,2,2,3,4
712.192,1,2,,,,3,3,6,3
712.32,2,1,,,,3,2,4,2
712.448,1,5,,,,2,2,5,3
712.576,2,2,,,,0,2,2,4
712.704,1,2,,,,2,2,5,6
712.832,1,3,,,,2,2,2,6
712.96,2,4,,,,2,1,3,4
713.088,2,3,,,,4,0,6,4
713.216,3,2,,,,4,2,7,7
713.344,3,2,,,,2,7,4,6
713.472,3,2,,,,2,6,3,6
713.6,3,3,,,,3,3,8,8
713.728,1,2,,,,2,5,1,5
713.856,0,3,,,,3,2,2,1
713.984,2,3,,,,2,2,4,2
714.112,3,3,,,,4,5,5,4
714.24,1,2,,,,1,3,0,5
714.368,4,2,,,,1,3,4,5
714.496,1,3,,,,0,6,8,3
714.624,4,2,,,,1,1,4,6
714.752,3,0,,,,2,3,2,2
714.88,1,4,,,,1,2,3,4
715.008,0,2,,,,1,5,7,7
715.136,2,0,,,,4,4,3,6
715.264,3,2,,,,2,8,5,3
715.392,5,7,,,,3,4,1,5
715.52,3,1,,,,4,2,4,9
715.648,1,1,,,,6,1,4,3
715.776,2,4,,,,3,1,2,6
715.904,0,1,,,,6,5,8,7
716.032,2,2,,,,3,5,5,5
716.16,3,1,,,,2,1,7,5
716.288,2,0,,,,1,4,3,8
716.416,4,4,,,,3,0,4,1
716.544,4,1,,,,4,3,6,8
716.672,4,4,,,,0,4,10,5
716.8,3,3,,,,0,4,11,5
716.928,0,2,,,,5,5,5,4
717.056,2,2,,,,1,3,6,7
717.184,7,7,,,,1,1,6,4
717.312,0,3,,,,1,1,3,6
717.44,4,2,,,,2,1,4,5
717.568,1,1,,,,2,7,2,3
717.696,1,0,,,,4,3,6,3
717.824,3,1,,,,1,4,3,9
717.952,4,3,,,,1,1,4,4
718.08,3,2,,,,2,2,2,4
718.208,1,3,,,,2,3,9,5
718.336,4,3,,,,1,6,1,3
718.464,2,4,,,,2,3,3,6
718.592,1,2,,,,3,3,2,2
718.72,2,2,,,,4,2,1,3
718.848,1,2,,,,0,1,4,5
718.976,2,2,,,,4,3,2,4
719.104,4,3,,,,2,1,4,5
719.232,2,1,,,,1,5,1,6
719.36,1,5,,,,4,1,7,6
719.488,3,1,,,,2,4,4,4
719.616,3,2,,,,0,2,3,7
719.744,3,3,,,,2,2,3,7
719.872,4,0,,,,1,1,5,4
720,3,1,,,,4,2,3,3
720.128,0,0,,,,2,4,2,5
720.256,3,1,,,,3,6,2,2
720.384,4,2,,,,2,2,2,3
720.512,3,1,,,,1,7,3,1
720.64,2,0,,,,4,5,2,7
720.768,2,4,,,,7,6,8,9
720.896,2,2,,,,5,6,5,5
721.024,1,4,,,,4,7,3,3
721.152,1,1,,,,2,3,3,3
721.28,4,3,,,,0,1,1,5
721.408,3,1,,,,1,4,0,5
721.536,3,6,,,,3,0,6,3
721.664,5,2,,,,1,7,3,2
721.792,5,5,,,,3,4,4,5
721.92,1,1,,,,3,2,2,7
722.048,4,2,,,,1,4,2,4
722.176,3,1,,,,0,3,5,1
722.304,1,2,,,,5,3,8,6
722.432,1,3,,,,4,2,5,4
722.56,5,5,,,,2,4,2,8
722.688,1,3,,,,2,6,3,2
722.816,2,0,,,,2,5,3,5
722.944,4,0,,,,4,1,6,8
723.072,2,2,,,,4,3,10,5
723.2,3,2,,,,1,3,4,1
723.328,2,1,,,,1,7,2,3
723.456,4,8,,,,3,5,9,10
723.584,2,5,,,,9,7,1,6
723.712,1,1,,,,5,0,7,5
723.84,2,2,,,,1,4,5,5
723.968,3,1,,,,4,3,7,6
724.096,2,5,,,,1,1,4,4
724.224,2,4,,,,8,1,5,4
724.352,2,3,,,,2,4,3,4
724.48,2,0,,,,1,4,9,2
724.608,3,1,,,,3,1,5,8
724.736,1,5,,,,2,2,4,11
724.864,1,1,,,,0,7,3,9
724.992,4,3,,,,2,4,6,3
725.12,2,2,,,,2,4,8,5
725.248,3,3,,,,1,2,5,8
725.376,4,4,,,,4,5,2,4
725.504,4,0,,,,0,8,2,6
725.632,4,2,,,,1,4,5,3
725.76,3,1,,,,3,0,4,10
725.888,3,4,,,,2,6,3,7
726.016,2,1,,,,2,0,6,5
726.144,2,3,,,,4,5,5,5
726.272,2,2,,,,1,0,3,4
726.4,2,2,,,,2,2,4,1
726.528,0,6,,,,2,5,3,8
726.656,3,4,,,,3,2,0,11
726.784,1,6,,,,4,2,5,5
726.912,2,1,,,,2,2,4,2
727.04,1,2,,,,5,5,4,5
727.168,2,2,,,,1,1,5,6
727.296,1,4,,,,3,7,4,10
727.424,1,0,,,,1,3,1,3
727.552,2,5,,,,3,2,3,4
727.68,3,2,,,,2,2,4,10
727.808,2,4,,,,2,2,3,4
727.936,5,2,,,,0,6,2,3
728.064,0,2,,,,1,5,1,7
728.192,3,4,,,,4,2,4,1
728.32,1,2,,,,5,3,6,5
728.448,1,2,,,,3,3,1,4
728.576,3,1,,,,2,1,9,1
728.704,3,3,,,,5,2,8,4
728.832,1,3,,,,1,2,5,3
728.96,3,3,,,,1,4,1,4
729.088,0,5,,,,2,4,2,3
729.216,2,1,,,,2,4,2,3
729.344,1,2,,,,1,3,8,4
729.472,2,3,,,,2,3,5,7
729.6,4,1,,,,2,2,1,10
729.728,2,3,,,,4,2,3,5
729.856,1,2,,,,3,1,4,5
729.984,6,4,,,,3,4,6,3
730.112,4,2,,,,0,2,6,2
730.24,4,2,,,,1,4,5,6
730.368,3,3,,,,6,3,3,7
730.496,0,4,,,,3,1,2,7
730.624,1,1,,,,1,2,3,2
730.752,2,4,,,,0,4,6,7
730.88,1,5,,,,3,5,6,5
731.008,3,3,,,,5,4,1,7
731.136,2,5,,,,2,1,7,6
731.264,2,0,,,,2,7,5,2
731.392,3,2,,,,2,2,2,5
731.52,4,1,,,,3,3,5,10
731.648,3,1,,,,2,2,7,3
731.776,1,1,,,,4,5,2,1
731.904,2,1,,,,1,4,4,5
732.032,1,2,,,,0,4,5,2
732.16,1,1,,,,1,3,5,6
732.288,2,2,,,,1,2,2,6
732.416,2,2,,,,3,2,4,5
732.544,1,3,,,,3,7,6,6
732.672,4,2,,,,2,1,4,8
732.8,5,1,,,,0,5,4,8
732.928,0,3,,,,5,2,3,2
733.056,1,4,,,,1,2,5,1
733.184,1,5,,,,6,3,5,7
733.312,2,0,,,,3,3,7,3
733.44,2,6,,,,2,7,5,4
733.568,2,0,,,,4,3,6,3
733.696,4,1,,,,2,4,6,5
733.824,5,1,,,,1,4,5,4
733.952,5,3,,,,1,1,4,3
734.08,1,5,,,,4,4,3,2
734.208,4,4,,,,4,5,2,5
734.336,2,4,,,,4,4,7,7
734.464,4,6,,,,6,0,2,5
734.592,1,1,,,,3,2,5,7
734.72,4,2,,,,1,3,6,4
734.848,1,1,,,,0,3,5,5
734.976,3,6,,,,1,6,7,3
735.104,1,2,,,,1,2,5,4
735.232,1,3,,,,2,3,1,4
735.36,0,2,,,,3,4,3,6
735.488,4,1,,,,3,2,9,6
735.616,3,2,,,,1,6,4,6
735.744,4,1,,,,0,0,2,5
735.872,3,5,,,,3,2,2,5
736,5,2,,,,2,5,6,4
736.128,0,4,,,,1,1,8,6
736.256,5,2,,,,2,2,5,6
736.384,3,1,,,,3,1,7,3
736.512,3,3,,,,1,6,3,6
736.64,2,3,,,,2,6,3,5
736.768,3,1,,,,3,1,2,7
736.896,7,5,,,,2,4,2,7
737.024,3,1,,,,3,4,1,5
737.152,4,1,,,,2,3,6,9
737.28,0,4,,,,0,1,4,7
737.408,1,2,,,,2,1,5,7
737.536,1,4,,,,1,4,5,4
737.664,5,0,,,,2,3,11,9
737.792,2,3,,,,3,3,3,6
737.92,3,4,,,,4,6,3,5
738.048,1,1,,,,1,3,7,6
738.176,3,1,,,,4,3,4,4
738.304,1,3,,,,1,3,5,6
738.432,3,2,,,,3,1,2,3
738.56,3,2,,,,4,1,2,2
738.688,3,3,,,,3,6,8,8
738.816,1,0,,,,2,1,2,5
738.944,1,0,,,,4,5,4,6
739.072,1,4,,,,4,1,1,5
739.2,2,3,,,,2,2,5,3
739.328,2,2,,,,5,2,2,5
739.456,2,2,,,,1,4,2,2
739.584,2,5,,,,3,2,3,3
739.712,4,2,,,,2,3,3,4
739.84,2,2,,,,2,3,5,8
739.968,1,6,,,,1,3,5,5
740.096,1,4,,,,2,3,10,5
740.224,6,6,,,,2,5,2,10
740.352,3,3,,,,1,4,3,5
740.48,0,3,,,,1,4,5,4
740.608,2,2,,,,1,2,2,6
740.736,2,1,,,,4,2,5,5
740.864,4,1,,,,4,1,5,5
740.992,1,2,,,,4,1,5,5
741.12,4,0,,,,1,4,3,4
741.248,0,5,,,,1,8,4,3
741.376,3,5,,,,3,2,4,2
741.504,0,3,,,,2,4,6,4
741.632,1,2,,,,1,11,4,6
741.76,6,3,,,,2,3,0,4
741.888,1,1,,,,1,2,2,5
742.016,5,1,,,,5,0,5,4
742.144,3,2,,,,1,2,5,5
742.272,1,1,,,,5,3,2,3
742.4,1,2,,,,2,3,4,6
742.528,4,2,,,,4,6,4,6
742.656,0,2,,,,1,3,2,7
742.784,3,1,,,,3,2,1,3
742.912,2,4,,,,1,2,4,5
743.04,5,2,,,,0,3,5,8
743.168,1,4,,,,2,1,5,4
743.296,2,4,,,,3,3,7,6
743.424,0,1,,,,3,4,7,10
743.552,2,3,,,,0,3,5,6
743.68,1,1,,,,2,4,6,7
743.808,6,6,,,,2,3,4,5
743.936,6,1,,,,1,5,4,4
744.064,1,2,,,,1,3,4,1
744.192,2,2,,,,0,3,2,3
744.32,1,2,,,,2,3,4,2
744.448,4,1,,,,3,5,4,6
744.576,2,3,,,,0,5,5,3
744.704,1,1,,,,6,1,4,4
744.832,4,0,,,,4,2,8,3
744.96,3,1,,,,2,2,6,4
745.088,3,2,,,,4,2,4,5
745.216,2,1,,,,1,1,1,3
745.344,1,3,,,,1,3,6,7
745.472,2,1,,,,1,3,8,4
745.6,3,3,,,,2,3,4,3
745.728,0,3,,,,5,1,4,4
745.856,2,2,,,,1,2,3,3
745.984,1,2,,,,2,3,6,4
746.112,2,1,,,,0,1,3,3
746.24,3,1,,,,2,3,8,4
746.368,2,3,,,,1,5,6,4
746.496,1,2,,,,4,2,4,5
746.624,3,3,,,,1,4,5,3
746.752,1,3,,,,1,6,7,4
746.88,2,2,,,,2,4,2,5
747.008,2,2,,,,5,6,2,2
747.136,2,3,,,,4,3,2,8
747.264,1,1,,,,1,2,8,4
747.392,1,5,,,,2,5,5,4
747.52,2,3,,,,6,5,3,8
747.648,1,7,,,,3,3,3,2
747.776,3,4,,,,4,3,5,4
747.904,1,2,,,,2,3,1,4
748.032,1,1,,,,0,6,4,8
748.16,2,5,,,,2,2,1,4
748.288,0,2,,,,4,2,4,3
748.416,1,5,,,,4,0,5,1
748.544,2,1,,,,3,4,5,5
748.672,5,1,,,,2,5,5,4
748.8,4,2,,,,2,2,5,3
748.928,2,4,,,,0,3,3,2
749.056,1,3,,,,4,3,5,10
749.184,2,0,,,,2,5,6,4
749.312,3,3,,,,4,3,3,5
749.44,0,3,,,,1,3,4,2
749.568,2,6,,,,1,1,4,2
749.696,1,3,,,,0,3,5,12
749.824,3,1,,,,3,1,7,2
749.952,3,2,,,,1,2,6,7
750.08,2,1,,,,4,3,5,7
750.208,2,3,,,,5,3,3,5
750.336,2,1,,,,2,2,3,4
750.464,1,1,,,,4,1,2,4
750.592,2,3,,,,5,5,3,3
750.72,1,4,,,,3,5,4,8
750.848,2,7,,,,4,1,5,3
750.976,1,7,,,,4,6,3,7
751.104,2,4,,,,1,4,4,1
751.232,0,2,,,,3,4,4,3
751.36,4,2,,,,4,4,4,7
751.488,0,2,,,,4,5,4,4
751.616,3,2,,,,9,1,6,5
751.744,6,2,,,,5,6,5,5
751.872,4,2,,,,1,1,2,3
752,1,2,,,,2,2,3,5
752.128,0,2,,,,5,3,8,4
752.256,3,2,,,,2,5,5,3
752.384,1,3,,,,4,0,6,4
752.512,4,3,,,,0,1,3,4
752.64,0,4,,,,0,3,6,4
752.768,4,2,,,,3,3,2,1
752.896,2,4,,,,1,2,4,7
753.024,4,3,,,,2,5,5,5
753.152,1,2,,,,1,3,7,5
753.28,1,1,,,,2,3,2,6
753.408,4,1,,,,1,4,2,5
753.536,1,2,,,,3,6,3,2
753.664,1,2,,,,5,5,11,3
753.792,2,2,,,,2,5,5,3
753.92,1,4,,,,2,4,2,9
754.048,2,4,,,,3,5,4,2
754.176,1,3,,,,1,4,5,4
754.304,3,4,,,,4,1,6,7
754.432,3,3,,,,1,3,1,6
754.56,2,2,,,,0,2,5,4
754.688,3,5,,,,3,4,5,5
754.816,1,1,,,,2,2,9,12
754.944,1,2,,,,6,4,6,9
755.072,2,3,,,,6,6,2,4
755.2,2,3,,,,3,1,3,9
755.328,2,2,,,,2,2,5,7
755.456,4,2,,,,0,0,2,5
755.584,2,1,,,,6,3,1,3
755.712,0,0,,,,1,1,4,3
755.84,4,4,,,,1,1,2,2
755.968,4,5,,,,3,6,0,2
756.096,2,3,,,,3,3,4,5
756.224,3,6,,,,1,0,5,5
756.352,3,5,,,,1,3,6,4
756.48,2,6,,,,3,2,2,5
756.608,3,1,,,,1,2,2,2
756.736,0,0,,,,1,1,4,4
756.864,1,1,,,,2,3,4,6
756.992,4,1,,,,4,2,3,3
757.12,3,2,,,,3,1,6,2
757.248,2,4,,,,2,4,2,5
757.376,0,1,,,,3,3,2,3
757.504,2,3,,,,1,6,5,6
757.632,3,4,,,,1,2,4,3
757.76,4,0,,,,3,2,3,5
757.888,2,7,,,,2,5,5,2
758.016,0,2,,,,6,6,2,3
758.144,3,4,,,,0,3,3,6
758.272,4,2,,,,2,5,1,5
758.4,4,0,,,,1,2,5,4
758.528,0,5,,,,0,5,4,2
758.656,1,3,,,,1,2,4,4
758.784,1,2,,,,2,4,6,5
758.912,0,1,,,,3,3,3,7
759.04,3,3,,,,0,3,4,5
759.168,0,4,,,,3,1,6,9
759.296,2,3,,,,2,4,4,5
759.424,4,3,,,,7,3,0,5
759.552,1,1,,,,2,5,11,4
759.68,1,4,,,,2,6,1,7
759.808,2,2,,,,2,1,3,8
759.936,1,1,,,,3,5,2,5
760.064,3,5,,,,2,3,0,4
760.192,5,4,,,,0,2,3,4
760.32,2,2,,,,1,3,3,4
760.448,2,3,,,,1,6,6,1
760.576,5,1,,,,0,2,3,6
760.704,1,1,,,,2,2,4,4
760.832,2,1,,,,3,3,4,5
760.96,3,2,,,,3,1,3,4
761.088,3,4,,,,2,3,6,4
761.216,3,1,,,,2,1,7,0
761.344,0,5,,,,1,3,6,4
761.472,1,3,,,,5,3,3,4
761.6,0,3,,,,4,1,6,5
761.728,2,1,,,,3,1,4,5
761.856,1,2,,,,3,3,3,4
761.984,0,1,,,,3,3,6,3
762.112,1,3,,,,5,2,2,3
762.24,2,0,,,,3,2,9,7
762.368,2,3,,,,2,4,2,6
762.496,1,2,,,,2,5,4,6
762.624,3,3,,,,6,4,8,3
762.752,1,1,,,,2,5,5,1
762.88,3,5,,,,1,3,6,3
763.008,4,5,,,,3,0,6,8
763.136,1,2,,,,0,3,7,7
763.264,1,0,,,,0,4,5,10
763.392,1,4,,,,4,2,4,5
763.52,1,1,,,,2,4,5,6
763.648,0,0,,,,2,6,1,4
763.776,3,1,,,,4,2,4,7
763.904,1,2,,,,4,3,4,4
764.032,2,2,,,,0,1,2,3
764.16,4,5,,,,0,1,4,6
764.288,6,2,,,,0,2,3,11
764.416,0,4,,,,1,2,3,6
764.544,1,6,,,,6,2,1,5
764.672,2,5,,,,3,4,4,9
764.8,1,5,,,,2,5,3,9
764.928,4,0,,,,0,2,0,5
765.056,1,1,,,,3,2,4,3
765.184,1,4,,,,2,2,2,3
765.312,3,2,,,,2,2,2,7
765.44,1,4,,,,3,1,6,7
765.568,0,1,,,,2,4,6,6
765.696,2,7,,,,1,3,4,3
765.824,2,4,,,,2,5,4,5
765.952,2,1,,,,2,4,10,2
766.08,5,2,,,,2,3,3,5
766.208,6,3,,,,3,4,9,4
766.336,2,4,,,,2,5,8,4
766.464,1,2,,,,4,3,7,3
766.592,0,2,,,,0,6,6,1
766.72,0,6,,,,4,1,1,9
766.848,2,1,,,,2,7,3,7
766.976,2,3,,,,6,7,6,4
767.104,0,2,,,,2,2,3,6
767.232,4,2,,,,2,7,4,9
767.36,3,1,,,,0,2,5,9
767.488,0,3,,,,1,3,1,5
767.616,2,3,,,,4,3,7,3
767.744,1,2,,,,0,6,2,3
767.872,1,4,,,,1,3,5,5
768,1,3,,,,2,3,9,3
768.128,0,2,,,,3,3,4,4
768.256,1,0,,,,1,1,4,2
768.384,1,1,,,,3,5,2,5
768.512,3,1,,,,4,3,6,3
768.64,2,0,,,,2,3,3,3
768.768,4,2,,,,2,4,3,5
768.896,3,3,,,,2,1,7,3
769.024,3,4,,,,2,2,3,2
769.152,1,1,,,,2,1,3,5
769.28,0,1,,,,1,5,1,4
769.408,2,0,,,,1,0,5,2
769.536,2,3,,,,0,1,2,3
769.664,1,2,,,,2,2,2,3
769.792,2,4,,,,3,5,5,4
769.92,2,3,,,,4,1,6,7
770.048,2,5,,,,2,2,6,7
770.176,0,5,,,,3,1,2,7
770.304,5,3,,,,4,3,4,5
770.432,2,3,,,,1,2,2,4
770.56,2,6,,,,3,2,2,5
770.688,3,1,,,,5,2,6,6
770.816,1,4,,,,3,2,5,8
770.944,0,4,,,,3,2,3,4
771.072,1,3,,,,3,4,4,7
771.2,1,4,,,,1,2,3,5
771.328,2,2,,,,4,3,5,8
771.456,1,4,,,,4,2,2,6
771.584,1,1,,,,1,3,0,8
771.712,3,1,,,,1,2,6,4
771.84,3,3,,,,2,0,3,8
771.968,3,4,,,,2,3,5,3
772.096,2,4,,,,3,5,1,5
772.224,4,4,,,,1,5,5,5
772.352,3,3,,,,2,2,2,9
772.48,2,2,,,,0,3,8,5
772.608,5,3,,,,2,3,6,1
772.736,2,2,,,,2,7,4,7
772.864,5,3,,,,2,1,2,6
772.992,3,4,,,,4,2,5,8
773.12,2,4,,,,2,3,3,1
773.248,2,2,,,,0,3,4,3
773.376,4,1,,,,0,2,6,6
773.504,2,6,,,,4,3,2,5
773.632,1,4,,,,3,2,1,4
773.76,2,2,,,,2,4,2,7
773.888,3,0,,,,0,1,0,3
774.016,6,1,,,,5,2,7,5
774.144,2,2,,,,2,4,4,1
774.272,3,1,,,,2,3,5,7
774.4,1,0,,,,2,3,5,3
774.528,5,0,,,,0,1,3,3
774.656,0,1,,,,5,1,3,3
774.784,2,5,,,,1,6,4,9
774.912,0,3,,,,5,4,0,7
775.04,2,2,,,,3,2,5,3
775.168,1,3,,,,2,4,6,8
775.296,3,3,,,,2,4,4,4
775.424,1,1,,,,3,2,3,3
775.552,3,0,,,,4,2,4,3
775.68,1,3,,,,2,4,4,3
775.808,1,4,,,,0,2,6,2
775.936,5,2,,,,0,2,1,3
776.064,1,1,,,,2,6,6,6
776.192,0,5,,,,1,2,5,4
776.32,2,1,,,,4,3,4,5
776.448,2,3,,,,3,4,5,7
776.576,3,0,,,,2,3,3,6
776.704,3,3,,,,0,3,5,4
776.832,4,1,,,,1,1,6,4
776.96,2,2,,,,1,2,2,5
777.088,3,2,,,,1,0,1,4
777.216,0,3,,,,2,2,2,3
777.344,1,3,,,,4,2,3,7
777.472,4,3,,,,0,2,3,5
777.6,2,5,,,,3,2,0,3
777.728,0,0,,,,1,1,6,2
777.856,2,3,,,,0,1,1,9
777.984,2,2,,,,6,1,6,4
778.112,3,5,,,,4,7,2,4
778.24,0,4,,,,6,2,6,0
778.368,2,2,,,,1,5,1,5
778.496,1,0,,,,0,3,6,4
778.624,0,2,,,,2,6,2,9
778.752,2,0,,,,1,3,5,7
778.88,1,2,,,,1,4,3,5
779.008,2,3,,,,2,4,3,5
779.136,3,2,,,,0,3,2,4
779.264,2,4,,,,4,1,4,2
779.392,3,3,,,,1,5,3,1
779.52,3,3,,,,2,3,5,5
779.648,2,1,,,,0,2,5,1
779.776,1,1,,,,1,4,6,6
779.904,2,3,,,,2,2,4,8
780.032,3,2,,,,1,1,1,0
780.16,1,3,,,,3,3,5,3
780.288,2,1,,,,1,2,5,7
780.416,1,5,,,,4,4,5,6
780.544,2,2,,,,3,6,2,3
780.672,1,2,,,,1,1,6,2
780.8,3,3,,,,1,4,2,1
780.928,4,3,,,,7,2,3,1
781.056,1,3,,,,2,1,5,4
781.184,1,3,,,,4,1,2,7
781.312,3,1,,,,4,3,7,3
781.44,3,2,,,,2,3,3,6
781.568,1,5,,,,2,3,2,7
781.696,5,0,,,,2,5,3,7
781.824,3,2,,,,0,2,2,3
781.952,2,4,,,,1,4,5,1
782.08,2,1,,,,3,4,3,3
782.208,0,1,,,,2,3,2,5
782.336,3,1,,,,1,1,3,7
782.464,2,2,,,,2,6,3,6
782.592,2,4,,,,3,3,3,4
782.72,4,4,,,,5,1,2,2
782.848,3,3,,,,2,1,3,2
782.976,2,3,,,,3,2,3,6
783.104,1,3,,,,4,6,5,6
783.232,3,1,,,,2,4,1,7
783.36,2,1,,,,4,3,3,3
783.488,1,0,,,,2,0,3,3
783.616,2,2,,,,3,2,4,4
783.744,3,3,,,,3,6,4,5
783.872,2,5,,,,2,3,9,3
784,1,4,,,,4,1,6,8
784.128,2,3,,,,2,5,4,3
784.256,4,4,,,,3,3,4,4
784.384,1,2,,,,3,6,7,1
784.512,2,1,,,,3,1,4,5
784.64,1,3,,,,3,1,2,2
784.768,3,1,,,,3,5,7,10
784.896,2,3,,,,1,3,4,8
785.024,3,3,,,,1,3,7,7
785.152,2,3,,,,2,6,2,2
785.28,2,1,,,,2,3,4,7
785.408,4,4,,,,3,4,6,4
785.536,5,5,,,,1,6,7,4
785.664,3,3,,,,3,8,3,7
785.792,2,4,,,,1,0,4,4
785.92,2,3,,,,3,5,5,7
786.048,2,0,,,,2,1,2,5
786.176,3,3,,,,1,2,5,10
786.304,1,4,,,,3,3,2,3
786.432,2,2,,,,1,2,4,7
786.56,5,3,,,,2,2,5,5
786.688,1,1,,,,1,1,2,6
786.816,0,0,,,,0,0,8,6
786.944,2,3,,,,2,2,6,4
787.072,1,1,,,,3,3,4,4
787.2,1,2,,,,3,1,4,6
787.328,3,2,,,,0,2,5,4
787.456,2,4,,,,1,2,6,5
787.584,1,2,,,,4,3,3,7
787.712,2,3,,,,3,3,1,4
787.84,0,4,,,,4,2,1,7
787.968,1,3,,,,2,2,3,3
788.096,1,5,,,,4,4,6,3
788.224,2,1,,,,3,4,6,6
788.352,2,2,,,,3,4,5,3
788.48,2,3,,,,1,8,4,7
788.608,4,3,,,,4,5,2,3
788.736,4,7,,,,2,6,1,4
788.864,1,2,,,,1,3,6,4
788.992,5,3,,,,4,1,3,3
789.12,3,4,,,,2,5,3,6
789.248,4,2,,,,4,3,2,6
789.376,1,1,,,,2,6,4,5
789.504,2,3,,,,1,4,7,7
789.632,2,2,,,,5,4,3,4
789.76,3,1,,,,3,3,5,3
789.888,2,3,,,,1,0,4,3
790.016,6,2,,,,1,3,3,4
790.144,1,6,,,,1,5,1,3
790.272,1,2,,,,2,5,3,3
790.4,4,6,,,,3,2,8,5
790.528,1,2,,,,0,3,4,7
790.656,3,6,,,,3,2,4,6
790.784,1,3,,,,4,5,4,1
790.912,3,0,,,,6,2,3,4
791.04,2,5,,,,2,4,3,4
791.168,2,1,,,,1,3,5,2
791.296,1,0,,,,1,1,4,3
791.424,1,4,,,,1,2,4,4
791.552,1,2,,,,2,3,1,4
791.68,3,2,,,,2,3,4,2
791.808,3,0,,,,0,8,2,1
791.936,3,1,,,,1,5,6,5
792.064,6,0,,,,0,5,5,1
792.192,3,4,,,,3,3,3,6
792.32,3,1,,,,2,2,0,1
792.448,3,2,,,,0,8,7,3
792.576,1,1,,,,2,1,5,9
792.704,0,1,,,,2,0,6,6
792.832,2,4,,,,1,3,1,3
792.96,3,2,,,,1,1,2,5
793.088,0,2,,,,2,2,3,4
793.216,2,3,,,,4,2,3,2
793.344,0,1,,,,3,4,4,4
793.472,3,5,,,,6,2,4,4
793.6,3,2,,,,1,6,4,2
793.728,1,0,,,,3,0,7,6
793.856,2,3,,,,1,3,2,4
793.984,2,2,,,,1,2,5,4
794.112,4,3,,,,2,4,3,5
794.24,1,4,,,,1,2,3,6
794.368,1,1,,,,5,0,1,3
794.496,3,2,,,,4,2,3,5
794.624,5,3,,,,4,5,5,4
794.752,1,1,,,,0,0,5,5
794.88,3,6,,,,3,4,11,1
795.008,2,1,,,,5,3,2,3
795.136,4,3,,,,0,1,2,5
795.264,5,1,,,,2,6,3,8
795.392,1,3,,,,5,4,2,8
795.52,0,1,,,,1,1,4,3
795.648,3,0,,,,2,3,3,5
795.776,0,3,,,,0,2,5,3
795.904,4,4,,,,3,6,4,3
796.032,4,2,,,,3,2,5,4
796.16,4,0,,,,1,2,2,6
796.288,3,3,,,,0,3,5,3
796.416,1,2,,,,4,4,2,7
796.544,2,2,,,,3,1,8,5
796.672,1,1,,,,0,4,6,4
796.8,3,1,,,,3,2,3,6
796.928,3,2,,,,4,1,2,4
797.056,0,3,,,,2,5,7,5
797.184,0,3,,,,4,4,4,4
797.312,3,3,,,,2,1,5,4
797.44,3,3,,,,3,1,9,6
797.568,1,1,,,,3,3,5,1
797.696,1,3,,,,1,2,5,4
797.824,0,1,,,,3,5,3,3
797.952,5,3,,,,0,2,3,5
798.08,1,3,,,,1,2,5,4
798.208,4,2,,,,2,3,3,2
798.336,0,1,,,,2,0,4,3
798.464,0,2,,,,2,5,4,4
798.592,5,2,,,,1,3,2,4
798.72,2,4,,,,0,5,7,7
798.848,3,3,,,,1,4,3,6
798.976,2,4,,,,2,2,4,2
799.104,1,4,,,,3,2,3,7
799.232,0,3,,,,2,4,3,6
799.36,2,0,,,,0,7,2,7
799.488,1,4,,,,4,3,7,6
799.616,2,4,,,,4,6,1,3
799.744,3,3,,,,3,2,4,4
799.872,3,5,,,,3,2,5,6
800,0,4,,,,5,2,5,4
800.128,2,0,,,,3,4,3,5
800.256,0,3,,,,0,4,3,5
800.384,3,2,,,,2,4,0,4
800.512,2,2,,,,1,3,6,5
800.64,2,1,,,,0,4,3,7
800.768,3,0,,,,0,1,2,3
800.896,4,4,,,,2,4,2,4
801.024,3,4,,,,4,5,1,6
801.152,3,2,,,,2,2,3,4
801.28,2,2,,,,3,3,5,3
801.408,3,2,,,,0,0,5,2
801.536,0,1,,,,3,2,2,2
801.664,1,1,,,,3,1,4,5
801.792,1,3,,,,3,3,1,5
801.92,1,2,,,,2,3,5,7
802.048,2,2,,,,2,8,2,6
802.176,2,5,,,,1,0,6,6
