Time (ns),Br25 ref,Br25 IMN,Br25 EDA,EDA ref,EDA IMN,EDA EDA,IMN ref,IMN IMN,IMN EDA
188.416,4,18,4,4,4,16,42,56,32
188.544,0,17,2,9,3,17,38,47,27
188.672,5,13,10,11,1,22,34,42,28
188.8,2,16,6,9,3,21,29,31,43
188.928,5,14,8,4,4,18,42,27,38
189.056,2,13,7,7,2,18,32,32,29
189.184,3,16,8,4,7,25,39,40,33
189.312,4,6,6,7,5,14,37,36,29
189.44,2,10,8,6,3,22,32,47,26
189.568,6,15,4,5,6,16,27,47,30
189.696,8,13,7,8,4,16,36,35,29
189.824,4,7,10,4,5,23,38,46,32
189.952,5,21,5,1,7,13,27,43,37
190.08,8,16,11,4,4,24,34,39,26
190.208,3,9,7,6,1,21,44,43,39
190.336,5,17,7,0,2,18,35,33,35
190.464,6,15,4,7,4,23,24,36,35
190.592,8,19,9,3,2,16,36,50,34
190.72,3,11,3,5,2,22,32,33,27
190.848,7,9,3,2,2,12,35,39,28
190.976,4,10,9,5,5,21,36,50,30
191.104,3,11,7,7,5,18,48,37,36
191.232,5,13,3,4,9,25,35,46,29
191.36,2,11,4,5,3,17,30,37,31
191.488,5,11,7,5,6,25,27,32,31
191.616,9,11,11,6,4,22,37,51,29
191.744,4,8,9,3,8,27,33,39,26
191.872,6,11,7,7,2,13,28,47,41
192,10,9,2,7,2,16,30,48,32
192.128,5,14,5,4,4,13,36,39,27
192.256,4,12,7,3,3,12,30,42,23
192.384,5,8,5,4,8,20,44,37,25
192.512,5,7,9,1,3,21,38,42,27
192.64,8,11,4,4,5,17,31,32,23
192.768,4,8,8,6,5,19,39,47,31
192.896,6,8,10,5,4,15,40,42,35
193.024,2,12,7,5,5,18,31,31,29
193.152,8,17,9,5,5,19,29,38,41
193.28,2,8,4,3,2,20,23,29,39
193.408,4,8,7,5,6,14,22,47,32
193.536,5,6,2,6,3,17,34,50,31
193.664,4,8,6,7,4,19,34,33,38
193.792,6,10,2,6,8,18,36,30,34
193.92,4,13,13,2,2,16,31,45,31
194.048,1,8,6,6,0,22,29,36,23
194.176,8,11,7,8,5,13,35,37,24
194.304,10,7,6,7,1,19,26,42,28
194.432,6,16,6,9,3,9,39,41,34
194.56,7,19,5,6,2,21,25,47,27
194.688,5,13,7,4,1,21,37,44,31
194.816,5,7,7,3,8,23,29,46,32
194.944,6,9,3,5,7,11,28,42,39
195.072,7,14,4,2,5,17,27,43,31
195.2,5,13,3,4,3,25,37,40,22
195.328,8,8,4,8,2,12,33,37,21
195.456,2,13,9,5,4,21,33,35,36
195.584,3,13,6,6,4,13,37,43,30
195.712,6,13,4,6,4,10,24,39,30
195.84,8,15,7,8,5,21,26,55,25
195.968,3,13,10,4,3,17,30,44,28
196.096,6,12,5,3,4,12,32,31,31
196.224,9,5,6,6,3,26,34,34,27
196.352,5,10,6,7,4,21,35,40,28
196.48,2,12,11,8,3,17,21,43,34
196.608,8,12,11,5,2,14,31,32,30
196.736,3,8,8,4,2,12,27,38,31
196.864,6,10,6,2,3,19,37,43,28
196.992,3,9,4,3,2,16,22,45,30
197.12,4,14,5,6,2,21,26,47,32
197.248,7,14,5,11,5,18,37,47,28
197.376,5,9,4,4,4,19,24,39,23
197.504,3,13,10,2,4,15,30,35,27
197.632,1,13,2,2,1,16,36,38,25
197.76,7,17,7,7,5,21,37,27,29
197.888,4,12,10,9,8,23,27,34,32
198.016,4,10,7,8,3,16,29,46,23
198.144,5,13,8,5,6,19,31,45,37
198.272,4,17,5,5,2,16,32,32,23
198.4,4,12,6,7,4,11,32,30,28
198.528,2,11,5,7,2,16,36,43,44
198.656,7,7,6,3,4,19,29,40,23
198.784,3,9,10,5,6,23,24,50,21
198.912,5,10,8,6,6,13,31,44,30
199.04,8,13,9,7,6,18,32,40,35
199.168,4,12,4,4,4,26,33,35,21
199.296,4,17,10,5,3,18,34,43,21
199.424,6,10,3,4,2,12,27,38,25
199.552,4,9,7,10,3,9,24,33,28
199.68,6,10,7,4,3,21,26,35,29
199.808,7,18,4,2,5,18,30,36,23
199.936,6,13,5,4,3,18,38,34,22
200.064,1,13,7,4,4,18,26,30,29
200.192,4,12,8,5,5,18,28,46,35
200.32,9,12,7,3,3,8,22,46,30
200.448,3,9,12,5,4,23,38,35,36
200.576,5,14,9,5,5,20,34,36,26
200.704,6,13,4,6,3,14,30,48,32
200.832,9,15,6,4,3,19,20,31,32
200.96,3,10,7,7,0,15,29,33,35
201.088,6,18,3,6,6,20,33,30,28
201.216,3,20,7,3,7,19,24,34,29
201.344,6,14,5,3,4,23,24,42,40
201.472,7,10,6,6,1,21,27,43,36
201.6,4,13,9,6,4,13,27,41,30
201.728,2,12,5,4,3,15,34,40,22
201.856,4,9,6,4,1,11,32,36,30
201.984,5,9,6,5,1,9,24,44,32
202.112,6,8,6,7,4,16,25,45,34
202.24,3,10,2,3,3,14,28,36,21
202.368,3,16,5,3,5,20,17,42,37
202.496,5,6,3,8,5,13,26,29,31
202.624,5,13,9,7,6,16,29,29,30
202.752,5,17,6,3,0,19,33,49,25
202.88,5,11,5,6,3,16,30,46,19
203.008,4,11,9,4,4,19,33,43,33
203.136,4,13,4,4,3,21,26,33,39
203.264,5,10,7,7,5,18,31,41,20
203.392,2,15,6,5,3,24,32,45,23
203.52,5,13,8,6,4,19,30,49,35
203.648,4,16,3,7,1,12,20,45,32
203.776,4,17,11,5,3,18,26,39,33
203.904,5,9,5,3,10,14,35,29,33
204.032,6,6,6,4,4,19,35,34,35
204.16,6,13,5,6,0,13,29,32,27
204.288,3,7,6,5,3,13,39,36,28
204.416,8,11,5,4,9,18,28,37,33
204.544,5,9,7,3,2,17,32,37,28
204.672,6,16,11,8,3,11,36,46,24
204.8,8,8,14,6,1,10,29,34,30
204.928,4,13,6,3,1,19,28,36,30
205.056,5,12,9,4,8,13,27,39,30
205.184,5,10,2,5,4,19,20,30,35
205.312,6,3,6,3,6,22,25,39,34
205.44,1,7,4,8,2,14,23,32,26
205.568,5,8,6,5,3,8,30,37,23
205.696,4,13,8,4,7,12,28,28,28
205.824,4,7,3,5,2,13,35,45,23
205.952,4,15,4,4,2,21,28,46,29
206.08,5,13,8,7,3,25,42,29,27
206.208,2,14,9,9,1,17,30,40,22
206.336,4,7,4,2,2,12,31,31,24
206.464,5,18,5,2,3,17,25,36,26
206.592,5,8,1,3,5,21,31,38,15
206.72,5,17,5,4,5,15,32,31,23
206.848,8,5,14,6,3,15,32,39,30
206.976,3,16,6,3,5,20,35,45,31
207.104,5,5,6,2,6,16,36,47,30
207.232,2,13,5,3,0,16,23,35,28
207.36,4,12,5,5,3,15,35,39,23
207.488,5,15,4,8,4,12,28,44,23
207.616,2,7,2,7,3,11,25,36,30
207.744,9,7,5,6,2,17,31,36,18
207.872,3,9,6,2,7,14,33,35,29
208,5,13,9,5,1,18,44,38,27
208.128,9,9,5,7,3,21,22,38,25
208.256,5,8,6,2,8,27,23,41,16
208.384,2,9,7,8,2,15,31,39,28
208.512,3,7,2,2,5,19,27,49,24
208.64,5,12,5,4,5,18,34,33,27
208.768,2,5,3,4,3,8,25,40,29
208.896,2,13,9,8,3,21,29,44,35
209.024,7,13,3,4,1,7,24,42,26
209.152,9,10,9,5,3,17,33,42,27
209.28,5,6,3,5,1,17,21,39,14
209.408,4,6,4,4,5,21,24,41,32
209.536,7,11,5,4,6,13,26,34,32
209.664,2,15,8,2,2,21,23,34,26
209.792,3,10,8,4,5,17,28,43,32
209.92,6,8,8,6,3,14,25,34,26
210.048,5,8,2,7,1,11,33,21,37
210.176,1,18,8,6,0,11,31,41,17
210.304,5,13,9,8,6,15,22,38,21
210.432,5,18,6,2,4,18,34,32,33
210.56,1,17,3,8,4,10,23,37,33
210.688,1,8,11,6,5,13,23,43,33
210.816,3,9,5,5,9,16,23,43,25
210.944,5,12,8,5,4,15,31,35,25
211.072,4,8,8,6,9,9,27,28,29
211.2,3,17,2,3,4,16,26,32,27
211.328,5,7,7,3,4,14,18,35,44
211.456,10,13,4,1,3,12,28,36,24
211.584,4,5,4,5,3,16,34,44,27
211.712,3,10,8,5,2,12,28,36,26
211.84,2,12,5,6,3,14,33,27,30
211.968,1,8,4,3,3,15,35,36,30
212.096,2,11,7,4,3,12,25,35,21
212.224,8,11,5,2,4,17,31,37,24
212.352,5,7,7,7,8,17,24,40,27
212.48,6,7,12,3,5,10,38,24,33
212.608,5,14,8,3,5,16,20,33,25
212.736,3,8,4,10,6,15,25,37,30
212.864,6,11,0,4,4,21,30,36,25
212.992,3,13,6,7,2,13,36,25,35
213.12,3,6,13,1,1,15,28,27,21
213.248,3,13,8,4,3,13,33,34,23
213.376,6,18,5,3,7,14,25,24,33
213.504,2,9,6,8,7,10,27,43,30
213.632,1,12,5,5,2,16,27,29,23
213.76,3,10,6,6,2,16,26,28,25
213.888,5,9,3,5,2,11,39,32,33
214.016,7,13,5,3,1,18,29,38,27
214.144,4,10,4,6,2,21,35,38,26
214.272,5,7,3,7,2,14,27,29,27
214.4,6,9,7,7,5,17,30,38,34
214.528,5,7,11,6,8,22,34,37,28
214.656,5,6,5,3,3,11,27,36,20
214.784,4,8,10,6,4,15,28,36,30
214.912,5,10,4,6,3,18,26,35,26
215.04,3,8,4,1,4,14,25,36,34
215.168,8,13,6,4,1,11,33,35,21
215.296,6,6,0,3,4,12,20,36,21
215.424,9,8,7,7,4,14,18,38,19
215.552,2,13,3,10,0,15,23,34,38
215.68,0,11,2,4,3,17,30,34,30
215.808,5,13,10,5,4,14,26,37,31
215.936,6,13,9,2,5,19,15,27,13
216.064,2,6,6,3,2,24,29,25,20
216.192,6,9,4,3,5,16,27,38,25
216.32,2,11,7,8,3,27,27,42,30
216.448,7,15,1,4,3,11,29,29,30
216.576,6,13,2,4,3,21,25,25,31
216.704,0,11,5,3,4,15,34,40,22
216.832,7,15,7,1,3,15,29,49,34
216.96,4,15,5,5,3,11,28,33,27
217.088,3,8,2,6,7,11,25,37,21
217.216,3,10,7,6,4,7,32,29,30
217.344,7,12,6,7,5,17,30,37,37
217.472,0,8,4,3,6,14,35,25,41
217.6,10,13,8,5,3,9,27,39,24
217.728,4,6,4,4,5,15,29,38,22
217.856,5,4,3,7,4,17,27,41,22
217.984,2,10,6,2,6,17,20,32,34
218.112,2,12,6,3,9,12,24,49,28
218.24,4,6,8,7,0,17,34,37,25
218.368,6,14,5,5,6,10,31,31,22
218.496,4,10,5,5,7,16,27,37,30
218.624,5,8,7,2,9,14,23,31,34
218.752,3,8,10,2,4,20,39,32,28
218.88,4,7,3,5,3,9,30,42,19
219.008,4,12,3,1,4,17,29,29,19
219.136,4,10,5,3,5,12,37,34,33
219.264,7,4,3,10,4,11,21,29,33
219.392,9,14,3,1,4,15,39,35,34
219.52,3,11,7,5,9,16,32,35,33
219.648,3,10,7,6,2,19,31,28,18
219.776,3,13,2,6,2,14,26,30,26
219.904,3,7,7,5,7,15,23,36,33
220.032,8,12,6,5,2,12,24,33,31
220.16,6,11,5,3,2,8,29,29,30
220.288,5,9,3,4,6,11,27,31,33
220.416,1,10,8,7,4,18,25,35,10
220.544,3,7,4,1,2,16,20,26,34
220.672,6,8,5,5,2,13,26,38,29
220.8,6,10,9,5,4,10,29,36,26
220.928,3,10,8,3,2,11,27,30,26
221.056,4,10,6,3,2,12,26,41,21
221.184,8,7,4,4,2,12,26,29,19
221.312,5,13,6,7,2,14,18,44,29
221.44,5,11,6,6,6,13,27,35,24
221.568,4,9,4,3,6,10,17,43,27
221.696,1,11,4,6,3,16,27,41,18
221.824,2,14,8,3,1,16,31,26,31
221.952,1,10,1,5,5,16,24,24,35
222.08,5,10,5,8,3,12,31,21,31
222.208,2,10,5,5,3,15,26,23,33
222.336,6,8,6,5,4,14,27,30,24
222.464,4,10,5,3,5,11,24,31,22
222.592,3,7,1,7,4,20,27,40,39
222.72,3,9,1,3,2,7,23,36,35
222.848,7,9,2,7,8,10,23,28,18
222.976,4,14,3,3,2,16,27,39,30
223.104,5,11,4,5,3,11,24,25,23
223.232,5,9,5,7,5,10,27,22,25
223.36,6,16,7,5,0,12,28,17,28
223.488,7,9,5,3,3,17,26,31,21
223.616,1,10,8,4,4,14,26,31,25
223.744,4,11,4,3,2,7,23,37,18
223.872,6,8,2,4,6,9,26,43,28
224,4,4,5,4,1,15,25,39,17
224.128,3,11,9,3,3,21,28,30,24
224.256,3,8,9,7,3,10,21,28,19
224.384,1,10,4,4,3,8,27,40,27
224.512,1,12,6,5,2,9,25,40,28
224.64,1,12,4,9,5,17,26,24,25
224.768,4,14,12,5,2,13,26,38,36
224.896,3,9,4,1,3,13,25,28,24
225.024,5,8,4,6,5,14,31,27,29
225.152,1,13,4,6,0,12,31,31,18
225.28,6,8,9,5,1,13,27,39,23
225.408,7,12,7,11,4,10,18,32,24
225.536,10,9,5,9,1,18,19,27,21
225.664,4,7,6,3,5,7,17,28,22
225.792,4,7,7,5,1,8,29,37,29
225.92,7,10,7,4,3,14,30,28,21
226.048,1,8,8,5,1,12,24,33,21
226.176,3,14,2,4,7,14,23,41,23
226.304,3,12,5,1,1,14,26,27,32
226.432,3,4,7,4,4,7,25,32,30
226.56,4,10,4,7,6,14,36,36,27
226.688,4,17,5,4,5,15,24,35,31
226.816,3,9,13,6,1,11,29,26,23
226.944,2,8,6,7,4,22,28,25,23
227.072,2,18,10,7,4,15,25,34,30
227.2,4,10,7,3,1,10,34,31,29
227.328,4,10,7,4,3,12,22,24,39
227.456,5,15,2,4,6,20,32,35,28
227.584,3,7,9,6,1,13,27,30,30
227.712,7,11,7,6,6,18,16,21,32
227.84,4,8,3,4,5,8,37,35,28
227.968,10,9,2,3,4,10,18,42,23
228.096,3,6,2,4,2,15,22,39,26
228.224,1,17,4,5,3,14,25,27,18
228.352,3,8,8,3,4,18,26,36,24
228.48,4,6,7,1,6,15,29,33,20
228.608,8,12,7,3,6,7,20,22,41
228.736,5,9,4,4,2,14,19,30,28
228.864,4,6,4,4,2,8,32,36,20
228.992,3,10,3,7,2,11,25,38,22
229.12,11,13,8,3,1,14,23,28,27
229.248,2,11,2,6,5,14,22,29,21
229.376,6,10,6,5,4,12,29,33,23
229.504,5,16,10,6,4,8,23,31,16
229.632,5,8,2,4,2,12,24,35,34
229.76,8,8,1,3,2,18,27,23,27
229.888,4,7,6,3,4,11,27,31,33
230.016,2,9,8,5,4,16,24,34,29
230.144,6,7,3,3,5,22,29,35,34
230.272,5,10,6,3,2,9,28,38,26
230.4,1,5,5,4,1,16,27,30,28
230.528,5,9,4,2,3,14,17,33,25
230.656,4,17,4,6,2,15,31,26,21
230.784,5,8,1,5,2,15,19,27,16
230.912,4,9,8,3,0,11,23,26,31
231.04,3,10,7,3,3,16,27,36,28
231.168,6,10,4,4,2,12,26,38,30
231.296,2,15,5,4,6,9,19,38,25
231.424,5,7,6,4,5,15,23,25,31
231.552,3,5,5,7,4,14,30,30,23
231.68,3,3,4,4,3,13,15,27,24
231.808,6,10,6,2,6,12,24,35,15
231.936,4,15,5,3,2,15,28,37,26
232.064,5,7,4,3,6,10,28,29,31
232.192,6,4,4,7,9,15,27,34,29
232.32,2,10,3,4,3,9,29,46,22
232.448,6,6,4,3,4,14,29,41,25
232.576,5,9,8,4,6,16,30,40,20
232.704,5,13,3,6,4,17,19,28,29
232.832,2,11,9,6,0,9,35,37,18
232.96,3,7,4,6,3,10,29,25,33
233.088,5,11,7,3,6,9,23,31,24
233.216,1,11,9,4,5,14,17,22,20
233.344,1,9,9,3,7,13,27,22,29
233.472,4,9,1,6,4,12,26,36,32
233.6,4,13,7,4,4,13,26,26,35
233.728,6,9,4,2,2,12,28,37,33
233.856,2,10,7,4,4,18,20,38,23
233.984,1,5,4,3,4,14,24,40,18
234.112,1,8,4,7,4,14,24,33,27
234.24,1,8,5,2,1,16,26,39,24
234.368,5,8,3,2,5,11,29,31,25
234.496,1,8,6,3,5,13,22,38,28
234.624,3,16,6,7,3,16,34,31,31
234.752,10,6,8,3,3,11,30,28,21
234.88,7,16,2,7,3,14,30,36,27
235.008,6,10,7,5,3,10,20,25,25
235.136,6,10,4,5,4,9,17,26,26
235.264,2,11,7,2,4,5,29,30,23
235.392,2,11,4,7,3,17,21,30,25
235.52,5,6,7,4,2,6,28,36,18
235.648,3,9,2,4,1,12,23,18,21
235.776,2,8,3,5,2,16,27,37,23
235.904,7,11,1,5,4,5,19,32,22
236.032,5,8,4,5,1,14,18,26,27
236.16,5,5,7,7,7,15,25,37,19
236.288,3,9,2,5,3,21,19,39,22
236.416,4,9,4,5,3,14,26,41,26
236.544,5,7,3,7,3,14,25,42,28
236.672,2,6,2,1,1,11,20,26,30
236.8,7,8,6,8,5,12,17,30,27
236.928,2,5,2,2,2,9,22,33,25
237.056,5,7,4,4,4,12,25,23,15
237.184,3,11,9,2,5,16,19,32,21
237.312,4,14,8,5,2,11,21,37,27
237.44,4,5,2,3,5,11,20,35,22
237.568,6,4,3,6,3,16,21,30,13
237.696,4,9,2,6,1,9,31,41,25
237.824,1,11,6,3,1,9,25,28,23
237.952,1,13,9,2,3,9,19,36,28
238.08,4,11,5,4,6,9,29,27,17
238.208,3,14,1,3,4,11,22,20,18
238.336,4,8,6,3,1,9,36,25,15
238.464,4,13,3,3,2,14,30,30,21
238.592,5,5,6,1,6,8,26,27,26
238.72,6,6,6,2,5,20,23,29,30
238.848,3,10,4,7,3,14,19,35,24
238.976,3,10,6,4,1,10,16,28,28
239.104,1,11,5,3,0,14,36,48,35
239.232,3,9,4,4,8,14,21,29,22
239.36,4,9,4,4,2,12,15,37,29
239.488,4,10,5,4,1,19,20,28,23
239.616,2,8,6,2,5,13,23,22,21
239.744,3,8,4,8,4,20,33,39,28
239.872,5,7,3,4,5,20,28,23,19
240,4,9,4,3,3,11,22,27,21
240.128,3,7,9,6,4,12,23,24,24
240.256,6,6,6,4,4,14,21,36,27
240.384,3,9,4,3,2,8,18,18,13
240.512,4,10,6,1,1,17,23,27,38
240.64,2,7,6,3,7,14,29,32,22
240.768,2,6,3,4,3,9,20,32,25
240.896,9,9,3,3,4,15,28,33,18
241.024,3,10,5,3,6,14,23,39,26
241.152,5,5,5,5,1,22,17,33,22
241.28,4,5,6,2,5,15,12,33,23
241.408,6,8,6,7,3,10,27,19,27
241.536,4,12,2,1,2,13,25,32,27
241.664,3,9,9,3,1,17,23,33,25
241.792,5,6,4,8,4,10,21,31,28
241.92,3,9,6,4,2,8,29,30,27
242.048,2,9,6,5,5,12,20,22,27
242.176,6,5,2,1,5,8,23,29,28
242.304,3,11,2,3,1,17,26,25,30
242.432,5,7,9,3,2,10,25,37,24
242.56,6,4,3,7,4,19,20,21,22
242.688,6,13,10,5,6,16,30,33,24
242.816,4,9,6,2,6,10,26,30,21
242.944,5,5,3,2,5,17,13,27,27
243.072,2,7,10,2,7,8,24,28,24
243.2,5,9,2,2,3,11,20,21,30
243.328,4,12,8,3,3,14,23,28,21
243.456,2,7,5,3,2,9,23,30,30
243.584,3,8,8,3,4,11,10,36,30
243.712,1,8,3,4,1,9,24,40,20
243.84,6,12,2,2,2,18,27,25,22
243.968,3,9,5,2,1,10,25,22,21
244.096,3,6,4,4,3,10,22,41,27
244.224,2,10,2,5,5,11,19,24,17
244.352,3,8,6,5,2,14,18,33,17
244.48,4,14,4,8,0,15,23,34,21
244.608,4,6,3,3,3,13,24,28,28
244.736,5,10,3,9,2,18,13,22,16
244.864,6,11,6,5,4,16,28,30,21
244.992,1,9,3,4,4,7,31,31,15
245.12,3,8,4,1,4,17,27,28,29
245.248,2,10,7,3,1,13,10,34,22
245.376,4,11,6,5,4,9,18,37,18
245.504,5,9,8,4,2,11,28,33,18
245.632,3,10,5,2,5,17,20,36,26
245.76,3,13,6,7,3,15,24,28,24
245.888,2,6,5,6,4,10,21,29,17
246.016,5,9,3,3,3,11,19,26,33
246.144,0,8,3,6,1,6,19,30,29
246.272,3,8,1,5,6,8,20,27,22
246.4,5,10,6,3,4,10,21,35,27
246.528,3,12,5,2,3,15,23,26,19
246.656,3,12,4,2,4,14,19,29,20
246.784,2,4,5,7,2,6,15,30,28
246.912,2,10,7,4,3,9,19,28,16
247.04,3,5,4,6,1,14,22,26,18
247.168,6,11,6,5,3,9,22,30,30
247.296,6,10,2,1,2,9,21,26,30
247.424,2,7,6,7,2,12,13,25,29
247.552,3,3,3,4,4,15,19,36,23
247.68,3,8,5,7,4,14,20,29,20
247.808,2,9,2,6,3,18,17,35,27
247.936,6,10,4,2,3,12,22,30,18
248.064,2,10,4,4,1,8,14,37,24
248.192,8,10,4,3,4,3,22,19,18
248.32,4,7,2,2,1,12,18,34,24
248.448,3,8,7,4,6,13,12,33,21
248.576,1,7,3,4,2,15,22,26,17
248.704,5,9,4,2,5,8,27,34,17
248.832,7,9,6,5,4,14,21,28,24
248.96,4,7,7,6,4,18,24,30,24
249.088,5,7,2,4,2,10,20,33,32
249.216,4,15,5,2,3,11,19,23,16
249.344,1,4,6,0,3,10,17,33,25
249.472,4,8,4,4,3,9,20,19,28
249.6,3,8,7,6,2,18,19,40,23
249.728,6,8,6,2,5,8,19,20,19
249.856,4,7,4,5,2,15,24,33,26
249.984,4,3,3,2,5,12,21,28,27
250.112,5,4,7,2,3,13,18,19,25
250.24,3,9,2,6,1,6,28,27,21
250.368,3,6,4,6,1,8,20,22,18
250.496,1,12,8,5,4,7,21,22,26
250.624,6,6,7,8,2,12,19,26,20
250.752,3,8,5,5,7,19,31,25,19
250.88,2,6,4,2,1,9,26,29,22
251.008,5,13,3,4,3,11,16,36,27
251.136,3,11,3,3,6,15,20,27,24
251.264,3,6,6,10,4,15,23,24,22
251.392,1,10,4,4,5,18,21,29,22
251.52,7,10,11,12,3,12,16,20,22
251.648,3,6,5,6,3,5,25,23,25
251.776,3,6,3,2,3,10,21,21,19
251.904,0,5,5,3,4,7,27,27,20
252.032,1,5,1,6,7,11,20,30,28
252.16,5,13,10,4,4,8,28,31,23
252.288,3,5,4,3,1,11,18,22,20
252.416,1,15,7,6,1,17,18,31,24
252.544,6,10,7,5,0,12,26,27,19
252.672,5,7,3,4,4,12,21,25,27
252.8,6,6,7,2,3,10,26,20,23
252.928,3,6,3,2,4,11,12,25,19
253.056,7,8,5,2,4,13,25,29,18
253.184,2,15,4,2,2,8,17,25,21
253.312,5,13,3,2,0,16,14,21,12
253.44,5,8,3,1,2,7,18,31,19
253.568,4,4,2,4,2,11,20,31,29
253.696,2,5,4,4,2,8,12,26,15
253.824,2,13,3,2,4,16,19,27,16
253.952,4,7,6,6,3,16,23,18,17
254.08,6,3,2,7,6,12,19,17,24
254.208,1,7,2,1,5,12,20,28,21
254.336,3,9,11,6,7,13,21,23,29
254.464,4,7,3,4,5,12,24,32,19
254.592,4,1,6,3,5,11,26,23,20
254.72,6,5,5,3,2,10,15,31,19
254.848,4,7,2,3,3,18,25,25,16
254.976,10,5,3,4,3,11,19,29,20
255.104,7,6,7,7,5,12,24,38,17
255.232,5,5,4,4,5,14,18,20,27
255.36,8,11,3,5,2,12,26,23,15
255.488,2,6,10,4,4,9,29,22,29
255.616,2,8,5,3,5,13,22,25,23
255.744,4,9,4,4,4,7,24,25,25
255.872,3,10,5,9,5,8,24,31,26
256,4,4,4,2,5,12,16,24,30
256.128,3,6,1,6,1,10,22,29,18
256.256,1,10,4,5,4,8,13,16,27
256.384,6,8,4,3,2,11,22,26,24
256.512,4,8,7,4,3,8,29,29,28
256.64,4,9,8,5,2,9,23,29,26
256.768,5,13,3,7,1,10,21,33,24
256.896,5,12,5,5,3,9,20,32,20
257.024,4,14,5,5,1,11,22,23,20
257.152,3,5,3,6,2,9,18,18,27
257.28,5,6,2,3,4,17,20,18,34
257.408,6,9,4,3,2,8,21,26,26
257.536,6,11,6,4,5,10,17,26,17
257.664,4,5,7,0,3,21,22,46,27
257.792,4,9,2,5,3,11,22,28,18
257.92,1,6,4,6,2,13,22,19,16
258.048,5,8,7,5,4,10,21,16,28
258.176,4,8,4,4,3,12,31,19,18
258.304,1,2,6,3,6,13,18,18,25
258.432,1,7,4,5,3,12,19,27,19
258.56,1,5,1,3,4,11,23,24,15
258.688,1,6,8,6,3,8,23,22,21
258.816,2,6,2,5,4,7,18,22,18
258.944,3,7,5,3,2,12,23,21,23
259.072,4,11,1,5,3,15,13,28,25
259.2,4,7,5,3,2,15,15,19,27
259.328,3,6,6,4,2,9,14,17,23
259.456,3,11,6,4,6,11,15,30,26
259.584,4,11,4,3,2,11,11,27,24
259.712,2,8,2,6,1,14,21,27,25
259.84,3,12,3,3,3,16,24,21,16
259.968,2,8,5,5,0,13,16,19,24
260.096,3,8,7,3,8,12,23,22,16
260.224,4,13,3,7,3,10,20,16,29
260.352,3,6,1,4,4,14,21,26,24
260.48,2,7,1,6,2,16,20,22,24
260.608,4,10,4,2,0,9,15,26,23
260.736,5,12,3,2,1,6,10,29,19
260.864,3,7,1,3,0,9,15,27,29
260.992,2,7,5,3,1,12,20,24,16
261.12,4,6,1,4,6,4,20,27,23
261.248,4,12,2,4,6,15,16,25,21
261.376,5,11,3,0,1,9,20,30,30
261.504,2,9,3,3,6,13,17,27,20
261.632,8,11,6,0,3,11,15,39,20
261.76,4,6,5,5,1,12,18,25,25
261.888,4,4,5,3,2,15,28,21,23
262.016,2,11,6,8,2,8,18,25,26
262.144,3,5,2,8,3,11,15,28,17
262.272,2,12,2,5,4,8,22,21,17
262.4,0,9,7,3,4,7,13,25,18
262.528,5,8,6,4,1,11,18,24,21
262.656,6,1,6,6,5,10,22,32,23
262.784,3,8,5,6,2,6,23,23,24
262.912,4,7,6,3,0,10,22,25,23
263.04,1,3,1,4,1,9,21,21,30
263.168,4,9,4,6,6,12,18,27,19
263.296,3,16,2,4,6,14,14,23,24
263.424,2,6,3,5,2,9,16,34,23
263.552,3,5,3,10,1,7,24,23,29
263.68,4,9,4,2,2,10,12,35,15
263.808,5,5,1,1,1,10,24,19,19
263.936,5,10,10,4,6,10,15,22,22
264.064,9,5,2,4,3,17,21,27,36
264.192,3,11,7,6,3,11,22,31,18
264.32,3,11,2,8,3,11,16,31,28
264.448,3,13,5,1,3,6,21,24,21
264.576,3,8,3,5,1,12,12,21,25
264.704,4,12,5,6,2,14,17,20,20
264.832,2,3,7,1,4,6,14,22,26
264.96,5,3,4,1,5,10,17,22,24
265.088,2,11,2,5,2,7,15,29,18
265.216,5,12,3,3,3,13,25,31,23
265.344,2,8,4,1,4,10,23,32,28
265.472,4,13,2,2,1,15,17,26,25
265.6,5,8,3,5,3,12,14,27,21
265.728,4,11,8,6,5,14,16,33,20
265.856,4,4,4,8,5,14,18,25,20
265.984,4,5,4,4,3,13,22,21,14
266.112,3,4,2,5,0,13,24,26,18
266.24,4,5,6,2,4,10,14,36,20
266.368,4,7,3,2,4,11,15,28,24
266.496,2,8,2,3,3,5,13,27,24
266.624,7,6,6,4,6,11,15,24,27
266.752,3,8,3,6,5,13,14,32,27
266.88,1,8,2,5,4,13,23,26,17
267.008,0,4,6,1,3,6,17,25,12
267.136,3,10,6,4,9,13,12,22,20
267.264,6,4,5,3,6,6,22,18,18
267.392,3,6,3,2,5,7,11,28,27
267.52,5,9,9,4,5,9,22,32,25
267.648,4,3,3,3,5,14,22,26,25
267.776,3,7,4,3,6,13,12,21,28
267.904,3,5,3,2,5,5,21,25,26
268.032,2,8,1,5,2,10,11,30,19
268.16,5,13,5,5,3,17,25,26,20
268.288,3,6,2,1,2,7,24,26,16
268.416,1,6,3,7,4,7,19,25,22
268.544,3,8,6,3,3,8,22,23,30
268.672,2,6,4,5,7,9,22,30,14
268.8,4,4,9,4,5,14,10,21,24
268.928,6,4,3,0,6,10,9,26,24
269.056,6,2,2,5,4,10,11,12,16
269.184,1,13,2,8,3,9,18,23,23
269.312,3,8,0,1,2,11,19,30,20
