,Ref,,,,,APTMS,,,,
Time,100pc10int,50pc10int,50pc7int,50pc6int,10pct7int,100pct10int,50pct10int,50pct7int,50pct6int,10pct7int
283.136,19,35,50,55,66,38,41,67,53,38
283.648,25,39,45,44,52,34,40,51,46,33
284.16,24,36,41,62,59,32,30,68,42,43
284.672,20,38,53,37,65,43,33,39,50,46
285.184,17,33,45,50,44,40,36,46,46,33
285.696,8,45,44,61,54,35,46,71,60,35
286.208,26,37,45,69,52,36,34,53,53,39
286.72,13,26,42,53,62,28,45,70,49,31
287.232,17,43,44,69,55,31,41,60,37,36
287.744,15,20,60,64,52,44,29,65,54,42
288.256,19,40,54,56,58,35,45,42,59,53
288.768,25,35,46,44,48,39,37,54,60,45
289.28,23,29,53,50,66,31,50,64,54,42
289.792,17,50,40,61,57,52,58,59,40,44
290.304,25,30,50,67,47,43,43,55,47,38
290.816,19,37,51,57,44,37,43,61,48,44
291.328,25,36,38,46,48,34,37,68,49,38
291.84,28,33,50,52,47,34,41,55,46,45
292.352,21,40,40,43,48,26,38,57,43,40
292.864,21,32,44,50,53,35,41,61,37,45
293.376,18,34,61,48,43,32,32,49,44,40
293.888,17,37,49,56,75,34,37,65,50,33
294.4,21,33,40,53,55,35,39,55,41,36
294.912,19,33,33,60,53,35,38,60,46,32
295.424,15,22,60,52,63,39,42,57,57,34
295.936,17,31,52,52,53,22,32,53,48,51
296.448,27,35,46,60,50,30,43,62,51,43
296.96,29,36,48,53,50,42,45,52,43,38
297.472,17,26,41,50,69,31,41,64,50,48
297.984,20,23,55,58,45,33,43,60,66,34
298.496,28,37,41,58,67,40,44,53,55,43
299.008,18,35,57,44,49,29,30,56,50,43
299.52,17,40,47,51,58,40,34,48,49,41
300.032,13,29,50,45,55,36,39,44,59,48
300.544,23,31,45,49,65,31,36,41,35,30
301.056,12,31,36,54,54,33,38,78,49,46
301.568,17,35,38,50,62,44,45,61,47,40
302.08,30,28,37,59,50,37,48,54,41,32
302.592,13,31,50,53,59,31,37,51,54,51
303.104,13,34,43,65,65,32,35,59,55,34
303.616,14,37,51,59,51,40,32,54,54,33
304.128,27,29,46,64,40,40,30,41,49,31
304.64,10,42,56,68,46,40,54,49,46,46
305.152,11,28,40,49,49,48,43,65,30,35
305.664,21,28,44,49,63,41,40,45,34,36
306.176,16,33,43,60,67,30,49,69,45,45
306.688,17,28,47,56,51,31,27,65,51,46
307.2,13,20,60,44,51,32,40,47,48,39
307.712,11,36,48,60,53,39,48,45,59,37
308.224,15,36,54,52,69,40,44,54,51,36
308.736,18,28,46,58,59,38,50,53,45,42
309.248,12,20,56,57,55,29,35,47,52,36
309.76,11,36,45,55,57,46,65,69,46,44
310.272,14,24,36,41,62,27,37,52,39,40
310.784,10,31,45,49,58,39,45,59,49,37
311.296,17,33,51,53,45,37,41,46,58,38
311.808,30,46,53,50,49,33,29,59,53,35
312.32,20,19,43,53,61,17,36,57,44,37
312.832,13,41,42,49,46,52,36,61,60,36
313.344,12,26,41,56,64,30,30,48,51,35
313.856,17,39,57,45,50,39,48,67,56,40
314.368,15,36,52,51,62,37,47,60,54,34
314.88,15,39,40,55,46,41,44,59,42,34
315.392,7,34,40,42,65,39,47,57,50,42
315.904,21,32,42,56,53,35,54,60,47,48
316.416,16,31,45,54,70,41,38,54,48,38
316.928,18,37,45,59,58,32,35,50,47,25
317.44,15,25,54,49,41,36,31,55,53,32
317.952,18,20,46,51,60,37,38,49,40,37
318.464,18,25,43,51,70,29,41,49,43,30
318.976,20,41,56,54,46,43,40,51,51,33
319.488,18,34,44,64,56,27,45,61,51,36
320,14,29,44,42,67,33,55,60,35,43
320.512,16,30,39,52,57,43,47,51,42,31
321.024,22,22,48,53,50,36,35,60,47,37
321.536,20,27,44,47,64,36,40,49,54,36
322.048,15,32,50,61,39,26,44,68,61,32
322.56,22,38,50,63,50,35,45,49,56,35
323.072,7,41,60,57,63,38,45,48,53,38
323.584,9,32,49,52,45,27,34,59,54,41
324.096,14,39,31,55,64,31,65,42,48,41
324.608,17,34,67,53,56,39,32,47,45,43
325.12,12,40,51,48,39,35,30,67,54,37
325.632,21,28,45,56,57,32,42,51,44,35
326.144,12,28,46,51,59,39,41,56,43,38
326.656,14,35,48,53,55,30,37,55,45,40
327.168,12,31,48,49,66,31,34,62,51,31
327.68,19,28,37,51,46,42,36,55,43,36
328.192,14,40,56,59,53,32,49,46,42,41
328.704,13,31,42,54,61,30,42,61,49,47
329.216,13,26,45,44,57,39,36,55,46,26
329.728,15,31,46,55,61,30,39,45,51,33
330.24,22,27,41,40,59,36,26,69,54,25
330.752,13,29,34,50,50,26,33,62,41,58
331.264,16,28,50,66,63,32,39,58,54,40
331.776,20,27,41,56,44,39,37,48,52,40
332.288,15,22,38,48,66,35,46,52,47,40
332.8,10,28,47,53,46,31,35,57,47,38
333.312,15,18,48,51,50,44,41,59,60,30
333.824,28,23,50,55,49,31,45,61,47,44
334.336,19,34,43,44,55,36,37,41,44,36
334.848,10,35,44,51,58,37,44,53,47,31
335.36,17,33,53,52,53,39,36,54,48,35
335.872,15,30,49,59,60,41,41,53,51,37
336.384,15,41,32,46,70,39,24,50,40,44
336.896,12,36,45,49,57,24,49,53,57,32
337.408,16,33,48,46,49,27,41,47,54,48
337.92,14,35,43,62,61,30,47,39,41,38
338.432,21,29,35,49,57,36,45,41,52,26
338.944,14,31,54,50,55,38,26,48,49,34
339.456,20,42,64,65,52,33,29,56,49,41
339.968,15,32,46,48,59,34,48,65,61,40
340.48,21,29,50,56,44,37,40,47,44,31
340.992,14,35,46,54,51,40,36,67,53,45
341.504,15,27,42,53,41,33,35,54,36,43
342.016,27,27,47,30,53,32,50,51,48,34
342.528,17,27,58,53,49,32,41,37,50,30
343.04,15,25,48,58,55,26,35,55,51,43
343.552,15,36,40,47,48,38,38,49,42,35
344.064,16,36,40,52,58,34,39,51,48,35
344.576,18,38,41,47,54,40,32,57,48,43
345.088,21,27,50,56,73,26,34,58,43,39
345.6,14,33,50,65,46,34,60,65,49,40
346.112,14,28,42,49,57,27,38,49,51,39
346.624,14,27,44,65,60,37,39,65,48,34
347.136,19,24,38,47,50,32,34,53,51,35
347.648,18,29,51,42,40,42,44,64,41,54
348.16,10,36,39,56,53,32,44,53,41,29
348.672,15,41,45,57,53,29,33,64,45,31
349.184,16,20,36,57,53,40,47,42,49,34
349.696,16,16,53,54,43,28,30,72,46,32
350.208,12,27,46,53,66,25,42,62,53,42
350.72,19,32,39,63,55,30,43,56,43,41
351.232,22,25,40,48,59,18,40,50,50,42
351.744,15,31,37,59,65,28,45,44,50,45
352.256,17,26,44,55,40,40,41,47,57,45
352.768,16,26,39,49,52,37,38,57,46,33
353.28,20,31,42,49,53,36,46,69,40,33
353.792,18,28,39,52,59,27,41,57,57,40
354.304,19,27,49,54,56,23,43,61,40,35
354.816,22,40,48,51,59,32,34,53,52,34
355.328,22,31,52,51,57,34,47,43,42,50
355.84,19,32,47,44,52,30,32,50,45,46
356.352,11,40,62,48,51,25,49,57,48,40
356.864,16,44,49,48,46,32,28,60,41,36
357.376,15,23,42,45,48,31,37,54,39,42
357.888,7,23,42,52,59,30,41,41,57,40
358.4,12,27,47,44,49,26,42,53,46,32
358.912,17,37,41,60,34,29,42,69,53,30
359.424,17,25,48,50,47,32,44,52,45,43
359.936,14,26,39,52,50,35,35,45,46,30
360.448,7,30,48,59,43,35,33,48,52,40
360.96,30,29,43,53,52,26,35,55,59,36
361.472,11,21,41,44,63,29,52,44,54,31
361.984,17,28,38,41,66,26,38,63,44,35
362.496,16,38,38,47,58,37,40,58,41,35
363.008,8,31,50,51,58,38,37,51,45,41
363.52,15,24,48,53,39,28,43,53,53,32
364.032,11,25,34,49,49,25,38,36,31,39
364.544,14,29,45,43,51,26,41,72,51,44
365.056,15,26,40,47,54,30,45,52,40,43
365.568,22,44,46,47,56,24,32,40,46,34
366.08,14,27,39,42,44,31,41,57,62,34
366.592,16,25,54,50,51,47,34,48,47,40
367.104,17,33,54,47,62,26,38,63,47,43
367.616,16,35,50,55,55,26,27,51,44,40
368.128,22,36,40,55,64,23,36,56,48,34
368.64,13,31,43,55,55,23,39,58,46,34
369.152,17,42,49,58,54,37,46,55,47,37
369.664,12,29,52,63,44,37,43,64,48,33
370.176,10,35,40,43,59,36,38,71,41,32
370.688,12,14,32,55,54,33,39,50,37,26
371.2,20,24,52,49,76,49,33,52,43,35
371.712,19,32,42,69,46,27,40,53,44,41
372.224,19,25,38,50,61,25,45,47,51,38
372.736,22,35,36,70,53,39,32,44,54,44
373.248,12,22,50,55,44,30,31,69,41,35
373.76,15,31,44,41,65,38,36,63,37,35
374.272,21,23,41,63,50,21,29,53,38,32
374.784,16,25,46,50,55,28,45,69,45,47
375.296,19,26,30,54,42,35,29,57,50,41
375.808,17,27,46,52,50,32,39,42,45,44
376.32,17,26,38,55,52,34,40,37,46,33
376.832,11,28,42,56,59,22,36,50,44,38
377.344,8,36,39,52,53,25,36,62,49,37
377.856,11,27,52,52,57,31,38,45,49,45
378.368,19,26,38,57,59,31,47,56,56,37
378.88,12,31,36,54,40,30,39,46,42,42
379.392,25,27,42,47,41,38,32,65,60,36
379.904,16,25,33,50,48,24,38,45,34,32
380.416,14,28,44,53,51,29,29,62,50,40
380.928,16,19,46,38,58,29,44,50,43,29
381.44,17,23,46,52,49,29,40,60,49,45
381.952,27,20,38,49,54,30,43,46,41,35
382.464,22,41,44,51,52,28,36,54,41,44
382.976,13,29,46,55,47,29,34,67,47,37
383.488,13,19,44,52,57,29,34,53,60,34
384,15,31,41,55,46,29,30,49,43,30
384.512,15,28,33,46,61,36,27,32,51,37
385.024,17,35,42,54,48,38,39,56,52,40
385.536,14,31,43,52,49,32,36,44,47,37
386.048,19,24,45,54,51,25,36,60,42,35
386.56,11,28,45,59,51,32,33,50,38,34
387.072,23,31,34,53,70,22,29,48,40,40
387.584,14,24,41,52,53,32,33,68,38,40
388.096,12,29,37,39,51,27,27,56,46,44
388.608,16,38,40,38,57,34,29,52,47,29
389.12,14,32,53,50,59,18,37,44,47,36
389.632,15,29,45,43,61,33,33,57,47,28
390.144,14,19,37,60,50,45,28,56,41,38
390.656,17,20,44,33,45,33,36,53,55,37
391.168,15,18,47,51,51,26,38,46,45,37
391.68,18,26,40,45,51,21,37,55,52,30
392.192,21,25,47,48,49,24,42,41,44,31
392.704,17,29,39,49,54,22,32,46,44,26
393.216,7,39,46,58,49,34,35,51,44,30
393.728,10,26,39,44,59,30,39,57,47,43
394.24,20,24,37,49,56,26,30,45,53,38
394.752,15,25,50,48,54,28,34,46,44,38
395.264,15,21,38,39,50,27,42,59,52,40
395.776,12,33,41,56,48,30,32,52,50,38
396.288,18,26,49,54,57,29,44,49,43,44
396.8,18,25,47,46,50,30,32,48,58,37
397.312,14,26,38,60,45,27,36,50,46,43
397.824,9,19,30,39,69,30,34,41,41,43
398.336,11,28,46,49,53,26,35,51,52,33
398.848,13,24,41,53,54,33,36,52,52,44
399.36,16,20,48,58,54,31,28,45,45,23
399.872,9,30,44,58,53,24,34,52,45,47
400.384,9,24,32,59,63,29,27,45,52,38
400.896,12,20,43,41,50,40,45,51,31,42
401.408,16,27,49,79,51,37,50,57,51,40
401.92,10,35,36,50,43,26,38,60,48,38
402.432,13,25,44,38,42,29,38,59,47,42
402.944,13,30,49,42,55,31,34,61,31,35
403.456,13,37,48,52,47,35,30,54,42,40
403.968,8,25,49,44,68,32,35,48,49,46
404.48,11,36,58,39,54,33,45,42,42,46
404.992,10,23,47,54,51,25,36,48,50,41
405.504,19,23,33,44,44,25,34,53,53,45
406.016,8,21,44,58,54,28,33,49,62,39
406.528,17,26,44,51,52,25,47,51,43,33
407.04,14,26,45,53,44,33,27,49,41,47
407.552,29,38,30,61,49,30,36,44,47,50
408.064,8,23,47,63,65,35,33,54,58,39
408.576,6,21,40,63,49,27,28,41,41,46
409.088,16,23,46,48,49,28,37,59,52,40
409.6,14,24,34,53,64,30,32,52,40,32
410.112,15,17,36,54,47,23,23,53,44,29
410.624,16,23,33,53,75,42,40,51,51,44
411.136,16,25,39,48,39,25,31,70,39,40
411.648,16,27,38,43,56,31,35,46,45,32
412.16,10,24,37,66,52,25,31,42,43,43
412.672,5,38,33,47,55,26,37,59,46,36
413.184,4,24,44,46,46,27,33,53,52,30
413.696,17,31,45,52,50,35,33,53,47,37
414.208,7,24,39,52,56,33,32,54,46,34
414.72,15,26,30,49,38,33,40,45,41,36
415.232,20,32,35,53,54,30,33,65,45,36
415.744,11,36,51,45,48,30,32,56,45,36
416.256,14,23,45,45,52,17,31,58,46,29
416.768,16,27,47,46,42,32,39,45,32,37
417.28,11,31,34,62,39,34,30,42,55,35
417.792,13,21,51,60,58,42,39,46,49,27
418.304,15,21,37,53,50,35,39,54,53,42
418.816,15,25,41,55,46,26,26,39,45,42
419.328,16,33,37,51,68,30,39,44,45,32
419.84,12,28,50,49,44,28,35,44,33,42
420.352,12,22,43,48,68,27,38,66,53,32
420.864,17,22,45,52,55,22,43,59,56,36
421.376,11,25,37,33,55,35,39,43,47,44
421.888,14,29,50,42,48,40,39,45,48,35
422.4,12,27,32,50,54,32,45,55,54,41
422.912,14,28,39,44,41,25,32,60,45,27
423.424,8,21,48,41,32,26,34,42,31,33
423.936,11,30,38,57,57,23,39,52,52,40
424.448,15,33,40,51,56,24,41,56,44,36
424.96,14,31,29,49,44,23,30,41,44,43
425.472,17,14,48,51,44,31,31,50,51,29
425.984,13,23,50,47,60,18,31,48,44,41
426.496,10,26,50,54,57,23,34,49,60,35
427.008,8,23,48,66,58,27,41,47,38,35
427.52,12,26,56,35,54,28,23,52,46,42
428.032,12,21,44,42,61,40,41,46,46,36
428.544,12,22,33,45,45,31,31,56,40,39
429.056,13,26,43,48,53,27,39,35,46,31
429.568,21,36,38,48,53,29,36,47,45,36
430.08,12,17,45,52,47,28,30,49,42,35
430.592,11,38,38,57,51,24,31,48,42,36
431.104,16,26,33,46,46,25,23,52,44,37
431.616,11,23,39,54,60,26,35,42,52,40
432.128,15,26,35,54,51,28,27,51,42,32
432.64,19,26,49,56,62,25,34,46,41,31
433.152,8,27,38,54,42,25,20,43,46,43
433.664,15,26,31,65,37,31,33,35,44,35
434.176,18,21,43,47,58,21,29,44,57,52
434.688,17,40,48,50,51,27,35,45,44,26
435.2,16,23,41,52,44,35,31,52,39,39
435.712,6,20,40,43,57,33,36,28,41,27
436.224,16,31,29,46,59,25,36,47,49,38
436.736,17,25,30,57,48,35,35,60,40,33
437.248,14,17,42,60,47,30,41,43,43,50
437.76,9,26,38,49,61,40,41,45,50,29
438.272,16,19,38,45,52,25,35,47,58,34
438.784,11,14,38,57,59,23,21,49,50,32
439.296,21,26,39,41,49,25,34,52,53,46
439.808,18,25,37,55,45,31,33,50,39,34
440.32,18,27,39,67,59,18,26,42,44,35
440.832,21,30,39,47,47,20,38,48,50,34
441.344,7,28,51,48,61,36,28,45,45,45
441.856,15,27,42,46,37,30,35,43,59,25
442.368,12,25,25,42,50,23,32,55,41,46
442.88,10,22,47,37,57,19,42,50,53,33
443.392,10,30,38,49,52,23,29,47,47,37
443.904,9,22,34,39,54,27,37,53,43,46
444.416,8,26,42,58,62,26,38,51,37,31
444.928,9,25,39,55,65,23,30,35,48,28
445.44,15,22,41,38,43,25,32,42,42,50
445.952,18,28,44,59,44,25,27,44,53,37
446.464,13,33,40,55,50,30,29,50,38,46
446.976,12,32,37,68,52,33,37,44,55,30
447.488,14,33,48,46,51,21,39,44,33,28
448,21,24,45,49,51,22,28,49,57,31
448.512,15,24,55,55,53,24,39,47,37,35
449.024,16,29,43,48,61,21,32,44,73,39
449.536,7,30,37,45,51,25,43,54,40,32
450.048,9,25,47,53,55,27,35,47,37,28
450.56,16,23,42,50,56,24,32,48,38,35
451.072,9,23,55,60,37,33,34,43,40,45
451.584,13,28,39,51,54,28,33,50,55,35
452.096,9,29,28,46,54,29,30,58,37,30
452.608,14,17,34,44,52,24,23,46,40,35
453.12,14,28,48,53,51,29,35,31,53,41
453.632,17,27,34,40,48,28,37,56,47,41
454.144,10,23,37,43,68,27,29,53,62,41
454.656,5,21,43,50,44,28,31,50,43,37
455.168,14,21,47,47,57,24,33,55,48,25
455.68,14,22,36,62,39,27,27,50,36,38
456.192,14,25,43,54,48,21,40,42,44,28
456.704,14,24,44,56,52,40,28,43,43,36
457.216,15,32,45,46,58,22,29,39,55,41
457.728,10,26,41,45,44,17,27,60,44,44
458.24,16,32,51,55,53,28,25,49,39,40
458.752,12,25,27,55,52,27,20,50,49,35
459.264,10,29,44,50,60,25,35,48,58,33
459.776,14,27,33,54,50,17,29,56,52,44
460.288,8,25,37,54,48,23,32,44,53,41
460.8,15,23,37,44,53,29,26,47,48,31
461.312,8,22,33,41,54,26,32,50,53,31
461.824,17,27,36,43,50,29,35,46,44,29
462.336,12,31,36,58,46,28,31,44,47,31
462.848,11,26,49,48,57,32,52,45,40,30
463.36,20,16,45,55,47,22,32,49,36,43
463.872,9,24,41,59,46,24,25,52,39,40
464.384,11,27,40,53,40,23,30,42,50,29
464.896,11,25,41,42,44,32,38,50,46,34
465.408,8,22,52,49,56,36,39,59,37,36
465.92,12,24,31,55,55,34,39,43,47,27
466.432,10,27,31,45,57,25,31,45,55,40
466.944,14,30,42,46,51,24,43,41,36,33
467.456,20,19,33,49,55,39,31,51,38,38
467.968,15,33,55,44,41,21,30,45,42,35
468.48,17,28,38,44,45,17,32,42,42,26
468.992,12,19,42,44,53,28,25,44,32,36
469.504,13,19,46,48,56,33,30,43,48,40
470.016,12,32,42,53,50,31,34,56,62,27
470.528,12,24,36,50,37,23,27,34,29,36
471.04,12,27,37,48,61,20,23,45,45,34
471.552,10,18,37,46,60,26,28,33,49,34
472.064,8,23,37,49,51,21,33,38,41,41
472.576,7,26,44,56,55,29,30,46,42,33
473.088,7,23,40,46,61,31,31,40,52,28
473.6,12,33,35,51,61,24,42,57,35,29
474.112,7,30,43,61,50,29,53,43,47,31
474.624,12,19,37,52,55,28,36,48,40,25
475.136,11,14,26,57,52,25,34,49,45,41
475.648,15,18,39,54,55,19,33,61,44,30
476.16,10,28,44,49,58,23,25,49,49,45
476.672,7,30,37,52,59,28,30,39,54,32
477.184,18,20,40,38,56,18,23,55,50,38
477.696,5,27,41,55,62,24,37,43,53,34
478.208,12,24,44,52,51,25,33,43,57,38
478.72,12,22,37,46,45,25,31,43,54,33
479.232,15,20,35,36,63,33,31,42,45,37
479.744,15,20,43,39,50,25,38,39,47,42
480.256,12,32,35,54,47,27,27,43,32,42
480.768,11,27,35,53,58,24,32,47,53,34
481.28,9,15,32,53,53,29,32,40,36,45
481.792,13,25,28,44,44,24,24,47,42,35
482.304,21,25,50,55,37,28,29,40,44,44
482.816,14,25,38,52,58,22,32,49,61,26
483.328,15,28,41,42,54,25,43,36,43,27
483.84,14,25,45,77,48,27,37,40,37,38
484.352,16,14,27,31,50,28,35,56,37,39
484.864,16,24,38,40,61,24,43,43,48,26
485.376,10,26,35,51,46,29,26,51,55,31
485.888,12,16,43,55,53,30,32,47,45,34
486.4,11,27,35,34,41,15,27,50,46,39
486.912,10,29,45,56,43,34,33,52,50,36
487.424,11,24,37,49,49,25,31,51,47,29
487.936,8,18,36,63,63,21,44,54,44,31
488.448,7,28,39,39,51,32,32,39,41,17
488.96,10,20,42,43,47,30,29,38,45,33
489.472,13,32,42,32,51,21,35,56,46,42
489.984,13,19,41,50,41,34,39,46,47,32
490.496,6,24,34,58,47,38,29,56,47,34
491.008,10,25,42,49,47,26,28,56,43,37
491.52,14,25,35,48,45,38,47,43,40,29
492.032,9,21,35,34,47,26,21,51,39,33
492.544,15,17,48,45,42,23,36,44,42,39
493.056,11,25,36,55,61,24,26,47,45,34
493.568,11,23,39,51,49,22,41,46,51,36
494.08,12,24,40,58,56,25,41,53,40,37
494.592,12,33,29,50,45,18,35,55,33,40
495.104,11,26,36,55,57,20,33,51,45,40
495.616,15,24,39,50,58,21,30,37,61,33
496.128,12,20,38,42,63,25,19,44,43,39
496.64,8,29,35,59,62,20,23,60,55,30
497.152,14,24,44,46,65,19,33,42,60,40
497.664,14,22,49,46,43,32,31,50,52,23
498.176,11,22,32,46,52,16,45,62,43,39
498.688,14,16,33,44,62,22,32,54,40,32
499.2,9,22,30,57,50,21,31,50,41,39
499.712,10,14,40,46,64,34,27,38,45,34
500.224,9,19,44,52,45,30,36,44,43,42
500.736,9,32,36,47,63,28,31,47,45,37
501.248,6,23,37,43,55,25,31,59,42,29
501.76,9,25,46,34,49,23,33,57,46,39
502.272,15,23,37,42,52,21,40,43,46,37
502.784,13,29,36,55,48,25,32,59,61,28
503.296,9,20,43,48,59,23,29,64,34,40
503.808,15,25,39,42,49,31,27,48,43,37
504.32,19,26,36,46,66,19,36,44,42,22
504.832,11,25,48,56,47,24,36,58,39,40
505.344,8,21,33,58,51,28,39,52,41,38
505.856,14,27,42,49,48,19,37,36,49,32
506.368,10,18,40,48,54,22,30,42,25,38
506.88,11,14,46,51,49,26,32,43,37,36
507.392,12,23,39,50,54,28,30,45,45,37
507.904,5,27,41,37,57,21,29,43,37,45
508.416,14,26,52,54,50,18,37,46,50,31
508.928,12,17,43,53,43,21,35,49,38,44
509.44,12,21,39,45,45,25,32,28,35,27
509.952,10,26,41,53,50,22,21,61,36,33
510.464,15,24,36,42,46,27,38,43,65,50
510.976,20,21,38,58,43,25,37,50,38,30
511.488,2,21,35,48,53,26,34,41,50,17
512,7,24,39,51,46,27,30,52,45,38
512.512,12,28,34,37,60,29,26,49,36,42
513.024,10,20,48,35,54,19,34,54,45,32
513.536,11,24,42,61,45,24,31,47,63,47
514.048,13,19,51,54,62,23,30,38,50,37
514.56,12,34,42,44,51,20,28,52,42,27
515.072,13,26,42,49,51,22,33,46,49,37
515.584,11,26,28,60,48,23,35,42,31,42
516.096,12,27,47,62,49,27,32,53,52,32
516.608,16,21,36,59,49,24,31,44,60,33
517.12,14,15,49,47,50,17,35,40,41,38
517.632,7,25,43,36,46,17,34,58,42,42
518.144,11,15,45,42,58,24,33,52,37,34
518.656,10,16,40,57,60,28,35,45,54,46
519.168,8,25,37,50,35,29,35,52,48,39
519.68,8,24,35,53,42,17,38,42,47,46
520.192,10,18,44,55,56,36,30,43,46,34
520.704,9,22,41,56,57,19,35,47,36,36
521.216,15,22,30,49,59,20,34,49,42,41
521.728,18,33,44,49,54,24,18,39,40,36
522.24,10,25,34,59,43,28,33,42,43,30
522.752,8,25,38,35,54,27,28,48,33,32
523.264,17,26,44,49,56,18,35,49,40,39
523.776,8,22,42,54,40,27,37,34,42,31
524.288,9,26,44,45,47,18,24,58,35,26
524.8,15,27,33,48,48,23,30,38,50,31
525.312,11,23,44,39,55,20,27,40,53,28
525.824,12,15,48,53,50,21,38,48,48,40
526.336,9,16,32,39,51,26,30,45,51,39
526.848,10,22,30,39,56,24,35,34,44,29
527.36,14,28,33,58,53,18,23,42,44,35
527.872,13,24,37,39,53,19,32,44,49,33
528.384,12,20,41,34,46,26,31,56,37,39
528.896,11,25,34,40,53,26,25,51,39,29
529.408,10,19,27,42,42,21,34,40,41,32
529.92,10,28,38,45,54,20,31,34,32,35
530.432,14,17,31,63,57,24,23,43,36,31
530.944,15,18,48,46,54,14,33,60,44,31
531.456,14,30,33,46,59,24,27,48,49,43
531.968,8,25,38,61,42,31,39,46,43,43
532.48,13,33,37,50,55,25,34,42,43,32
532.992,14,23,35,39,72,23,32,43,60,31
533.504,7,29,33,52,62,26,23,56,35,25
534.016,8,22,31,58,46,30,30,48,34,43
534.528,9,22,51,59,44,19,38,46,41,29
535.04,13,22,33,51,48,24,34,43,36,30
535.552,11,21,27,46,67,23,36,42,43,34
536.064,10,23,43,38,50,30,27,43,46,30
536.576,8,22,34,41,57,21,29,41,42,40
537.088,18,18,48,47,51,23,32,48,38,39
537.6,6,16,33,42,59,33,29,31,46,32
538.112,3,27,34,50,45,25,42,34,50,29
538.624,13,30,26,60,57,24,24,41,39,40
539.136,12,21,35,43,32,22,31,51,43,28
539.648,5,18,48,54,49,25,30,56,46,33
540.16,8,21,39,48,54,21,30,38,37,27
540.672,10,24,44,50,48,24,22,50,51,32
541.184,11,18,32,50,59,17,32,42,48,29
541.696,8,30,46,47,54,25,32,40,44,33
542.208,12,21,45,56,58,26,30,51,36,29
542.72,13,20,41,47,51,25,33,36,35,37
543.232,10,22,41,52,56,23,27,34,39,34
543.744,9,30,41,52,63,23,38,41,53,40
544.256,11,15,39,52,43,20,21,57,49,33
544.768,8,31,40,48,59,17,25,40,36,32
545.28,6,18,40,56,58,22,27,47,40,39
545.792,9,12,47,44,52,22,35,41,47,46
546.304,10,17,40,57,65,25,41,47,40,36
546.816,11,25,42,58,36,15,31,52,47,28
547.328,7,20,43,47,54,20,27,47,45,40
547.84,10,23,31,47,55,25,28,55,45,36
548.352,7,39,29,36,46,16,25,52,43,48
548.864,11,31,31,38,50,27,23,63,47,37
549.376,8,21,36,50,60,21,36,49,42,39
549.888,6,23,33,42,48,24,34,52,40,42
550.4,7,14,46,33,57,19,28,36,32,31
550.912,10,25,27,52,55,23,34,41,38,40
551.424,6,32,37,53,49,17,31,43,42,37
551.936,10,28,36,50,53,30,31,46,36,37
552.448,13,11,35,41,54,17,34,47,61,31
552.96,13,27,33,45,51,27,32,69,43,29
553.472,9,17,41,39,36,24,24,50,40,26
553.984,14,25,30,55,52,12,33,35,28,25
554.496,11,26,35,59,47,20,27,38,41,42
555.008,9,33,39,46,74,20,27,56,44,37
555.52,8,24,34,51,47,23,38,47,41,40
556.032,12,29,39,46,49,23,30,43,51,29
556.544,7,21,41,39,49,18,33,60,35,22
557.056,13,21,40,46,49,18,37,36,38,37
557.568,6,24,42,51,53,20,35,49,33,28
558.08,6,30,45,45,51,21,24,55,38,28
558.592,8,19,44,45,37,23,29,43,41,25
559.104,15,34,33,45,45,17,23,33,47,35
559.616,14,16,38,49,51,28,27,41,32,31
560.128,10,11,34,51,41,20,44,54,48,43
560.64,4,16,42,51,51,17,17,42,57,31
561.152,10,21,28,51,69,28,36,32,34,38
561.664,8,18,42,40,55,17,32,48,47,39
562.176,7,20,32,57,53,17,32,41,42,31
562.688,12,19,33,58,51,25,28,55,35,30
563.2,8,15,37,41,43,26,28,40,39,26
563.712,11,24,43,50,48,22,32,25,53,45
564.224,6,21,53,55,52,15,27,40,35,29
564.736,9,19,37,54,43,17,24,37,45,27
565.248,9,18,32,40,53,18,26,37,35,35
565.76,9,23,49,50,45,30,29,43,50,36
566.272,10,25,33,48,62,24,25,60,35,37
566.784,10,22,30,41,46,22,29,40,48,26
567.296,9,22,28,41,51,18,29,38,41,43
567.808,1,25,44,57,55,17,39,42,43,37
568.32,10,25,36,52,66,12,35,36,40,23
568.832,8,24,33,42,37,22,24,44,37,26
569.344,11,24,43,46,41,15,27,41,42,43
569.856,10,31,51,55,42,20,30,30,40,29
570.368,14,25,38,46,42,20,26,45,47,30
570.88,6,19,39,43,48,23,31,31,42,37
571.392,4,19,47,48,57,18,33,37,40,29
571.904,10,22,40,39,48,17,30,43,46,30
572.416,11,24,39,51,58,21,29,32,43,26
572.928,16,25,38,46,48,18,36,46,26,41
573.44,4,22,46,67,50,18,30,47,49,32
573.952,15,30,29,39,45,20,32,39,45,46
574.464,9,25,34,48,49,15,31,43,35,23
574.976,12,30,44,44,66,20,17,34,47,36
575.488,6,21,41,48,63,19,20,40,49,34
576,8,29,38,51,42,32,25,51,47,35
576.512,8,25,44,41,44,19,29,50,43,36
577.024,7,22,43,43,56,19,24,49,47,21
577.536,11,16,45,43,43,20,32,52,38,44
578.048,7,20,38,51,61,24,26,37,40,42
578.56,5,22,25,44,55,20,30,50,44,34
579.072,17,19,36,49,61,25,25,57,43,38
579.584,14,27,37,34,56,22,22,50,31,28
