#PicoHarp 300  Histogram Data			04/24/2023 03:02:16 PM
#channels per curve
19141
#display curve no.
0	1	2	3	4	
#memory block no.
0	1	2	3	4	
#ns/channel
0.5120	0.5120	0.5120	0.5120	0.5120	
#counts
8	13	24	18	22	
2	8	9	22	22	
9	14	26	21	33	
7	11	29	20	32	
6	10	19	35	31	
5	12	21	15	28	
10	11	25	31	17	
5	11	30	28	28	
7	16	21	26	34	
6	13	22	33	31	
6	14	16	31	25	
5	17	20	28	17	
12	15	27	33	35	
8	10	23	30	19	
4	10	11	17	20	
7	9	27	29	26	
8	10	23	32	20	
3	8	25	22	18	
13	18	21	19	26	
3	14	20	25	22	
4	8	18	31	25	
6	13	27	25	24	
5	13	23	19	21	
12	9	19	23	25	
5	12	25	25	31	
7	10	16	26	22	
4	12	26	17	29	
13	11	28	25	21	
4	17	15	31	21	
6	14	23	41	39	
10	11	19	20	22	
8	9	27	24	38	
7	10	27	34	22	
9	7	32	28	20	
6	11	25	37	26	
7	11	24	25	26	
6	11	20	27	18	
8	11	26	28	19	
3	17	23	21	16	
8	14	16	35	17	
8	14	13	38	24	
9	11	22	34	24	
3	10	23	24	35	
2	6	16	25	24	
6	14	35	16	22	
8	13	29	16	30	
10	9	25	20	27	
8	9	34	30	25	
10	9	25	31	27	
6	11	24	35	24	
5	10	30	38	32	
5	7	36	24	23	
11	10	20	22	22	
6	13	18	38	25	
5	9	21	32	24	
5	11	22	22	20	
10	9	22	29	18	
7	9	21	26	27	
9	11	27	19	24	
4	5	23	28	28	
4	14	20	36	17	
5	15	23	29	27	
5	11	17	29	22	
8	11	18	26	24	
7	12	18	15	20	
6	13	21	29	28	
5	8	16	24	24	
5	17	29	18	30	
12	10	29	20	38	
9	9	15	20	16	
4	11	19	29	22	
3	8	18	27	26	
11	9	21	27	31	
4	17	29	27	27	
5	10	26	18	25	
10	11	23	34	25	
8	4	20	23	25	
6	8	20	29	26	
11	9	25	31	34	
6	9	22	29	15	
8	12	18	20	35	
5	8	20	24	20	
7	12	19	22	23	
7	7	24	19	19	
5	13	21	26	26	
4	17	23	26	25	
7	16	20	31	32	
8	6	24	28	20	
10	7	18	26	34	
8	13	24	24	24	
1	7	24	26	35	
6	8	27	26	20	
7	9	35	37	23	
4	14	29	33	18	
4	9	32	19	25	
9	10	22	26	21	
7	10	25	24	15	
6	10	28	27	20	
3	10	29	26	28	
6	7	22	30	25	
5	6	17	24	26	
7	8	24	31	18	
4	6	15	27	24	
12	8	22	19	30	
3	10	27	21	37	
9	13	24	29	28	
6	8	26	24	30	
5	15	23	24	31	
10	10	28	24	26	
10	11	24	19	23	
6	15	22	26	21	
5	11	24	22	28	
5	17	19	26	24	
7	13	22	17	21	
11	10	32	24	16	
6	14	30	19	24	
7	8	30	28	27	
5	9	15	21	24	
10	11	24	25	22	
8	10	22	17	21	
6	9	30	26	29	
5	7	26	25	20	
7	13	28	26	15	
8	9	21	29	21	
6	9	24	18	28	
8	13	27	33	27	
6	14	27	19	27	
6	11	15	34	22	
7	9	25	20	28	
9	16	25	28	27	
5	7	24	19	23	
5	8	24	28	15	
7	11	26	23	26	
7	9	26	26	23	
7	8	15	37	22	
7	9	24	25	21	
6	14	13	23	31	
8	9	30	28	19	
6	15	17	28	24	
6	9	23	31	18	
7	14	25	26	27	
7	11	28	19	22	
7	6	31	24	22	
10	10	24	29	20	
5	7	27	33	25	
8	11	28	19	18	
8	12	23	39	30	
6	10	20	22	28	
6	8	21	27	24	
6	5	27	19	31	
6	13	19	25	21	
7	9	26	28	35	
3	10	26	19	17	
6	7	22	24	17	
6	15	23	27	25	
8	12	23	33	21	
3	11	27	26	36	
4	5	24	25	19	
4	9	24	41	20	
8	12	22	12	31	
6	14	16	24	16	
9	9	21	19	17	
5	11	21	28	26	
8	9	24	27	12	
5	11	22	32	28	
8	12	21	23	27	
6	9	24	26	23	
5	11	36	20	21	
7	9	20	24	20	
6	12	20	21	29	
4	18	19	28	35	
5	8	19	22	16	
3	8	28	28	18	
10	12	21	23	29	
5	8	17	24	23	
6	6	28	22	33	
7	9	14	32	21	
5	5	22	27	30	
6	10	26	32	24	
5	11	28	24	31	
7	11	22	22	18	
5	11	22	30	28	
5	11	21	23	23	
7	12	26	29	25	
5	7	17	27	20	
4	10	25	26	26	
8	8	28	25	25	
8	11	25	32	21	
6	8	24	25	22	
5	10	19	28	21	
5	9	23	20	26	
6	8	22	16	18	
1	7	22	30	34	
4	7	21	18	22	
7	12	9	14	30	
6	9	32	33	31	
4	5	16	17	24	
5	16	11	18	25	
5	6	22	22	26	
2	14	12	22	33	
8	8	24	24	24	
4	14	38	25	21	
8	19	24	27	22	
6	12	22	32	21	
5	17	23	26	26	
5	10	22	30	27	
2	11	15	18	19	
3	13	19	23	27	
3	9	17	30	20	
5	9	25	20	18	
11	13	24	24	24	
4	11	13	25	27	
6	12	24	34	16	
2	10	24	28	26	
4	15	17	22	29	
6	8	21	29	17	
6	8	28	23	27	
1	14	28	27	20	
7	12	25	17	23	
6	11	25	19	28	
2	12	22	27	27	
6	10	26	31	21	
6	3	23	24	24	
2	2	31	11	22	
5	4	17	23	24	
10	8	18	31	31	
5	16	19	24	33	
5	11	27	24	27	
6	14	24	18	20	
6	8	24	21	21	
6	7	20	25	15	
4	9	24	19	25	
4	10	23	20	24	
7	13	21	26	26	
4	10	12	24	20	
5	14	17	18	24	
5	12	23	24	27	
7	11	27	29	32	
8	12	22	27	23	
11	9	31	30	36	
4	18	21	15	23	
7	6	22	27	28	
4	12	32	25	19	
8	8	21	22	25	
7	9	27	21	27	
4	7	23	28	27	
11	7	19	17	24	
7	9	21	26	16	
2	16	18	29	27	
6	20	23	26	34	
8	7	24	22	23	
7	18	22	24	29	
9	14	24	18	22	
7	13	18	30	28	
7	10	23	30	28	
5	14	25	29	19	
6	12	27	28	27	
2	9	12	19	18	
7	17	18	35	20	
5	17	17	33	24	
13	5	17	30	33	
7	5	25	27	25	
5	11	19	31	15	
3	11	24	24	26	
5	11	23	30	23	
5	8	15	27	34	
5	10	24	21	19	
7	12	15	31	29	
5	9	17	23	30	
4	15	27	19	23	
8	7	18	26	25	
8	10	32	24	18	
4	8	25	24	32	
10	5	21	23	24	
16	8	26	20	20	
3	9	27	24	28	
3	10	8	19	21	
7	18	27	25	28	
8	9	20	24	31	
8	10	24	27	24	
12	6	24	25	32	
8	13	21	39	30	
3	8	12	27	26	
5	7	20	33	34	
5	13	17	31	26	
5	10	19	26	24	
9	7	18	22	23	
8	9	19	34	27	
4	9	19	20	27	
8	6	15	22	22	
9	6	21	25	28	
3	11	18	28	27	
3	11	27	27	24	
5	14	26	15	32	
4	9	22	27	31	
5	8	15	25	30	
4	14	16	23	28	
4	12	21	23	30	
4	16	18	25	23	
5	6	30	22	21	
4	12	25	26	34	
1	5	24	19	32	
6	11	15	22	28	
9	9	17	21	28	
3	12	21	17	22	
9	6	31	31	29	
6	8	22	24	20	
10	6	24	29	25	
5	8	30	24	20	
4	12	26	28	22	
8	10	20	24	25	
3	8	35	25	27	
8	15	12	17	24	
4	12	21	23	33	
2	4	25	21	24	
5	15	33	27	29	
5	14	20	24	15	
1	10	18	33	27	
4	12	13	27	30	
5	9	13	22	28	
5	8	22	29	23	
9	6	13	37	31	
8	6	20	18	18	
3	17	24	30	25	
5	13	20	21	24	
7	8	24	22	25	
4	10	16	30	24	
5	11	25	28	21	
5	5	15	24	24	
6	13	22	19	26	
12	8	26	24	20	
4	9	14	29	29	
5	12	26	23	26	
4	17	25	22	22	
4	18	19	34	17	
2	14	24	23	27	
6	12	23	21	20	
4	11	25	24	21	
3	15	25	31	24	
10	6	23	32	31	
4	18	17	23	23	
9	7	30	38	25	
5	4	28	25	28	
9	8	22	29	22	
7	11	26	25	31	
6	8	15	22	26	
9	8	20	27	25	
7	10	20	24	21	
4	11	26	23	39	
2	18	22	24	21	
6	7	14	22	16	
5	4	22	26	24	
3	10	32	28	22	
5	5	22	30	24	
5	11	23	22	29	
7	8	24	17	21	
3	13	26	17	30	
5	13	33	21	24	
9	13	18	25	23	
7	4	18	27	14	
2	15	22	28	27	
3	4	23	26	20	
3	6	24	22	23	
8	10	24	23	31	
4	5	28	25	22	
6	6	15	26	24	
4	15	20	18	26	
4	13	21	16	22	
3	6	29	29	34	
2	17	29	22	34	
2	8	19	16	23	
3	5	21	33	22	
5	15	16	28	30	
3	6	18	26	29	
9	5	17	25	21	
5	12	22	20	27	
7	16	22	13	24	
8	11	19	29	29	
2	13	29	33	24	
6	9	23	28	25	
3	14	18	24	25	
6	10	24	22	26	
4	11	25	23	35	
10	9	28	25	27	
7	11	26	20	22	
5	12	19	28	25	
4	8	21	22	28	
11	9	21	18	31	
9	10	28	16	19	
2	8	22	24	24	
5	9	23	27	21	
10	7	18	28	34	
2	9	28	26	22	
6	8	16	25	27	
2	8	23	21	25	
2	10	23	26	26	
5	8	20	27	19	
7	6	16	23	22	
1	8	22	22	31	
1	20	16	28	27	
3	8	12	24	23	
8	8	18	19	17	
3	16	24	23	26	
5	4	20	23	27	
4	8	25	28	22	
2	9	20	25	20	
5	12	18	27	24	
4	7	20	22	23	
5	8	15	30	25	
3	12	16	25	21	
8	9	17	18	25	
1	12	30	27	22	
5	11	23	28	25	
9	13	26	27	21	
2	6	22	26	23	
5	5	25	29	24	
5	6	25	18	25	
4	12	22	33	20	
6	12	25	28	19	
3	10	17	26	28	
5	9	17	27	28	
5	7	24	27	21	
3	10	22	23	21	
5	10	17	40	21	
4	9	24	27	29	
9	11	19	23	22	
6	12	14	20	17	
6	5	24	21	20	
5	7	28	32	19	
9	12	17	30	18	
7	8	22	20	20	
6	14	23	22	20	
9	11	15	24	23	
5	17	13	28	26	
9	3	21	27	18	
8	15	22	25	20	
3	13	23	22	35	
3	13	17	30	27	
4	10	25	18	23	
5	14	27	17	22	
6	9	26	20	22	
10	15	14	15	30	
7	6	20	20	28	
3	12	22	28	21	
4	10	14	19	32	
1	7	24	19	15	
4	7	16	21	30	
2	9	19	15	19	
7	6	21	27	20	
7	7	24	25	30	
7	12	22	30	21	
3	8	18	21	28	
15	7	22	25	33	
6	13	21	17	27	
5	6	25	28	20	
5	8	19	24	21	
1	10	28	17	29	
7	14	23	18	26	
7	12	13	27	26	
3	8	22	21	22	
6	12	23	35	31	
7	9	14	34	21	
4	6	18	23	21	
14	10	18	28	21	
1	9	16	26	21	
5	8	17	29	38	
7	6	20	14	18	
14	3	16	20	23	
5	9	21	24	22	
2	8	31	25	19	
9	9	15	25	29	
8	14	23	29	26	
6	15	17	33	25	
1	7	23	26	22	
6	8	22	16	23	
9	13	19	18	19	
8	10	24	11	14	
5	4	26	29	22	
7	10	12	31	18	
8	10	22	17	31	
5	13	17	27	26	
5	4	18	20	21	
9	8	31	19	30	
5	12	20	23	24	
5	8	15	22	24	
3	10	17	25	30	
10	10	22	26	22	
9	10	14	34	23	
7	13	25	29	31	
11	13	21	27	33	
3	10	25	26	18	
6	5	24	25	24	
3	12	24	23	19	
6	8	19	21	26	
2	11	22	21	23	
4	6	18	25	21	
5	9	20	24	29	
3	12	11	29	31	
8	12	12	17	25	
7	7	19	22	24	
9	6	17	25	18	
6	7	22	28	18	
6	6	17	30	20	
4	2	21	30	26	
6	8	25	32	24	
5	8	26	20	25	
6	10	23	25	20	
9	4	20	26	27	
5	12	25	29	19	
6	9	13	26	19	
9	10	24	24	22	
6	8	29	32	28	
4	8	22	25	30	
5	11	20	21	31	
6	11	21	24	20	
4	12	15	20	23	
5	9	18	26	28	
3	10	19	31	21	
5	14	14	33	19	
2	5	17	22	30	
10	10	16	23	28	
4	10	16	32	35	
7	13	25	20	21	
6	8	20	21	31	
7	6	19	35	22	
3	10	17	20	22	
4	11	18	21	30	
4	9	19	26	22	
4	1	16	25	20	
4	12	20	23	31	
9	12	28	22	22	
10	12	24	23	19	
5	10	26	36	23	
6	11	19	27	27	
3	12	20	25	19	
9	10	21	23	29	
4	6	15	21	26	
7	10	18	20	25	
6	9	18	12	29	
7	9	20	30	18	
6	8	17	25	22	
3	7	17	23	19	
10	18	18	21	26	
1	5	24	16	27	
7	11	19	26	25	
6	8	19	23	13	
5	13	22	34	18	
5	8	18	17	32	
5	15	24	23	23	
5	10	15	21	19	
13	10	23	29	23	
5	7	24	20	20	
6	18	19	22	17	
9	10	20	26	24	
5	9	29	22	19	
0	5	20	17	22	
4	12	26	26	27	
7	7	12	29	21	
10	7	14	37	22	
4	11	21	22	21	
1	11	25	24	20	
7	7	16	23	27	
4	6	19	25	23	
8	12	22	23	23	
3	10	14	28	25	
3	6	21	24	27	
3	7	18	20	17	
3	6	21	27	21	
7	10	22	21	18	
5	14	22	25	21	
3	7	17	30	27	
5	4	15	27	29	
3	8	25	28	20	
1	7	16	20	29	
7	4	11	21	28	
4	5	25	24	23	
3	8	22	22	18	
7	10	20	23	29	
5	6	16	32	22	
3	5	24	29	28	
9	11	22	20	27	
4	5	13	21	24	
7	10	17	21	29	
7	9	21	21	25	
3	12	21	16	24	
8	16	26	30	19	
3	8	10	26	21	
6	11	7	23	24	
5	13	23	26	29	
4	9	26	19	22	
6	10	21	19	13	
8	5	19	21	30	
6	13	20	22	21	
5	13	25	19	26	
4	6	17	19	21	
5	12	21	15	27	
5	6	20	23	20	
0	10	18	20	28	
2	9	21	27	22	
4	6	25	28	25	
7	8	17	32	23	
6	11	16	26	26	
7	9	19	13	27	
6	11	15	22	30	
3	12	14	29	24	
2	4	19	31	17	
6	8	23	19	28	
6	13	15	19	18	
3	9	20	27	26	
8	9	20	24	24	
7	7	19	26	22	
3	9	23	24	22	
5	8	20	31	22	
5	8	14	17	23	
4	9	31	17	34	
5	6	22	19	24	
6	6	6	27	28	
5	4	24	28	26	
3	11	18	23	30	
2	11	20	27	34	
4	7	14	27	25	
5	6	22	22	23	
4	7	33	34	21	
7	11	20	27	15	
9	13	15	28	31	
5	10	17	26	27	
5	11	21	30	31	
4	9	21	21	23	
6	4	16	23	28	
6	13	20	20	27	
4	9	18	29	9	
5	9	25	23	33	
1	15	13	23	27	
6	7	17	23	23	
7	11	24	30	28	
2	8	21	27	30	
3	6	16	42	16	
3	10	25	21	14	
5	10	20	24	24	
6	5	28	24	20	
4	10	19	19	26	
5	10	24	24	31	
4	10	17	22	20	
5	10	15	17	21	
5	8	13	21	27	
6	8	22	22	19	
6	9	15	21	26	
3	8	12	25	28	
3	15	21	21	21	
5	7	16	20	25	
7	4	22	24	20	
5	9	18	28	29	
3	8	19	18	25	
6	11	17	23	28	
3	9	20	26	22	
6	13	19	24	30	
4	16	20	29	21	
1	9	18	23	16	
7	9	22	24	19	
5	5	10	23	14	
3	10	22	18	23	
4	6	21	20	23	
6	9	28	25	23	
4	5	15	25	22	
5	10	15	24	21	
6	5	13	22	25	
11	8	22	23	27	
3	6	21	24	16	
3	4	21	32	20	
1	10	21	20	25	
5	7	21	15	23	
4	10	17	23	25	
4	12	15	19	17	
5	8	19	39	20	
10	8	20	19	39	
7	10	20	24	23	
4	13	23	22	39	
3	11	19	21	27	
3	11	27	26	24	
3	7	16	17	18	
6	10	20	29	22	
7	4	16	15	18	
4	7	24	14	21	
3	12	17	21	22	
5	7	23	17	26	
6	4	20	22	32	
6	8	15	24	23	
9	10	19	21	19	
2	14	18	11	22	
3	9	14	16	33	
6	8	21	27	27	
4	4	10	29	23	
3	16	18	21	22	
2	8	18	26	18	
2	5	24	27	14	
3	15	25	22	30	
6	14	14	21	24	
2	6	21	22	23	
5	10	21	17	23	
0	5	28	32	24	
5	2	23	23	19	
4	11	27	24	20	
6	4	22	24	19	
4	11	19	30	29	
5	8	15	21	22	
9	13	21	18	25	
3	8	25	25	22	
6	9	13	19	29	
6	8	20	24	34	
4	10	20	21	24	
3	13	19	24	22	
8	4	23	22	36	
8	7	13	24	25	
2	4	16	23	24	
3	9	23	13	28	
7	7	20	23	24	
7	11	20	18	23	
1	8	19	17	21	
10	7	7	19	16	
4	10	20	32	20	
3	9	24	23	20	
8	6	24	11	18	
7	8	28	28	22	
4	10	24	19	26	
6	12	20	26	20	
5	5	18	22	19	
8	2	23	26	27	
2	6	24	32	21	
5	11	14	32	30	
4	9	18	30	21	
4	4	16	21	22	
4	5	19	18	25	
2	12	26	20	21	
2	5	21	19	23	
9	10	17	15	25	
6	16	16	27	28	
4	7	24	20	30	
6	10	31	27	23	
7	8	13	15	28	
0	13	28	28	20	
3	7	19	20	21	
7	7	16	30	18	
2	6	26	22	18	
4	9	22	24	21	
5	7	20	17	26	
8	5	13	21	30	
0	8	15	32	23	
7	6	28	28	19	
6	5	24	19	17	
4	5	20	16	28	
6	6	27	25	24	
5	9	21	30	16	
3	6	12	21	17	
2	8	22	20	27	
1	3	20	17	21	
7	5	22	27	19	
6	9	7	22	29	
4	6	13	23	18	
4	11	17	20	26	
4	4	18	18	23	
6	5	20	19	22	
5	4	13	23	22	
8	6	17	31	30	
7	6	18	21	16	
5	10	16	27	25	
4	4	16	28	25	
7	10	26	25	19	
3	6	15	26	25	
3	8	8	24	25	
2	11	26	15	26	
3	7	19	26	21	
7	11	18	24	22	
6	7	15	22	39	
11	11	16	16	25	
4	8	19	22	23	
4	8	16	22	18	
4	13	22	20	23	
5	7	16	24	19	
8	4	15	32	12	
3	5	21	24	23	
3	10	14	16	29	
8	7	16	21	26	
4	11	16	21	19	
8	5	21	27	33	
10	6	19	24	21	
3	9	19	27	26	
4	12	16	21	9	
10	14	20	29	14	
4	11	18	37	26	
5	8	17	14	18	
4	7	13	19	18	
6	11	25	10	18	
4	10	23	23	33	
9	12	13	23	20	
6	15	15	23	40	
4	7	24	12	18	
8	15	20	20	24	
2	9	17	32	20	
3	6	20	34	26	
4	5	14	22	37	
0	11	17	32	22	
0	9	21	29	20	
5	4	18	25	38	
3	5	23	17	30	
4	6	16	24	18	
7	12	19	20	28	
7	9	8	20	15	
6	4	15	26	18	
3	9	17	23	24	
4	9	16	23	22	
2	9	34	25	27	
8	2	23	24	30	
6	6	22	26	25	
2	8	16	20	20	
4	13	21	19	23	
3	7	16	19	28	
2	6	18	27	21	
1	9	16	24	27	
2	4	22	26	21	
3	15	13	31	16	
3	7	21	20	27	
4	7	14	29	23	
4	12	13	23	24	
5	9	15	25	32	
6	7	13	14	26	
11	9	17	24	23	
8	7	22	25	26	
8	10	16	24	15	
8	6	18	27	15	
8	8	13	26	21	
3	6	28	21	22	
3	8	18	21	20	
5	11	16	24	21	
7	13	16	19	20	
4	10	18	18	21	
6	12	13	27	30	
3	5	12	21	17	
3	7	25	29	22	
8	6	19	20	23	
4	10	22	21	26	
5	7	12	25	13	
4	6	19	24	18	
0	10	10	28	19	
6	4	17	22	22	
10	10	20	22	20	
6	12	20	20	19	
10	12	14	23	25	
5	8	19	27	23	
6	7	12	26	22	
3	9	24	18	25	
2	11	17	19	17	
7	7	16	25	19	
4	6	18	22	22	
3	7	12	26	15	
1	7	14	20	22	
5	6	26	29	25	
8	6	14	23	23	
3	9	17	21	23	
5	3	14	20	19	
4	11	23	21	24	
7	5	16	26	12	
5	4	18	21	17	
6	5	16	11	25	
7	9	23	36	17	
5	13	18	22	25	
4	7	25	21	20	
4	12	25	12	24	
7	9	17	25	22	
5	8	16	22	24	
8	8	21	30	24	
4	3	18	11	27	
3	5	17	19	28	
10	8	23	33	23	
5	3	9	21	22	
1	6	20	17	24	
7	10	21	16	19	
3	12	13	18	21	
5	4	17	27	21	
5	10	18	20	26	
5	9	20	27	25	
6	8	14	17	22	
5	9	22	20	20	
4	6	20	17	23	
4	1	25	28	28	
5	3	18	22	17	
5	5	20	26	27	
6	12	24	29	23	
5	12	25	26	36	
5	7	17	37	22	
3	9	24	22	23	
5	7	15	19	27	
7	12	20	24	25	
5	4	17	19	23	
3	4	17	21	23	
5	4	23	18	23	
7	6	14	26	19	
1	7	17	15	28	
4	10	20	21	24	
4	7	20	13	21	
7	4	24	22	24	
4	3	17	15	20	
6	5	16	20	15	
3	9	19	25	26	
7	7	18	22	28	
5	6	17	23	23	
2	8	17	19	28	
5	7	18	30	27	
7	4	14	19	24	
2	10	22	16	21	
5	8	17	24	23	
2	12	10	34	25	
7	7	16	20	16	
5	6	17	20	21	
2	7	9	28	22	
1	5	15	21	20	
6	10	23	20	21	
7	8	18	33	20	
4	14	26	30	23	
8	6	15	30	19	
4	3	13	33	23	
7	8	28	21	22	
1	6	21	21	21	
5	4	18	26	21	
2	5	14	29	19	
3	8	24	17	28	
2	5	14	24	23	
2	9	17	31	25	
8	11	22	29	28	
7	5	16	23	22	
3	6	24	14	18	
3	8	19	24	16	
3	9	18	23	24	
3	11	19	24	23	
6	7	17	19	27	
1	10	14	24	21	
2	6	12	24	28	
11	6	16	27	20	
7	3	13	24	22	
5	12	9	17	19	
2	9	17	24	18	
3	9	16	20	22	
4	8	20	23	20	
2	9	18	25	19	
2	8	15	21	21	
4	6	12	18	20	
3	7	22	22	27	
4	9	15	17	31	
8	14	14	29	26	
4	11	14	22	29	
1	14	15	21	16	
6	5	14	29	27	
5	10	18	22	19	
4	7	20	18	16	
7	7	19	13	21	
4	5	14	24	17	
3	6	20	27	15	
5	11	18	18	27	
4	9	9	28	17	
4	6	12	22	25	
10	10	15	21	21	
5	15	14	13	21	
2	7	13	20	23	
3	7	16	16	20	
2	13	22	18	25	
6	8	19	28	24	
2	8	21	25	27	
4	5	15	25	24	
2	12	19	22	28	
3	5	20	39	29	
4	9	22	23	20	
4	6	17	20	22	
5	8	20	24	24	
8	13	20	19	28	
5	10	14	23	26	
5	9	13	29	23	
5	4	20	17	26	
4	6	8	22	20	
3	6	13	24	17	
3	10	20	25	22	
5	8	13	23	26	
4	8	17	14	25	
3	5	20	19	18	
8	6	20	17	19	
6	10	20	23	16	
4	4	25	24	18	
2	8	23	20	19	
7	8	19	21	17	
7	14	24	21	20	
3	5	20	24	14	
5	5	14	18	22	
2	4	21	25	25	
6	11	20	24	23	
4	8	21	20	15	
7	15	15	25	26	
4	9	16	20	16	
9	5	15	21	19	
6	9	26	28	23	
2	6	23	20	23	
4	7	12	21	28	
1	4	25	19	18	
0	11	17	24	25	
5	6	20	26	18	
3	6	21	22	19	
1	8	13	21	21	
8	4	15	20	25	
5	4	17	24	26	
1	10	16	24	17	
6	8	27	27	23	
4	8	13	26	19	
1	8	22	19	26	
5	11	11	14	25	
3	7	17	22	21	
4	6	25	21	24	
3	15	17	27	28	
3	9	13	30	15	
7	9	12	19	23	
5	6	14	22	27	
7	7	17	17	21	
5	8	19	20	19	
6	11	11	18	30	
3	9	11	17	36	
5	6	18	22	22	
4	10	22	20	24	
4	7	19	25	29	
3	5	18	16	14	
2	4	20	31	21	
5	5	18	29	20	
2	12	19	28	31	
3	7	19	27	33	
3	9	16	25	21	
8	8	11	31	24	
3	12	14	24	23	
5	5	15	29	13	
2	12	13	25	33	
6	9	24	24	25	
5	10	15	17	21	
7	6	9	28	24	
4	12	28	22	18	
3	7	19	23	15	
4	6	13	14	29	
5	8	10	13	20	
6	7	22	30	20	
2	6	16	20	19	
3	9	19	23	17	
5	12	19	21	26	
5	8	14	25	18	
3	6	18	19	21	
3	5	17	20	28	
4	7	15	31	23	
2	15	12	15	30	
5	10	11	18	28	
5	9	8	24	18	
2	6	27	21	21	
3	9	18	29	15	
4	6	15	24	20	
8	7	24	17	19	
4	11	18	19	23	
3	8	22	27	23	
3	7	23	18	32	
1	7	18	23	24	
7	7	19	16	25	
5	8	14	19	22	
7	15	10	20	26	
4	9	23	24	22	
5	6	16	26	30	
5	14	16	20	23	
4	9	22	17	23	
5	6	18	22	21	
2	9	11	27	20	
3	10	17	30	26	
9	9	9	23	15	
3	6	15	19	18	
2	8	15	14	23	
2	4	25	20	26	
3	9	13	21	22	
2	8	12	21	24	
6	3	14	22	22	
4	8	20	23	25	
6	7	14	29	16	
5	6	15	27	33	
8	4	18	23	17	
2	5	15	25	26	
3	5	23	15	20	
4	8	24	17	15	
5	7	23	17	21	
5	15	17	21	21	
2	6	18	18	26	
6	6	25	17	20	
4	8	25	16	22	
7	17	12	27	28	
3	6	12	17	24	
7	6	20	22	27	
5	10	18	20	22	
5	10	15	22	25	
4	10	8	18	18	
2	11	21	20	11	
2	5	23	16	21	
1	6	17	19	24	
8	5	21	21	32	
4	11	23	21	19	
5	9	17	21	30	
3	5	16	27	23	
6	5	21	17	22	
2	5	16	21	24	
3	11	24	26	26	
9	8	12	19	23	
6	7	13	24	23	
7	6	17	19	26	
9	10	21	22	21	
7	6	12	19	20	
11	6	32	19	27	
1	5	23	22	20	
8	7	24	22	25	
3	8	23	28	25	
3	13	17	14	17	
4	7	20	12	15	
5	9	18	21	20	
7	9	26	21	16	
2	6	14	20	22	
2	7	19	15	23	
7	8	23	22	15	
3	6	14	25	18	
3	2	19	21	19	
3	13	15	18	22	
6	4	20	21	20	
7	6	16	20	23	
2	3	10	18	26	
3	8	13	22	14	
4	7	28	19	19	
4	11	16	21	32	
3	10	16	26	17	
3	5	18	25	23	
3	10	14	23	17	
4	7	22	16	24	
5	6	20	20	19	
2	14	17	20	20	
2	7	14	19	17	
3	5	13	24	29	
3	5	23	20	19	
3	9	19	25	21	
3	6	8	14	18	
5	9	20	22	20	
6	11	19	23	26	
2	9	9	23	21	
3	9	12	21	25	
5	5	23	15	22	
7	7	16	24	29	
4	5	19	20	30	
3	5	12	25	28	
4	8	22	16	29	
6	3	13	20	25	
5	8	24	20	32	
2	13	15	16	23	
5	2	13	23	15	
6	4	14	27	23	
3	9	20	25	24	
4	7	16	21	18	
3	14	17	22	22	
1	7	16	16	31	
4	3	22	22	32	
3	9	22	13	23	
6	7	21	28	20	
7	8	22	20	27	
2	7	21	20	25	
4	9	14	16	17	
4	6	22	15	26	
5	4	18	24	24	
1	8	30	29	20	
4	8	24	22	22	
11	7	22	12	20	
7	14	15	22	23	
7	9	12	21	22	
2	10	18	11	16	
5	8	13	20	29	
4	3	21	26	19	
1	5	17	18	23	
8	6	17	23	24	
5	9	14	16	20	
4	4	14	24	24	
2	10	15	21	18	
7	10	20	17	22	
9	5	22	13	17	
3	11	15	20	18	
4	5	18	22	23	
2	10	14	24	17	
8	8	13	12	31	
2	10	17	17	26	
7	7	15	17	19	
2	9	25	23	25	
3	8	12	12	26	
7	10	24	16	29	
2	10	15	28	16	
4	4	28	18	23	
1	5	18	28	21	
3	5	9	14	27	
4	5	17	14	25	
3	8	14	18	25	
4	7	16	24	15	
4	6	17	19	15	
6	7	12	20	27	
8	3	21	16	19	
4	5	13	23	26	
1	6	18	22	16	
3	8	14	27	24	
1	7	18	22	23	
3	9	19	19	18	
5	4	19	24	22	
3	9	15	23	16	
7	3	21	25	28	
8	10	21	19	16	
5	3	18	19	26	
3	5	9	18	22	
6	2	23	13	23	
2	6	26	15	20	
5	11	22	20	20	
4	7	21	14	21	
1	5	15	16	26	
11	8	14	19	19	
0	8	19	18	24	
3	4	12	24	22	
6	7	12	17	19	
1	6	18	18	18	
8	8	17	25	20	
2	5	13	16	26	
3	6	13	23	20	
8	5	19	22	14	
2	7	15	22	30	
5	5	13	19	29	
9	6	15	19	21	
4	4	12	24	23	
4	9	14	24	30	
7	14	11	29	18	
6	8	10	17	23	
2	9	14	22	24	
4	3	14	18	18	
2	9	17	15	24	
1	12	16	23	27	
3	7	14	19	28	
3	5	19	17	26	
3	8	13	19	19	
4	4	18	27	23	
1	3	15	19	18	
2	8	19	29	12	
4	11	13	23	22	
1	9	15	19	26	
3	9	17	21	15	
3	6	17	17	22	
3	8	18	19	16	
4	6	23	21	14	
9	2	18	18	23	
5	4	12	14	20	
4	4	11	21	25	
8	4	6	19	25	
4	11	17	32	35	
4	10	7	21	30	
6	5	17	16	22	
6	8	19	25	22	
3	12	15	16	23	
3	11	17	19	11	
3	7	18	23	19	
2	5	21	22	21	
5	10	18	16	20	
