0,2
0.032,4
0.064,6
0.096,0
0.128,2
0.16,2
0.192,4
0.224,2
0.256,2
0.288,3
0.32,1
0.352,3
0.384,2
0.416,3
0.448,1
0.48,3
0.512,3
0.544,3
0.576,3
0.608,5
0.64,5
0.672,2
0.704,7
0.736,2
0.768,5
0.8,3
0.832,3
0.864,3
0.896,5
0.928,1
0.96,3
0.992,1
1.024,4
1.056,3
1.088,3
1.12,3
1.152,3
1.184,3
1.216,5
1.248,3
1.28,3
1.312,2
1.344,2
1.376,5
1.408,5
1.44,2
1.472,1
1.504,3
1.536,4
1.568,4
1.6,5
1.632,1
1.664,1
1.696,3
1.728,5
1.76,1
1.792,1
1.824,2
1.856,3
1.888,4
1.92,3
1.952,0
1.984,4
2.016,0
2.048,1
2.08,4
2.112,3
2.144,2
2.176,2
2.208,3
2.24,5
2.272,4
2.304,5
2.336,2
2.368,2
2.4,4
2.432,3
2.464,3
2.496,6
2.528,3
2.56,3
2.592,3
2.624,3
2.656,4
2.688,6
2.72,0
2.752,0
2.784,3
2.816,2
2.848,3
2.88,4
2.912,3
2.944,2
2.976,2
3.008,1
3.04,3
3.072,1
3.104,5
3.136,4
3.168,2
3.2,3
3.232,2
3.264,2
3.296,3
3.328,3
3.36,3
3.392,4
3.424,3
3.456,4
3.488,3
3.52,4
3.552,2
3.584,1
3.616,3
3.648,0
3.68,1
3.712,0
3.744,1
3.776,2
3.808,6
3.84,2
3.872,2
3.904,1
3.936,1
3.968,2
4,3
4.032,3
4.064,3
4.096,2
4.128,8
4.16,1
4.192,3
4.224,3
4.256,4
4.288,3
4.32,3
4.352,5
4.384,3
4.416,0
4.448,3
4.48,2
4.512,3
4.544,2
4.576,4
4.608,2
4.64,6
4.672,4
4.704,4
4.736,3
4.768,2
4.8,2
4.832,1
4.864,7
4.896,5
4.928,4
4.96,3
4.992,2
5.024,2
5.056,1
5.088,1
5.12,1
5.152,1
5.184,1
5.216,2
5.248,2
5.28,5
5.312,2
5.344,2
5.376,2
5.408,2
5.44,3
5.472,1
5.504,0
5.536,1
5.568,4
5.6,1
5.632,4
5.664,2
5.696,5
5.728,3
5.76,1
5.792,4
5.824,1
5.856,3
5.888,6
5.92,1
5.952,6
5.984,1
6.016,2
6.048,5
6.08,1
6.112,1
6.144,3
6.176,1
6.208,5
6.24,6
6.272,2
6.304,4
6.336,2
6.368,1
6.4,2
6.432,1
6.464,6
6.496,4
6.528,3
6.56,2
6.592,1
6.624,1
6.656,4
6.688,3
6.72,2
6.752,2
6.784,4
6.816,0
6.848,0
6.88,6
6.912,4
6.944,3
6.976,5
7.008,5
7.04,3
7.072,2
7.104,2
7.136,3
7.168,4
7.2,5
7.232,4
7.264,5
7.296,2
7.328,2
7.36,1
7.392,1
