0,4
0.032,8
0.064,2
0.096,6
0.128,4
0.16,4
0.192,1
0.224,2
0.256,13
0.288,9
0.32,9
0.352,4
0.384,12
0.416,5
0.448,1
0.48,3
0.512,5
0.544,9
0.576,0
0.608,6
0.64,4
0.672,4
0.704,3
0.736,7
0.768,9
0.8,4
0.832,3
0.864,6
0.896,12
0.928,8
0.96,5
0.992,11
1.024,3
1.056,6
1.088,7
1.12,9
1.152,7
1.184,5
1.216,5
1.248,6
1.28,8
1.312,6
1.344,8
1.376,6
1.408,5
1.44,5
1.472,5
1.504,5
1.536,5
1.568,6
1.6,6
1.632,5
1.664,7
1.696,2
1.728,7
1.76,3
1.792,4
1.824,12
1.856,4
1.888,4
1.92,6
1.952,2
1.984,2
2.016,5
2.048,9
2.08,6
2.112,5
2.144,8
2.176,3
2.208,7
2.24,6
2.272,4
2.304,6
2.336,7
2.368,11
2.4,14
2.432,4
2.464,8
2.496,4
2.528,4
2.56,8
2.592,4
2.624,6
2.656,3
2.688,5
2.72,6
2.752,5
2.784,5
2.816,5
2.848,7
2.88,8
2.912,6
2.944,3
2.976,6
3.008,9
3.04,6
3.072,8
3.104,4
3.136,4
3.168,4
3.2,5
3.232,5
3.264,7
3.296,6
3.328,5
3.36,4
3.392,5
3.424,6
3.456,10
3.488,2
3.52,3
3.552,2
3.584,7
3.616,11
3.648,4
3.68,3
3.712,6
3.744,9
3.776,9
3.808,7
3.84,4
3.872,6
3.904,5
3.936,4
3.968,5
4,3
4.032,9
4.064,8
4.096,5
4.128,12
4.16,5
4.192,10
4.224,7
4.256,3
4.288,4
4.32,12
4.352,5
4.384,5
4.416,4
4.448,2
4.48,6
4.512,4
4.544,7
4.576,9
4.608,7
4.64,7
4.672,7
4.704,7
4.736,7
4.768,10
4.8,2
4.832,3
4.864,6
4.896,3
4.928,7
4.96,9
4.992,8
5.024,4
5.056,9
5.088,11
5.12,5
5.152,7
5.184,5
5.216,5
5.248,2
5.28,4
5.312,8
5.344,8
5.376,4
5.408,6
5.44,8
5.472,5
5.504,4
5.536,6
5.568,10
5.6,4
5.632,3
5.664,2
5.696,6
5.728,3
5.76,6
5.792,5
5.824,4
5.856,6
5.888,11
5.92,6
5.952,2
5.984,6
6.016,5
6.048,4
6.08,2
6.112,7
6.144,3
6.176,7
6.208,3
6.24,4
6.272,11
6.304,7
6.336,5
6.368,9
6.4,6
6.432,7
6.464,6
6.496,6
6.528,9
6.56,3
6.592,5
6.624,7
6.656,2
6.688,3
6.72,7
6.752,9
6.784,6
6.816,9
6.848,10
6.88,5
6.912,6
6.944,4
6.976,12
7.008,8
7.04,6
7.072,14
7.104,6
7.136,5
7.168,6
