0,0
0.032,2
0.064,5
0.096,0
0.128,2
0.16,3
0.192,0
0.224,0
0.256,2
0.288,5
0.32,1
0.352,3
0.384,2
0.416,3
0.448,1
0.48,4
0.512,1
0.544,2
0.576,1
0.608,0
0.64,1
0.672,1
0.704,2
0.736,1
0.768,3
0.8,2
0.832,3
0.864,4
0.896,0
0.928,1
0.96,0
0.992,4
1.024,2
1.056,2
1.088,0
1.12,2
1.152,3
1.184,0
1.216,3
1.248,0
1.28,2
1.312,4
1.344,1
1.376,1
1.408,0
1.44,3
1.472,3
1.504,2
1.536,5
1.568,1
1.6,6
1.632,1
1.664,0
1.696,1
1.728,1
1.76,0
1.792,2
1.824,0
1.856,2
1.888,1
1.92,3
1.952,1
1.984,1
2.016,1
2.048,1
2.08,2
2.112,3
2.144,3
2.176,4
2.208,4
2.24,2
2.272,1
2.304,1
2.336,2
2.368,2
2.4,2
2.432,4
2.464,4
2.496,5
2.528,4
2.56,1
2.592,3
2.624,1
2.656,1
2.688,1
2.72,1
2.752,0
2.784,1
2.816,5
2.848,0
2.88,2
2.912,1
2.944,1
2.976,5
3.008,4
3.04,5
3.072,4
3.104,1
3.136,4
3.168,2
3.2,5
3.232,2
3.264,1
3.296,0
3.328,1
3.36,2
3.392,1
3.424,1
3.456,0
3.488,5
3.52,2
3.552,4
3.584,0
3.616,2
3.648,1
3.68,4
3.712,1
3.744,5
3.776,2
3.808,2
3.84,2
3.872,1
3.904,0
3.936,2
3.968,2
4,1
4.032,1
4.064,2
4.096,1
4.128,1
4.16,4
4.192,0
4.224,0
4.256,3
4.288,2
4.32,5
4.352,3
4.384,4
4.416,0
4.448,4
4.48,3
4.512,4
4.544,3
4.576,5
4.608,3
4.64,1
4.672,1
4.704,1
4.736,1
4.768,3
4.8,4
4.832,2
4.864,2
4.896,3
4.928,3
4.96,1
4.992,1
5.024,4
5.056,4
5.088,2
5.12,7
5.152,0
5.184,1
5.216,0
5.248,4
5.28,1
5.312,2
5.344,1
5.376,3
5.408,3
5.44,3
5.472,0
5.504,2
5.536,4
5.568,2
5.6,2
5.632,3
5.664,2
5.696,3
5.728,5
5.76,2
5.792,1
5.824,2
5.856,3
5.888,0
5.92,2
5.952,2
5.984,5
6.016,1
6.048,3
6.08,1
6.112,2
6.144,0
6.176,4
6.208,1
6.24,3
6.272,2
6.304,3
6.336,2
6.368,0
6.4,2
6.432,0
6.464,0
6.496,3
6.528,1
6.56,3
6.592,7
6.624,4
6.656,3
6.688,0
6.72,3
6.752,1
6.784,3
6.816,3
6.848,0
6.88,1
6.912,2
6.944,5
6.976,4
7.008,6
7.04,0
7.072,0
7.104,3
7.136,2
7.168,4
7.2,2
7.232,3
7.264,2
7.296,6
7.328,4
7.36,2
7.392,3
7.424,2
7.456,2
7.488,2
7.52,1
7.552,2
7.584,3
7.616,1
7.648,1
7.68,2
7.712,1
7.744,2
7.776,4
7.808,2
7.84,1
7.872,2
7.904,6
7.936,0
7.968,5
8,3
8.032,5
8.064,4
8.096,2
8.128,1
8.16,1
8.192,0
8.224,0
8.256,2
8.288,1
8.32,2
8.352,1
8.384,0
8.416,2
8.448,2
8.48,2
8.512,3
8.544,1
8.576,0
8.608,2
8.64,1
8.672,1
8.704,1
8.736,0
8.768,3
8.8,1
8.832,1
8.864,4
8.896,0
8.928,2
8.96,2
8.992,1
9.024,2
9.056,1
9.088,1
9.12,2
9.152,2
9.184,2
9.216,4
9.248,7
9.28,2
9.312,3
9.344,1
9.376,1
9.408,5
9.44,1
9.472,1
9.504,2
9.536,1
9.568,2
9.6,3
9.632,1
9.664,1
9.696,1
9.728,2
9.76,0
9.792,5
9.824,2
9.856,0
9.888,4
9.92,2
9.952,4
9.984,3
10.016,1
10.048,6
10.08,0
10.112,2
10.144,1
10.176,2
10.208,1
10.24,2
10.272,4
10.304,1
10.336,1
10.368,1
10.4,1
10.432,2
10.464,2
10.496,0
10.528,2
10.56,1
10.592,3
10.624,1
10.656,2
10.688,2
10.72,0
10.752,2
10.784,2
10.816,3
10.848,5
10.88,4
10.912,1
10.944,0
10.976,3
11.008,2
11.04,2
11.072,0
11.104,1
11.136,2
11.168,0
11.2,4
11.232,2
11.264,1
11.296,0
11.328,0
11.36,2
11.392,3
11.424,1
11.456,1
11.488,1
11.52,2
11.552,2
11.584,3
