Labels	APTMS_Br15_1M_1MHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	999.511720	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

445.800780	1.20000000E+2	
446.289060	1.02000000E+2	
446.777340	1.15000000E+2	
447.265630	1.11000000E+2	
447.753910	1.07000000E+2	
448.242190	9.90000000E+1	
448.730470	1.03000000E+2	
449.218750	1.16000000E+2	
449.70700	1.06000000E+2	
450.195310	1.12000000E+2	
450.683590	1.17000000E+2	
451.171880	1.22000000E+2	
451.660160	1.14000000E+2	
452.148440	1.24000000E+2	
452.636720	9.80000000E+1	
453.12500	1.08000000E+2	
453.613280	1.16000000E+2	
454.101560	1.13000000E+2	
454.589840	8.60000000E+1	
455.078130	1.19000000E+2	
455.566410	1.42000000E+2	
456.054690	1.05000000E+2	
456.54300	1.12000000E+2	
457.031250	1.18000000E+2	
457.519530	1.21000000E+2	
458.007810	9.50000000E+1	
458.496090	1.13000000E+2	
458.984380	1.04000000E+2	
459.472660	1.26000000E+2	
459.960940	1.16000000E+2	
460.449220	1.20000000E+2	
460.937500	1.04000000E+2	
461.425780	7.90000000E+1	
461.914060	1.14000000E+2	
462.402340	1.23000000E+2	
462.890630	1.20000000E+2	
463.378910	1.04000000E+2	
463.867190	1.06000000E+2	
464.355470	1.27000000E+2	
464.843750	1.08000000E+2	
465.33200	1.23000000E+2	
465.820310	9.90000000E+1	
466.308590	1.09000000E+2	
466.796880	9.80000000E+1	
467.285160	1.08000000E+2	
467.773440	9.90000000E+1	
468.261720	9.60000000E+1	
468.7500	1.17000000E+2	
469.238280	9.30000000E+1	
469.726560	1.09000000E+2	
470.214840	1.06000000E+2	
470.703130	1.04000000E+2	
471.191410	9.70000000E+1	
471.679690	1.14000000E+2	
472.16800	1.11000000E+2	
472.656250	1.02000000E+2	
473.144530	1.04000000E+2	
473.632810	1.20000000E+2	
474.121090	9.90000000E+1	
474.609380	1.03000000E+2	
475.097660	1.25000000E+2	
475.585940	1.03000000E+2	
476.074220	9.60000000E+1	
476.562500	1.15000000E+2	
477.050780	1.15000000E+2	
477.539060	8.90000000E+1	
478.027340	9.40000000E+1	
478.515630	1.14000000E+2	
479.003910	1.12000000E+2	
479.492190	1.01000000E+2	
479.980470	9.50000000E+1	
480.468750	1.16000000E+2	
480.95700	1.08000000E+2	
481.445310	9.90000000E+1	
481.933590	1.09000000E+2	
482.421880	9.60000000E+1	
482.910160	1.07000000E+2	
483.398440	1.17000000E+2	
483.886720	9.70000000E+1	
484.37500	1.09000000E+2	
484.863280	8.30000000E+1	
485.351560	9.30000000E+1	
485.839840	1.06000000E+2	
486.328130	1.05000000E+2	
486.816410	9.50000000E+1	
487.304690	9.50000000E+1	
487.79300	9.10000000E+1	
488.281250	9.20000000E+1	
488.769530	1.11000000E+2	
489.257810	1.22000000E+2	
489.746090	1.05000000E+2	
490.234380	9.60000000E+1	
490.722660	8.90000000E+1	
491.210940	9.20000000E+1	
491.699220	8.80000000E+1	
492.187500	9.90000000E+1	
492.675780	1.02000000E+2	
493.164060	9.70000000E+1	
493.652340	1.27000000E+2	
494.140630	9.30000000E+1	
494.628910	1.25000000E+2	
495.117190	1.14000000E+2	
495.605470	9.20000000E+1	
496.093750	1.02000000E+2	
496.58200	1.02000000E+2	
497.070310	9.90000000E+1	
497.558590	8.80000000E+1	
498.046880	1.01000000E+2	
498.535160	9.50000000E+1	
499.023440	1.03000000E+2	
499.511720	9.30000000E+1	
500.00	1.11000000E+2	
500.488280	1.03000000E+2	
500.976560	1.29000000E+2	
501.464840	1.05000000E+2	
501.953130	1.05000000E+2	
502.441410	1.01000000E+2	
502.929690	1.21000000E+2	
503.41800	1.23000000E+2	
503.906250	1.19000000E+2	
504.394530	8.90000000E+1	
504.882810	1.04000000E+2	
505.371090	1.02000000E+2	
505.859380	1.15000000E+2	
506.347660	9.80000000E+1	
506.835940	1.23000000E+2	
507.324220	9.50000000E+1	
507.812500	1.23000000E+2	
508.300780	1.04000000E+2	
508.789060	1.11000000E+2	
509.277340	1.21000000E+2	
509.765630	8.70000000E+1	
510.253910	8.60000000E+1	
510.742190	1.08000000E+2	
511.230470	1.12000000E+2	
511.718750	1.11000000E+2	
512.20700	9.00000000E+1	
512.695310	1.09000000E+2	
513.183590	1.08000000E+2	
513.671880	1.00000000E+2	
514.160160	9.40000000E+1	
514.648440	9.90000000E+1	
515.136720	1.06000000E+2	
515.62500	9.40000000E+1	
516.113280	1.25000000E+2	
516.601560	1.00000000E+2	
517.089840	8.10000000E+1	
517.578130	1.05000000E+2	
518.066410	1.25000000E+2	
518.554690	1.02000000E+2	
519.04300	9.60000000E+1	
519.531250	1.12000000E+2	
520.019530	1.15000000E+2	
520.507810	9.00000000E+1	
520.996090	8.30000000E+1	
521.484380	8.30000000E+1	
521.972660	9.50000000E+1	
522.460940	1.00000000E+2	
522.949220	9.00000000E+1	
523.437500	8.20000000E+1	
523.925780	1.04000000E+2	
524.414060	9.70000000E+1	
524.902340	1.09000000E+2	
525.390630	9.90000000E+1	
525.878910	1.00000000E+2	
526.367190	9.80000000E+1	
526.855470	1.14000000E+2	
527.343750	9.70000000E+1	
527.83200	7.90000000E+1	
528.320310	1.12000000E+2	
528.808590	9.20000000E+1	
529.296880	1.05000000E+2	
529.785160	8.30000000E+1	
530.273440	8.00000000E+1	
530.761720	1.05000000E+2	
531.2500	1.05000000E+2	
531.738280	9.70000000E+1	
532.226560	9.80000000E+1	
532.714840	8.70000000E+1	
533.203130	1.00000000E+2	
533.691410	8.40000000E+1	
534.179690	1.05000000E+2	
534.66800	9.10000000E+1	
535.156250	9.40000000E+1	
535.644530	1.11000000E+2	
536.132810	9.20000000E+1	
536.621090	1.28000000E+2	
537.109380	1.07000000E+2	
537.597660	1.00000000E+2	
538.085940	9.20000000E+1	
538.574220	8.70000000E+1	
539.062500	1.04000000E+2	
539.550780	1.06000000E+2	
540.039060	1.15000000E+2	
540.527340	9.70000000E+1	
541.015630	1.19000000E+2	
541.503910	1.17000000E+2	
541.992190	1.01000000E+2	
542.480470	7.70000000E+1	
542.968750	1.04000000E+2	
543.45700	1.08000000E+2	
543.945310	1.04000000E+2	
544.433590	7.80000000E+1	
544.921880	1.04000000E+2	
545.410160	1.01000000E+2	
545.898440	9.40000000E+1	
546.386720	8.40000000E+1	
546.87500	9.20000000E+1	
547.363280	9.20000000E+1	
547.851560	1.11000000E+2	
548.339840	1.01000000E+2	
548.828130	9.90000000E+1	
549.316410	1.01000000E+2	
549.804690	9.00000000E+1	
550.29300	9.50000000E+1	
550.781250	9.90000000E+1	
551.269530	1.00000000E+2	
551.757810	1.13000000E+2	
552.246090	7.80000000E+1	
552.734380	1.20000000E+2	
553.222660	9.90000000E+1	
553.710940	9.50000000E+1	
554.199220	1.03000000E+2	
554.687500	1.09000000E+2	
555.175780	1.06000000E+2	
555.664060	9.50000000E+1	
556.152340	9.00000000E+1	
556.640630	1.06000000E+2	
557.128910	9.40000000E+1	
557.617190	1.10000000E+2	
558.105470	1.09000000E+2	
558.593750	9.40000000E+1	
559.08200	1.05000000E+2	
559.570310	9.60000000E+1	
560.058590	9.30000000E+1	
560.546880	9.10000000E+1	
561.035160	9.20000000E+1	
561.523440	9.60000000E+1	
562.011720	9.60000000E+1	
562.500	8.40000000E+1	
562.988280	8.60000000E+1	
563.476560	1.11000000E+2	
563.964840	1.06000000E+2	
564.453130	1.02000000E+2	
564.941410	8.90000000E+1	
565.429690	9.70000000E+1	
565.91800	9.50000000E+1	
566.406250	8.40000000E+1	
566.894530	7.40000000E+1	
567.382810	9.20000000E+1	
567.871090	9.70000000E+1	
568.359380	9.40000000E+1	
568.847660	9.80000000E+1	
569.335940	1.05000000E+2	
569.824220	1.22000000E+2	
570.312500	9.10000000E+1	
570.800780	8.30000000E+1	
571.289060	9.20000000E+1	
571.777340	1.05000000E+2	
572.265630	8.90000000E+1	
572.753910	1.13000000E+2	
573.242190	1.00000000E+2	
573.730470	1.14000000E+2	
574.218750	8.80000000E+1	
574.70700	8.60000000E+1	
575.195310	9.30000000E+1	
575.683590	7.40000000E+1	
576.171880	9.10000000E+1	
576.660160	9.70000000E+1	
577.148440	9.70000000E+1	
577.636720	1.15000000E+2	
578.12500	9.30000000E+1	
578.613280	9.60000000E+1	
579.101560	8.80000000E+1	
579.589840	1.06000000E+2	
580.078130	9.90000000E+1	
580.566410	9.70000000E+1	
581.054690	1.03000000E+2	
581.54300	1.00000000E+2	
582.031250	8.30000000E+1	
582.519530	8.20000000E+1	
583.007810	9.30000000E+1	
583.496090	1.10000000E+2	
583.984380	1.11000000E+2	
584.472660	9.40000000E+1	
584.960940	7.60000000E+1	
585.449220	8.00000000E+1	
585.937500	9.60000000E+1	
586.425780	9.10000000E+1	
586.914060	1.02000000E+2	
587.402340	8.50000000E+1	
587.890630	1.14000000E+2	
588.378910	9.60000000E+1	
588.867190	8.50000000E+1	
589.355470	9.00000000E+1	
589.843750	1.01000000E+2	
590.33200	8.80000000E+1	
590.820310	9.20000000E+1	
591.308590	9.30000000E+1	
591.796880	8.40000000E+1	
592.285160	1.08000000E+2	
592.773440	8.30000000E+1	
593.261720	8.30000000E+1	
593.7500	1.10000000E+2	
594.238280	8.60000000E+1	
594.726560	7.80000000E+1	
595.214840	9.80000000E+1	
595.703130	7.20000000E+1	
596.191410	9.00000000E+1	
596.679690	9.50000000E+1	
597.16800	9.10000000E+1	
597.656250	1.10000000E+2	
598.144530	1.00000000E+2	
598.632810	9.60000000E+1	
599.121090	9.40000000E+1	
599.609380	9.60000000E+1	
600.097660	9.40000000E+1	
600.585940	1.03000000E+2	
601.074220	9.00000000E+1	
601.562500	8.80000000E+1	
602.050780	7.20000000E+1	
602.539060	9.40000000E+1	
603.027340	1.01000000E+2	
603.515630	9.10000000E+1	
604.003910	7.80000000E+1	
604.492190	9.70000000E+1	
604.980470	9.20000000E+1	
605.468750	9.40000000E+1	
605.95700	9.40000000E+1	
606.445310	1.05000000E+2	
606.933590	1.07000000E+2	
607.421880	1.02000000E+2	
607.910160	9.00000000E+1	
608.398440	8.20000000E+1	
608.886720	8.40000000E+1	
609.37500	9.00000000E+1	
609.863280	8.60000000E+1	
610.351560	8.40000000E+1	
610.839840	8.50000000E+1	
611.328130	8.40000000E+1	
611.816410	9.40000000E+1	
612.304690	8.90000000E+1	
612.79300	1.19000000E+2	
613.281250	8.60000000E+1	
613.769530	8.50000000E+1	
614.257810	7.00000000E+1	
614.746090	1.00000000E+2	
615.234380	9.20000000E+1	
615.722660	9.10000000E+1	
616.210940	9.60000000E+1	
616.699220	1.05000000E+2	
617.187500	9.40000000E+1	
617.675780	8.50000000E+1	
618.164060	8.40000000E+1	
618.652340	7.70000000E+1	
619.140630	7.80000000E+1	
619.628910	9.30000000E+1	
620.117190	8.20000000E+1	
620.605470	9.50000000E+1	
621.093750	8.90000000E+1	
621.58200	9.70000000E+1	
622.070310	9.30000000E+1	
622.558590	8.10000000E+1	
623.046880	9.00000000E+1	
623.535160	9.00000000E+1	
624.023440	1.00000000E+2	
624.511720	1.02000000E+2	
625.00	8.80000000E+1	
625.488280	9.60000000E+1	
625.976560	6.90000000E+1	
626.464840	8.30000000E+1	
626.953130	8.60000000E+1	
627.441410	8.80000000E+1	
627.929690	8.50000000E+1	
628.41800	9.60000000E+1	
628.906250	9.00000000E+1	
629.394530	1.01000000E+2	
629.882810	8.00000000E+1	
630.371090	7.60000000E+1	
630.859380	9.60000000E+1	
631.347660	6.70000000E+1	
631.835940	1.07000000E+2	
632.324220	9.20000000E+1	
632.812500	9.00000000E+1	
633.300780	8.60000000E+1	
633.789060	8.50000000E+1	
634.277340	7.70000000E+1	
634.765630	8.10000000E+1	
635.253910	8.70000000E+1	
635.742190	8.70000000E+1	
636.230470	8.10000000E+1	
636.718750	9.80000000E+1	
637.20700	9.40000000E+1	
637.695310	7.80000000E+1	
638.183590	1.04000000E+2	
638.671880	8.10000000E+1	
639.160160	8.30000000E+1	
639.648440	9.10000000E+1	
640.136720	9.00000000E+1	
640.62500	8.90000000E+1	
641.113280	8.80000000E+1	
641.601560	8.50000000E+1	
642.089840	8.60000000E+1	
642.578130	8.40000000E+1	
643.066410	8.80000000E+1	
643.554690	7.60000000E+1	
644.04300	7.90000000E+1	
644.531250	7.80000000E+1	
645.019530	9.50000000E+1	
645.507810	8.70000000E+1	
645.996090	7.60000000E+1	
646.484380	8.10000000E+1	
646.972660	9.20000000E+1	
647.460940	6.90000000E+1	
647.949220	9.40000000E+1	
648.437500	8.80000000E+1	
648.925780	9.20000000E+1	
649.414060	9.30000000E+1	
649.902340	9.10000000E+1	
650.390630	8.60000000E+1	
650.878910	8.60000000E+1	
651.367190	7.70000000E+1	
651.855470	9.10000000E+1	
652.343750	8.40000000E+1	
652.83200	1.06000000E+2	
653.320310	7.60000000E+1	
653.808590	8.50000000E+1	
654.296880	8.20000000E+1	
654.785160	8.00000000E+1	
655.273440	9.00000000E+1	
655.761720	9.70000000E+1	
656.2500	8.00000000E+1	
656.738280	7.30000000E+1	
657.226560	9.10000000E+1	
657.714840	7.00000000E+1	
658.203130	7.70000000E+1	
658.691410	9.40000000E+1	
659.179690	8.40000000E+1	
659.66800	9.00000000E+1	
660.156250	8.90000000E+1	
660.644530	7.40000000E+1	
661.132810	8.20000000E+1	
661.621090	8.20000000E+1	
662.109380	8.30000000E+1	
662.597660	8.90000000E+1	
663.085940	7.50000000E+1	
663.574220	9.50000000E+1	
664.062500	8.30000000E+1	
664.550780	7.90000000E+1	
665.039060	8.80000000E+1	
665.527340	9.30000000E+1	
666.015630	8.80000000E+1	
666.503910	7.90000000E+1	
666.992190	7.40000000E+1	
667.480470	7.60000000E+1	
667.968750	9.70000000E+1	
668.45700	9.60000000E+1	
668.945310	7.70000000E+1	
669.433590	8.20000000E+1	
669.921880	8.90000000E+1	
670.410160	8.30000000E+1	
670.898440	8.50000000E+1	
671.386720	9.30000000E+1	
671.87500	8.00000000E+1	
672.363280	6.70000000E+1	
672.851560	8.00000000E+1	
673.339840	7.40000000E+1	
673.828130	7.90000000E+1	
674.316410	8.30000000E+1	
674.804690	8.70000000E+1	
675.29300	9.70000000E+1	
675.781250	8.00000000E+1	
676.269530	9.10000000E+1	
676.757810	7.20000000E+1	
677.246090	9.00000000E+1	
677.734380	8.00000000E+1	
678.222660	8.30000000E+1	
678.710940	8.70000000E+1	
679.199220	7.20000000E+1	
679.687500	9.30000000E+1	
680.175780	7.30000000E+1	
680.664060	9.70000000E+1	
681.152340	7.20000000E+1	
681.640630	7.10000000E+1	
682.128910	7.60000000E+1	
682.617190	8.40000000E+1	
683.105470	8.60000000E+1	
683.593750	8.60000000E+1	
684.08200	9.00000000E+1	
684.570310	7.60000000E+1	
685.058590	8.40000000E+1	
685.546880	7.10000000E+1	
686.035160	6.20000000E+1	
686.523440	7.50000000E+1	
687.011720	7.20000000E+1	
687.500	8.40000000E+1	
687.988280	9.00000000E+1	
688.476560	9.00000000E+1	
688.964840	8.00000000E+1	
689.453130	8.70000000E+1	
689.941410	7.40000000E+1	
690.429690	8.70000000E+1	
690.91800	8.20000000E+1	
691.406250	8.20000000E+1	
691.894530	8.80000000E+1	
692.382810	7.20000000E+1	
692.871090	8.30000000E+1	
693.359380	7.80000000E+1	
693.847660	8.30000000E+1	
694.335940	1.03000000E+2	
694.824220	9.40000000E+1	
695.312500	7.90000000E+1	
695.800780	7.60000000E+1	
696.289060	7.60000000E+1	
696.777340	7.00000000E+1	
697.265630	7.50000000E+1	
697.753910	6.30000000E+1	
698.242190	7.70000000E+1	
698.730470	7.60000000E+1	
699.218750	8.40000000E+1	
699.70700	8.80000000E+1	
700.195310	7.10000000E+1	
700.683590	7.30000000E+1	
701.171880	8.00000000E+1	
701.660160	7.50000000E+1	
702.148440	5.40000000E+1	
702.636720	8.80000000E+1	
703.12500	7.70000000E+1	
703.613280	8.20000000E+1	
704.101560	8.00000000E+1	
704.589840	8.00000000E+1	
705.078130	8.90000000E+1	
705.566410	7.30000000E+1	
706.054690	8.20000000E+1	
706.54300	7.90000000E+1	
707.031250	7.00000000E+1	
707.519530	8.70000000E+1	
708.007810	6.20000000E+1	
708.496090	8.00000000E+1	
708.984380	9.60000000E+1	
709.472660	8.30000000E+1	
709.960940	7.80000000E+1	
710.449220	8.80000000E+1	
710.937500	8.80000000E+1	
711.425780	7.90000000E+1	
711.914060	7.40000000E+1	
712.402340	7.80000000E+1	
712.890630	8.30000000E+1	
713.378910	9.10000000E+1	
713.867190	7.90000000E+1	
714.355470	8.00000000E+1	
714.843750	8.60000000E+1	
715.33200	7.50000000E+1	
715.820310	7.60000000E+1	
716.308590	7.40000000E+1	
716.796880	8.40000000E+1	
717.285160	7.10000000E+1	
717.773440	6.90000000E+1	
718.261720	6.20000000E+1	
718.7500	8.60000000E+1	
719.238280	7.80000000E+1	
719.726560	7.90000000E+1	
720.214840	8.90000000E+1	
720.703130	7.70000000E+1	
721.191410	7.00000000E+1	
721.679690	8.10000000E+1	
722.16800	6.80000000E+1	
722.656250	8.10000000E+1	
723.144530	8.40000000E+1	
723.632810	6.10000000E+1	
724.121090	7.90000000E+1	
724.609380	9.50000000E+1	
725.097660	8.70000000E+1	
725.585940	7.40000000E+1	
726.074220	8.60000000E+1	
726.562500	7.40000000E+1	
727.050780	7.10000000E+1	
727.539060	7.80000000E+1	
728.027340	7.80000000E+1	
728.515630	7.70000000E+1	
729.003910	9.20000000E+1	
729.492190	8.10000000E+1	
729.980470	6.30000000E+1	
730.468750	6.70000000E+1	
730.95700	8.50000000E+1	
731.445310	7.20000000E+1	
731.933590	8.10000000E+1	
732.421880	8.20000000E+1	
732.910160	7.30000000E+1	
733.398440	7.60000000E+1	
733.886720	8.50000000E+1	
734.37500	8.50000000E+1	
734.863280	8.60000000E+1	
735.351560	8.20000000E+1	
735.839840	8.10000000E+1	
736.328130	6.90000000E+1	
736.816410	8.10000000E+1	
737.304690	6.80000000E+1	
737.79300	9.80000000E+1	
738.281250	8.20000000E+1	
738.769530	8.50000000E+1	
739.257810	6.70000000E+1	
739.746090	5.80000000E+1	
740.234380	7.20000000E+1	
740.722660	7.00000000E+1	
741.210940	9.20000000E+1	
741.699220	8.00000000E+1	
742.187500	7.90000000E+1	
742.675780	7.60000000E+1	
743.164060	6.40000000E+1	
743.652340	7.90000000E+1	
744.140630	9.40000000E+1	
744.628910	7.40000000E+1	
745.117190	7.60000000E+1	
745.605470	7.80000000E+1	
746.093750	7.40000000E+1	
746.58200	7.60000000E+1	
747.070310	8.40000000E+1	
747.558590	7.30000000E+1	
748.046880	8.10000000E+1	
748.535160	8.50000000E+1	
749.023440	7.50000000E+1	
749.511720	7.20000000E+1	
750.00	7.50000000E+1	
750.488280	7.40000000E+1	
750.976560	8.10000000E+1	
751.464840	9.30000000E+1	
751.953130	7.00000000E+1	
752.441410	6.10000000E+1	
752.929690	6.50000000E+1	
753.41800	6.40000000E+1	
753.906250	1.03000000E+2	
754.394530	6.80000000E+1	
754.882810	6.50000000E+1	
755.371090	5.90000000E+1	
755.859380	7.80000000E+1	
756.347660	7.60000000E+1	
756.835940	8.00000000E+1	
757.324220	7.70000000E+1	
757.812500	8.90000000E+1	
758.300780	8.10000000E+1	
758.789060	9.80000000E+1	
759.277340	5.70000000E+1	
759.765630	7.50000000E+1	
760.253910	6.80000000E+1	
760.742190	6.40000000E+1	
761.230470	7.80000000E+1	
761.718750	6.50000000E+1	
762.20700	7.50000000E+1	
762.695310	7.30000000E+1	
763.183590	8.20000000E+1	
763.671880	7.60000000E+1	
764.160160	8.40000000E+1	
764.648440	7.20000000E+1	
765.136720	7.70000000E+1	
765.62500	7.70000000E+1	
766.113280	5.90000000E+1	
766.601560	8.20000000E+1	
767.089840	7.10000000E+1	
767.578130	8.20000000E+1	
768.066410	7.50000000E+1	
768.554690	9.10000000E+1	
769.04300	8.70000000E+1	
769.531250	7.40000000E+1	
770.019530	8.30000000E+1	
770.507810	7.80000000E+1	
770.996090	8.40000000E+1	
771.484380	7.40000000E+1	
771.972660	9.10000000E+1	
772.460940	5.70000000E+1	
772.949220	6.30000000E+1	
773.437500	9.70000000E+1	
773.925780	7.30000000E+1	
774.414060	7.90000000E+1	
774.902340	7.20000000E+1	
775.390630	8.40000000E+1	
775.878910	6.90000000E+1	
776.367190	8.10000000E+1	
776.855470	6.90000000E+1	
777.343750	6.10000000E+1	
777.83200	6.20000000E+1	
778.320310	8.10000000E+1	
778.808590	8.40000000E+1	
779.296880	7.50000000E+1	
779.785160	6.70000000E+1	
780.273440	7.40000000E+1	
780.761720	8.20000000E+1	
781.2500	7.60000000E+1	
781.738280	7.60000000E+1	
782.226560	7.00000000E+1	
782.714840	7.90000000E+1	
783.203130	7.90000000E+1	
783.691410	7.00000000E+1	
784.179690	7.00000000E+1	
784.66800	7.70000000E+1	
785.156250	6.90000000E+1	
785.644530	8.00000000E+1	
786.132810	7.60000000E+1	
786.621090	7.70000000E+1	
787.109380	8.00000000E+1	
787.597660	6.80000000E+1	
788.085940	8.90000000E+1	
788.574220	7.00000000E+1	
789.062500	7.60000000E+1	
789.550780	7.10000000E+1	
790.039060	7.40000000E+1	
790.527340	8.10000000E+1	
791.015630	6.70000000E+1	
791.503910	8.10000000E+1	
791.992190	8.00000000E+1	
792.480470	7.40000000E+1	
792.968750	8.10000000E+1	
793.45700	7.60000000E+1	
793.945310	8.10000000E+1	
794.433590	7.80000000E+1	
794.921880	8.10000000E+1	
795.410160	7.80000000E+1	
795.898440	6.40000000E+1	
796.386720	8.10000000E+1	
796.87500	6.90000000E+1	
797.363280	6.10000000E+1	
797.851560	8.70000000E+1	
798.339840	5.90000000E+1	
798.828130	8.70000000E+1	
799.316410	8.20000000E+1	
799.804690	7.10000000E+1	
800.29300	7.80000000E+1	
800.781250	7.90000000E+1	
801.269530	7.00000000E+1	
801.757810	6.40000000E+1	
802.246090	8.70000000E+1	
802.734380	6.80000000E+1	
803.222660	7.50000000E+1	
803.710940	6.70000000E+1	
804.199220	6.20000000E+1	
804.687500	5.30000000E+1	
805.175780	7.60000000E+1	
805.664060	7.70000000E+1	
806.152340	5.50000000E+1	
806.640630	6.90000000E+1	
807.128910	8.40000000E+1	
807.617190	8.10000000E+1	
808.105470	7.30000000E+1	
808.593750	8.00000000E+1	
809.08200	6.50000000E+1	
809.570310	6.40000000E+1	
810.058590	6.40000000E+1	
810.546880	6.60000000E+1	
811.035160	7.40000000E+1	
811.523440	7.70000000E+1	
812.011720	8.00000000E+1	
812.500	6.60000000E+1	
812.988280	7.40000000E+1	
813.476560	8.70000000E+1	
813.964840	6.90000000E+1	
814.453130	5.40000000E+1	
814.941410	9.00000000E+1	
815.429690	7.00000000E+1	
815.91800	7.00000000E+1	
816.406250	7.30000000E+1	
816.894530	8.30000000E+1	
817.382810	8.60000000E+1	
817.871090	8.00000000E+1	
818.359380	8.60000000E+1	
818.847660	7.60000000E+1	
819.335940	7.20000000E+1	
819.824220	5.10000000E+1	
820.312500	6.20000000E+1	
820.800780	7.90000000E+1	
821.289060	7.40000000E+1	
821.777340	6.60000000E+1	
822.265630	8.00000000E+1	
822.753910	6.80000000E+1	
823.242190	6.70000000E+1	
823.730470	6.80000000E+1	
824.218750	7.40000000E+1	
824.70700	6.40000000E+1	
825.195310	6.40000000E+1	
825.683590	6.50000000E+1	
826.171880	8.20000000E+1	
826.660160	7.40000000E+1	
827.148440	8.00000000E+1	
827.636720	7.60000000E+1	
828.12500	8.00000000E+1	
828.613280	5.80000000E+1	
829.101560	6.60000000E+1	
829.589840	7.70000000E+1	
830.078130	6.70000000E+1	
830.566410	6.40000000E+1	
831.054690	6.80000000E+1	
831.54300	5.20000000E+1	
832.031250	6.50000000E+1	
832.519530	6.50000000E+1	
833.007810	7.60000000E+1	
833.496090	6.70000000E+1	
833.984380	6.80000000E+1	
834.472660	7.80000000E+1	
834.960940	5.80000000E+1	
835.449220	7.30000000E+1	
835.937500	4.80000000E+1	
836.425780	6.90000000E+1	
836.914060	8.40000000E+1	
837.402340	6.40000000E+1	
837.890630	7.90000000E+1	
838.378910	7.70000000E+1	
838.867190	7.30000000E+1	
839.355470	7.40000000E+1	
839.843750	6.50000000E+1	
840.33200	7.20000000E+1	
840.820310	7.70000000E+1	
841.308590	6.60000000E+1	
841.796880	7.40000000E+1	
842.285160	8.10000000E+1	
842.773440	6.10000000E+1	
843.261720	6.80000000E+1	
843.7500	6.80000000E+1	
844.238280	8.40000000E+1	
844.726560	6.40000000E+1	
845.214840	6.80000000E+1	
845.703130	7.50000000E+1	
846.191410	8.60000000E+1	
846.679690	9.10000000E+1	
847.16800	6.60000000E+1	
847.656250	6.40000000E+1	
848.144530	6.90000000E+1	
848.632810	8.10000000E+1	
849.121090	7.90000000E+1	
849.609380	6.10000000E+1	
850.097660	5.40000000E+1	
850.585940	7.70000000E+1	
851.074220	7.20000000E+1	
851.562500	7.10000000E+1	
852.050780	7.00000000E+1	
852.539060	6.20000000E+1	
853.027340	6.60000000E+1	
853.515630	6.10000000E+1	
854.003910	7.80000000E+1	
854.492190	7.30000000E+1	
854.980470	6.60000000E+1	
855.468750	5.60000000E+1	
855.95700	7.00000000E+1	
856.445310	6.30000000E+1	
856.933590	6.10000000E+1	
857.421880	6.30000000E+1	
857.910160	6.00000000E+1	
858.398440	6.20000000E+1	
858.886720	5.20000000E+1	
859.37500	6.30000000E+1	
859.863280	6.80000000E+1	
860.351560	6.40000000E+1	
860.839840	5.60000000E+1	
861.328130	6.90000000E+1	
861.816410	7.80000000E+1	
862.304690	6.60000000E+1	
862.79300	7.70000000E+1	
863.281250	6.70000000E+1	
863.769530	7.10000000E+1	
864.257810	7.50000000E+1	
864.746090	6.80000000E+1	
865.234380	7.30000000E+1	
865.722660	7.20000000E+1	
866.210940	7.80000000E+1	
866.699220	6.70000000E+1	
867.187500	6.50000000E+1	
867.675780	7.10000000E+1	
868.164060	5.30000000E+1	
868.652340	6.00000000E+1	
869.140630	7.90000000E+1	
869.628910	4.80000000E+1	
870.117190	7.00000000E+1	
870.605470	6.20000000E+1	
871.093750	8.00000000E+1	
871.58200	5.30000000E+1	
872.070310	6.70000000E+1	
872.558590	5.90000000E+1	
873.046880	6.20000000E+1	
873.535160	5.50000000E+1	
874.023440	5.40000000E+1	
874.511720	6.50000000E+1	
875.00	7.60000000E+1	
875.488280	7.80000000E+1	
875.976560	7.10000000E+1	
876.464840	6.60000000E+1	
876.953130	7.00000000E+1	
877.441410	6.70000000E+1	
877.929690	7.50000000E+1	
878.41800	7.60000000E+1	
878.906250	6.50000000E+1	
879.394530	7.40000000E+1	
879.882810	6.80000000E+1	
880.371090	6.10000000E+1	
880.859380	5.40000000E+1	
881.347660	8.20000000E+1	
881.835940	6.60000000E+1	
882.324220	5.30000000E+1	
882.812500	8.10000000E+1	
883.300780	6.90000000E+1	
883.789060	7.20000000E+1	
884.277340	6.90000000E+1	
884.765630	7.40000000E+1	
885.253910	7.80000000E+1	
885.742190	6.20000000E+1	
886.230470	5.00000000E+1	
886.718750	5.40000000E+1	
887.20700	4.50000000E+1	
887.695310	6.90000000E+1	
888.183590	6.00000000E+1	
888.671880	6.70000000E+1	
889.160160	6.70000000E+1	
889.648440	6.40000000E+1	
890.136720	7.20000000E+1	
890.62500	6.80000000E+1	
891.113280	6.90000000E+1	
891.601560	5.40000000E+1	
892.089840	6.20000000E+1	
892.578130	8.70000000E+1	
893.066410	7.10000000E+1	
893.554690	8.00000000E+1	
894.04300	5.80000000E+1	
894.531250	8.10000000E+1	
895.019530	5.20000000E+1	
895.507810	7.30000000E+1	
895.996090	6.70000000E+1	
896.484380	7.20000000E+1	
896.972660	6.10000000E+1	
897.460940	6.30000000E+1	
897.949220	4.90000000E+1	
