Labels	Br15_1M_1MHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	999.511720	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

898.925780	5.00000000E+0	
899.414060	6.00000000E+0	
899.902340	2.00000000E+0	
900.390630	8.00000000E+0	
900.878910	4.00000000E+0	
901.367190	7.00000000E+0	
901.855470	8.00000000E+0	
902.343750	3.00000000E+0	
902.83200	3.00000000E+0	
903.320310	3.00000000E+0	
903.808590	5.00000000E+0	
904.296880	3.00000000E+0	
904.785160	4.00000000E+0	
905.273440	6.00000000E+0	
905.761720	5.00000000E+0	
906.2500	9.00000000E+0	
906.738280	2.00000000E+0	
907.226560	8.00000000E+0	
907.714840	4.00000000E+0	
908.203130	1.10000000E+1	
908.691410	4.00000000E+0	
909.179690	5.00000000E+0	
909.66800	9.00000000E+0	
910.156250	4.00000000E+0	
910.644530	8.00000000E+0	
911.132810	4.00000000E+0	
911.621090	5.00000000E+0	
912.109380	6.00000000E+0	
912.597660	6.00000000E+0	
913.085940	2.00000000E+0	
913.574220	6.00000000E+0	
914.062500	1.00000000E+1	
914.550780	4.00000000E+0	
915.039060	5.00000000E+0	
915.527340	7.00000000E+0	
916.015630	7.00000000E+0	
916.503910	6.00000000E+0	
916.992190	5.00000000E+0	
917.480470	9.00000000E+0	
917.968750	3.00000000E+0	
918.45700	2.00000000E+0	
918.945310	3.00000000E+0	
919.433590	4.00000000E+0	
919.921880	7.00000000E+0	
920.410160	3.00000000E+0	
920.898440	2.00000000E+0	
921.386720	8.00000000E+0	
921.87500	3.00000000E+0	
922.363280	8.00000000E+0	
922.851560	4.00000000E+0	
923.339840	5.00000000E+0	
923.828130	4.00000000E+0	
924.316410	4.00000000E+0	
924.804690	4.00000000E+0	
925.29300	6.00000000E+0	
925.781250	7.00000000E+0	
926.269530	7.00000000E+0	
926.757810	4.00000000E+0	
927.246090	6.00000000E+0	
927.734380	7.00000000E+0	
928.222660	6.00000000E+0	
928.710940	9.00000000E+0	
929.199220	4.00000000E+0	
929.687500	4.00000000E+0	
930.175780	9.00000000E+0	
930.664060	7.00000000E+0	
931.152340	8.00000000E+0	
931.640630	5.00000000E+0	
932.128910	6.00000000E+0	
932.617190	5.00000000E+0	
933.105470	4.00000000E+0	
933.593750	8.00000000E+0	
934.08200	8.00000000E+0	
934.570310	4.00000000E+0	
935.058590	4.00000000E+0	
935.546880	4.00000000E+0	
936.035160	3.00000000E+0	
936.523440	6.00000000E+0	
937.011720	5.00000000E+0	
937.500	6.00000000E+0	
937.988280	7.00000000E+0	
938.476560	6.00000000E+0	
938.964840	7.00000000E+0	
939.453130	5.00000000E+0	
939.941410	2.00000000E+0	
940.429690	3.00000000E+0	
940.91800	7.00000000E+0	
941.406250	5.00000000E+0	
941.894530	8.00000000E+0	
942.382810	4.00000000E+0	
942.871090	6.00000000E+0	
943.359380	6.00000000E+0	
943.847660	7.00000000E+0	
944.335940	7.00000000E+0	
944.824220	5.00000000E+0	
945.312500	4.00000000E+0	
945.800780	8.00000000E+0	
946.289060	3.00000000E+0	
946.777340	3.00000000E+0	
947.265630	6.00000000E+0	
947.753910	5.00000000E+0	
948.242190	8.00000000E+0	
948.730470	2.00000000E+0	
949.218750	9.00000000E+0	
949.70700	9.00000000E+0	
950.195310	6.00000000E+0	
950.683590	7.00000000E+0	
951.171880	1.10000000E+1	
951.660160	5.00000000E+0	
952.148440	4.00000000E+0	
952.636720	8.00000000E+0	
953.12500	6.00000000E+0	
953.613280	6.00000000E+0	
954.101560	1.00000000E+1	
954.589840	6.00000000E+0	
955.078130	7.00000000E+0	
955.566410	5.00000000E+0	
956.054690	4.00000000E+0	
956.54300	7.00000000E+0	
957.031250	4.00000000E+0	
957.519530	4.00000000E+0	
958.007810	4.00000000E+0	
958.496090	6.00000000E+0	
958.984380	5.00000000E+0	
959.472660	8.00000000E+0	
959.960940	6.00000000E+0	
960.449220	6.00000000E+0	
960.937500	8.00000000E+0	
961.425780	5.00000000E+0	
961.914060	4.00000000E+0	
962.402340	7.00000000E+0	
962.890630	6.00000000E+0	
963.378910	1.00000000E+1	
963.867190	4.00000000E+0	
964.355470	1.00000000E+0	
964.843750	7.00000000E+0	
965.33200	8.00000000E+0	
965.820310	7.00000000E+0	
966.308590	6.00000000E+0	
966.796880	2.00000000E+0	
967.285160	4.00000000E+0	
967.773440	5.00000000E+0	
968.261720	8.00000000E+0	
968.7500	3.00000000E+0	
969.238280	6.00000000E+0	
969.726560	5.00000000E+0	
970.214840	8.00000000E+0	
970.703130	6.00000000E+0	
971.191410	6.00000000E+0	
971.679690	4.00000000E+0	
972.16800	4.00000000E+0	
972.656250	7.00000000E+0	
973.144530	6.00000000E+0	
973.632810	4.00000000E+0	
974.121090	6.00000000E+0	
974.609380	8.00000000E+0	
975.097660	3.00000000E+0	
975.585940	4.00000000E+0	
976.074220	4.00000000E+0	
976.562500	6.00000000E+0	
977.050780	8.00000000E+0	
977.539060	3.00000000E+0	
978.027340	4.00000000E+0	
978.515630	4.00000000E+0	
979.003910	3.00000000E+0	
979.492190	8.00000000E+0	
979.980470	2.00000000E+0	
980.468750	3.00000000E+0	
980.95700	4.00000000E+0	
981.445310	2.00000000E+0	
981.933590	2.00000000E+0	
982.421880	5.00000000E+0	
982.910160	8.00000000E+0	
983.398440	3.00000000E+0	
983.886720	6.00000000E+0	
984.37500	2.00000000E+0	
984.863280	4.00000000E+0	
985.351560	3.00000000E+0	
985.839840	6.00000000E+0	
986.328130	2.00000000E+0	
986.816410	1.00000000E+0	
987.304690	8.00000000E+0	
987.79300	5.00000000E+0	
988.281250	3.00000000E+0	
988.769530	6.00000000E+0	
989.257810	3.00000000E+0	
989.746090	3.00000000E+0	
990.234380	8.00000000E+0	
990.722660	1.00000000E+1	
991.210940	2.00000000E+0	
991.699220	4.00000000E+0	
992.187500	4.00000000E+0	
992.675780	9.00000000E+0	
993.164060	6.00000000E+0	
993.652340	4.00000000E+0	
994.140630	1.00000000E+0	
994.628910	7.00000000E+0	
995.117190	4.00000000E+0	
995.605470	2.00000000E+0	
996.093750	8.00000000E+0	
996.58200	3.00000000E+0	
997.070310	2.00000000E+0	
997.558590	5.00000000E+0	
998.046880	1.00000000E+1	
998.535160	4.00000000E+0	
999.023440	6.00000000E+0	
999.511720	3.00000000E+0	
