Labels	APTMS_500kHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	1999.511700	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

149.414060	1.46000000E+2	
149.902340	1.45000000E+2	
150.390630	1.46000000E+2	
150.878910	1.33000000E+2	
151.367190	9.40000000E+1	
151.855470	1.31000000E+2	
152.343750	1.52000000E+2	
152.83200	1.48000000E+2	
153.320310	1.32000000E+2	
153.808590	1.34000000E+2	
154.296880	1.33000000E+2	
154.785160	1.47000000E+2	
155.273440	1.33000000E+2	
155.761720	1.49000000E+2	
156.2500	1.24000000E+2	
156.738280	1.52000000E+2	
157.226560	1.17000000E+2	
157.714840	1.13000000E+2	
158.203130	1.53000000E+2	
158.691410	1.57000000E+2	
159.179690	1.14000000E+2	
159.66800	1.26000000E+2	
160.156250	1.38000000E+2	
160.644530	1.36000000E+2	
161.132810	1.58000000E+2	
161.621090	1.27000000E+2	
162.109380	1.44000000E+2	
162.597660	1.40000000E+2	
163.085940	1.35000000E+2	
163.574220	1.26000000E+2	
164.062500	1.32000000E+2	
164.550780	1.55000000E+2	
165.039060	1.30000000E+2	
165.527340	1.33000000E+2	
166.015630	1.26000000E+2	
166.503910	1.38000000E+2	
166.992190	1.36000000E+2	
167.480470	1.54000000E+2	
167.968750	1.26000000E+2	
168.45700	1.32000000E+2	
168.945310	1.29000000E+2	
169.433590	1.27000000E+2	
169.921880	1.25000000E+2	
170.410160	1.39000000E+2	
170.898440	1.10000000E+2	
171.386720	1.25000000E+2	
171.87500	1.28000000E+2	
172.363280	1.26000000E+2	
172.851560	1.40000000E+2	
173.339840	1.66000000E+2	
173.828130	1.38000000E+2	
174.316410	1.47000000E+2	
174.804690	1.31000000E+2	
175.29300	1.65000000E+2	
175.781250	1.54000000E+2	
176.269530	1.03000000E+2	
176.757810	1.19000000E+2	
177.246090	1.33000000E+2	
177.734380	1.37000000E+2	
178.222660	1.32000000E+2	
178.710940	1.21000000E+2	
179.199220	1.19000000E+2	
179.687500	1.26000000E+2	
180.175780	1.35000000E+2	
180.664060	1.10000000E+2	
181.152340	1.36000000E+2	
181.640630	1.18000000E+2	
182.128910	1.44000000E+2	
182.617190	1.31000000E+2	
183.105470	1.24000000E+2	
183.593750	1.25000000E+2	
184.08200	1.30000000E+2	
184.570310	1.50000000E+2	
185.058590	1.45000000E+2	
185.546880	1.23000000E+2	
186.035160	1.42000000E+2	
186.523440	1.17000000E+2	
187.011720	1.38000000E+2	
187.500	1.14000000E+2	
187.988280	1.41000000E+2	
188.476560	1.41000000E+2	
188.964840	1.08000000E+2	
189.453130	1.16000000E+2	
189.941410	1.24000000E+2	
190.429690	1.40000000E+2	
190.91800	1.19000000E+2	
191.406250	1.43000000E+2	
191.894530	1.07000000E+2	
192.382810	1.23000000E+2	
192.871090	1.22000000E+2	
193.359380	1.20000000E+2	
193.847660	1.16000000E+2	
194.335940	1.50000000E+2	
194.824220	1.26000000E+2	
195.312500	1.30000000E+2	
195.800780	1.31000000E+2	
196.289060	1.12000000E+2	
196.777340	1.39000000E+2	
197.265630	1.31000000E+2	
197.753910	1.25000000E+2	
198.242190	1.36000000E+2	
198.730470	1.21000000E+2	
199.218750	1.22000000E+2	
199.70700	1.38000000E+2	
200.195310	1.23000000E+2	
200.683590	1.23000000E+2	
201.171880	1.12000000E+2	
201.660160	1.41000000E+2	
202.148440	1.21000000E+2	
202.636720	1.13000000E+2	
203.12500	1.29000000E+2	
203.613280	1.30000000E+2	
204.101560	1.23000000E+2	
204.589840	1.29000000E+2	
205.078130	1.19000000E+2	
205.566410	1.33000000E+2	
206.054690	1.02000000E+2	
206.54300	1.21000000E+2	
207.031250	1.34000000E+2	
207.519530	1.34000000E+2	
208.007810	1.10000000E+2	
208.496090	1.09000000E+2	
208.984380	1.08000000E+2	
209.472660	1.20000000E+2	
209.960940	1.05000000E+2	
210.449220	1.13000000E+2	
210.937500	9.60000000E+1	
211.425780	1.24000000E+2	
211.914060	1.10000000E+2	
212.402340	1.14000000E+2	
212.890630	1.16000000E+2	
213.378910	1.20000000E+2	
213.867190	1.37000000E+2	
214.355470	1.23000000E+2	
214.843750	1.23000000E+2	
215.33200	1.34000000E+2	
215.820310	1.35000000E+2	
216.308590	1.28000000E+2	
216.796880	1.20000000E+2	
217.285160	1.26000000E+2	
217.773440	1.36000000E+2	
218.261720	1.34000000E+2	
218.7500	1.23000000E+2	
219.238280	1.38000000E+2	
219.726560	1.30000000E+2	
220.214840	1.21000000E+2	
220.703130	1.43000000E+2	
221.191410	1.17000000E+2	
221.679690	1.21000000E+2	
222.16800	1.39000000E+2	
222.656250	1.07000000E+2	
223.144530	1.05000000E+2	
223.632810	1.30000000E+2	
224.121090	1.13000000E+2	
224.609380	1.24000000E+2	
225.097660	1.14000000E+2	
225.585940	1.03000000E+2	
226.074220	1.11000000E+2	
226.562500	1.04000000E+2	
227.050780	1.09000000E+2	
227.539060	1.13000000E+2	
228.027340	1.16000000E+2	
228.515630	1.17000000E+2	
229.003910	1.22000000E+2	
229.492190	1.22000000E+2	
229.980470	1.04000000E+2	
230.468750	1.26000000E+2	
230.95700	1.12000000E+2	
231.445310	1.26000000E+2	
231.933590	1.24000000E+2	
232.421880	1.24000000E+2	
232.910160	1.14000000E+2	
233.398440	1.16000000E+2	
233.886720	1.21000000E+2	
234.37500	1.04000000E+2	
234.863280	1.17000000E+2	
235.351560	9.90000000E+1	
235.839840	1.16000000E+2	
236.328130	1.20000000E+2	
236.816410	1.00000000E+2	
237.304690	1.42000000E+2	
237.79300	1.15000000E+2	
238.281250	1.25000000E+2	
238.769530	1.19000000E+2	
239.257810	1.29000000E+2	
239.746090	9.60000000E+1	
240.234380	1.16000000E+2	
240.722660	1.00000000E+2	
241.210940	1.14000000E+2	
241.699220	1.08000000E+2	
242.187500	1.22000000E+2	
242.675780	1.17000000E+2	
243.164060	1.10000000E+2	
243.652340	1.19000000E+2	
244.140630	1.27000000E+2	
244.628910	1.08000000E+2	
245.117190	1.14000000E+2	
245.605470	9.70000000E+1	
246.093750	1.13000000E+2	
246.58200	1.15000000E+2	
247.070310	1.23000000E+2	
247.558590	1.04000000E+2	
248.046880	1.25000000E+2	
248.535160	1.19000000E+2	
249.023440	1.15000000E+2	
249.511720	1.13000000E+2	
250.00	1.18000000E+2	
250.488280	1.15000000E+2	
250.976560	1.25000000E+2	
251.464840	1.01000000E+2	
251.953130	1.07000000E+2	
252.441410	1.20000000E+2	
252.929690	1.13000000E+2	
253.41800	1.23000000E+2	
253.906250	1.03000000E+2	
254.394530	9.50000000E+1	
254.882810	1.11000000E+2	
255.371090	1.17000000E+2	
255.859380	1.14000000E+2	
256.347660	1.07000000E+2	
256.835940	1.25000000E+2	
257.324220	1.34000000E+2	
257.812500	1.20000000E+2	
258.300780	1.16000000E+2	
258.789060	1.12000000E+2	
259.277340	1.17000000E+2	
259.765630	1.23000000E+2	
260.253910	1.22000000E+2	
260.742190	1.12000000E+2	
261.230470	1.15000000E+2	
261.718750	1.10000000E+2	
262.20700	1.16000000E+2	
262.695310	1.23000000E+2	
263.183590	1.04000000E+2	
263.671880	1.18000000E+2	
264.160160	1.12000000E+2	
264.648440	1.09000000E+2	
265.136720	1.17000000E+2	
265.62500	1.14000000E+2	
266.113280	1.15000000E+2	
266.601560	1.18000000E+2	
267.089840	9.90000000E+1	
267.578130	1.14000000E+2	
268.066410	1.33000000E+2	
268.554690	1.06000000E+2	
269.04300	1.07000000E+2	
269.531250	1.18000000E+2	
270.019530	1.07000000E+2	
270.507810	1.11000000E+2	
270.996090	9.80000000E+1	
271.484380	1.29000000E+2	
271.972660	9.20000000E+1	
272.460940	1.14000000E+2	
272.949220	1.14000000E+2	
273.437500	1.33000000E+2	
273.925780	1.29000000E+2	
274.414060	1.09000000E+2	
274.902340	1.23000000E+2	
275.390630	1.28000000E+2	
275.878910	9.20000000E+1	
276.367190	1.05000000E+2	
276.855470	1.10000000E+2	
277.343750	1.11000000E+2	
277.83200	1.19000000E+2	
278.320310	1.05000000E+2	
278.808590	1.18000000E+2	
279.296880	9.80000000E+1	
279.785160	1.04000000E+2	
280.273440	1.16000000E+2	
280.761720	1.03000000E+2	
281.2500	9.80000000E+1	
281.738280	1.05000000E+2	
282.226560	1.14000000E+2	
282.714840	1.02000000E+2	
283.203130	1.22000000E+2	
283.691410	1.22000000E+2	
284.179690	1.15000000E+2	
284.66800	1.41000000E+2	
285.156250	1.07000000E+2	
285.644530	1.11000000E+2	
286.132810	1.01000000E+2	
286.621090	8.90000000E+1	
287.109380	1.14000000E+2	
287.597660	1.03000000E+2	
288.085940	1.03000000E+2	
288.574220	1.09000000E+2	
289.062500	1.03000000E+2	
289.550780	1.20000000E+2	
290.039060	9.10000000E+1	
290.527340	1.13000000E+2	
291.015630	1.07000000E+2	
291.503910	1.19000000E+2	
291.992190	1.10000000E+2	
292.480470	1.13000000E+2	
292.968750	9.60000000E+1	
293.45700	1.21000000E+2	
293.945310	1.25000000E+2	
294.433590	1.28000000E+2	
294.921880	1.24000000E+2	
295.410160	9.20000000E+1	
295.898440	9.80000000E+1	
296.386720	8.90000000E+1	
296.87500	1.16000000E+2	
297.363280	1.05000000E+2	
297.851560	1.27000000E+2	
298.339840	1.03000000E+2	
298.828130	1.03000000E+2	
299.316410	1.07000000E+2	
299.804690	1.05000000E+2	
300.29300	1.01000000E+2	
300.781250	9.40000000E+1	
301.269530	1.12000000E+2	
301.757810	1.04000000E+2	
302.246090	1.24000000E+2	
302.734380	1.06000000E+2	
303.222660	9.80000000E+1	
303.710940	1.10000000E+2	
304.199220	1.20000000E+2	
304.687500	9.90000000E+1	
305.175780	8.70000000E+1	
305.664060	1.02000000E+2	
306.152340	1.08000000E+2	
306.640630	1.18000000E+2	
307.128910	1.10000000E+2	
307.617190	1.12000000E+2	
308.105470	9.60000000E+1	
308.593750	9.00000000E+1	
309.08200	9.70000000E+1	
309.570310	9.40000000E+1	
310.058590	1.08000000E+2	
310.546880	1.16000000E+2	
311.035160	1.12000000E+2	
311.523440	1.15000000E+2	
312.011720	8.90000000E+1	
312.500	1.02000000E+2	
312.988280	9.50000000E+1	
313.476560	9.90000000E+1	
313.964840	1.02000000E+2	
314.453130	1.11000000E+2	
314.941410	9.90000000E+1	
315.429690	9.90000000E+1	
315.91800	1.03000000E+2	
316.406250	1.15000000E+2	
316.894530	1.03000000E+2	
317.382810	9.70000000E+1	
317.871090	1.01000000E+2	
318.359380	1.06000000E+2	
318.847660	1.02000000E+2	
319.335940	1.02000000E+2	
319.824220	1.04000000E+2	
320.312500	1.24000000E+2	
320.800780	1.05000000E+2	
321.289060	1.04000000E+2	
321.777340	1.11000000E+2	
322.265630	9.50000000E+1	
322.753910	1.07000000E+2	
323.242190	1.01000000E+2	
323.730470	9.10000000E+1	
324.218750	1.08000000E+2	
324.70700	1.00000000E+2	
325.195310	9.10000000E+1	
325.683590	1.00000000E+2	
326.171880	9.10000000E+1	
326.660160	9.60000000E+1	
327.148440	8.90000000E+1	
327.636720	1.07000000E+2	
328.12500	1.05000000E+2	
328.613280	1.02000000E+2	
329.101560	9.90000000E+1	
329.589840	9.10000000E+1	
330.078130	1.10000000E+2	
330.566410	9.30000000E+1	
331.054690	1.03000000E+2	
331.54300	1.01000000E+2	
332.031250	1.01000000E+2	
332.519530	1.13000000E+2	
333.007810	1.06000000E+2	
333.496090	1.00000000E+2	
333.984380	1.20000000E+2	
334.472660	9.90000000E+1	
334.960940	1.03000000E+2	
335.449220	1.14000000E+2	
335.937500	9.80000000E+1	
336.425780	1.06000000E+2	
336.914060	1.13000000E+2	
337.402340	1.06000000E+2	
337.890630	9.50000000E+1	
338.378910	1.18000000E+2	
338.867190	1.02000000E+2	
339.355470	1.04000000E+2	
339.843750	9.40000000E+1	
340.33200	9.40000000E+1	
340.820310	1.10000000E+2	
341.308590	8.60000000E+1	
341.796880	8.10000000E+1	
342.285160	7.80000000E+1	
342.773440	1.08000000E+2	
343.261720	1.22000000E+2	
343.7500	1.01000000E+2	
344.238280	1.14000000E+2	
344.726560	8.80000000E+1	
345.214840	1.00000000E+2	
345.703130	9.70000000E+1	
346.191410	8.80000000E+1	
346.679690	1.01000000E+2	
347.16800	1.07000000E+2	
347.656250	9.10000000E+1	
348.144530	8.80000000E+1	
348.632810	1.15000000E+2	
349.121090	9.40000000E+1	
349.609380	9.80000000E+1	
350.097660	1.10000000E+2	
350.585940	9.90000000E+1	
351.074220	9.50000000E+1	
351.562500	1.02000000E+2	
352.050780	9.70000000E+1	
352.539060	9.80000000E+1	
353.027340	1.01000000E+2	
353.515630	1.02000000E+2	
354.003910	9.80000000E+1	
354.492190	9.60000000E+1	
354.980470	1.17000000E+2	
355.468750	8.80000000E+1	
355.95700	9.70000000E+1	
356.445310	1.00000000E+2	
356.933590	9.50000000E+1	
357.421880	8.80000000E+1	
357.910160	9.30000000E+1	
358.398440	9.80000000E+1	
358.886720	1.02000000E+2	
359.37500	1.16000000E+2	
359.863280	8.50000000E+1	
360.351560	9.40000000E+1	
360.839840	9.30000000E+1	
361.328130	1.01000000E+2	
361.816410	8.40000000E+1	
362.304690	9.40000000E+1	
362.79300	1.15000000E+2	
363.281250	1.05000000E+2	
363.769530	9.80000000E+1	
364.257810	8.70000000E+1	
364.746090	8.40000000E+1	
365.234380	1.01000000E+2	
365.722660	1.08000000E+2	
366.210940	9.50000000E+1	
366.699220	1.06000000E+2	
367.187500	8.90000000E+1	
367.675780	8.60000000E+1	
368.164060	1.10000000E+2	
368.652340	1.02000000E+2	
369.140630	1.00000000E+2	
369.628910	7.60000000E+1	
370.117190	7.90000000E+1	
370.605470	9.20000000E+1	
371.093750	8.40000000E+1	
371.58200	1.05000000E+2	
372.070310	1.06000000E+2	
372.558590	8.40000000E+1	
373.046880	9.10000000E+1	
373.535160	1.04000000E+2	
374.023440	8.40000000E+1	
374.511720	1.02000000E+2	
375.00	1.00000000E+2	
375.488280	9.40000000E+1	
375.976560	1.21000000E+2	
376.464840	1.12000000E+2	
376.953130	9.50000000E+1	
377.441410	1.02000000E+2	
377.929690	9.60000000E+1	
378.41800	9.30000000E+1	
378.906250	9.50000000E+1	
379.394530	1.02000000E+2	
379.882810	8.90000000E+1	
380.371090	1.02000000E+2	
380.859380	1.05000000E+2	
381.347660	9.50000000E+1	
381.835940	8.70000000E+1	
382.324220	9.30000000E+1	
382.812500	8.20000000E+1	
383.300780	1.04000000E+2	
383.789060	8.40000000E+1	
384.277340	8.80000000E+1	
384.765630	1.01000000E+2	
385.253910	8.30000000E+1	
385.742190	8.90000000E+1	
386.230470	9.50000000E+1	
386.718750	1.03000000E+2	
387.20700	9.70000000E+1	
387.695310	8.90000000E+1	
388.183590	9.60000000E+1	
388.671880	9.30000000E+1	
389.160160	1.16000000E+2	
389.648440	1.11000000E+2	
390.136720	9.90000000E+1	
390.62500	7.60000000E+1	
391.113280	8.50000000E+1	
391.601560	9.30000000E+1	
392.089840	8.80000000E+1	
392.578130	9.10000000E+1	
393.066410	8.90000000E+1	
393.554690	9.10000000E+1	
394.04300	9.90000000E+1	
394.531250	1.00000000E+2	
395.019530	7.50000000E+1	
395.507810	8.60000000E+1	
395.996090	1.03000000E+2	
396.484380	8.30000000E+1	
396.972660	9.50000000E+1	
397.460940	9.30000000E+1	
397.949220	1.19000000E+2	
398.437500	8.90000000E+1	
398.925780	9.60000000E+1	
399.414060	9.40000000E+1	
399.902340	1.00000000E+2	
400.390630	8.40000000E+1	
400.878910	8.80000000E+1	
401.367190	9.30000000E+1	
401.855470	8.80000000E+1	
402.343750	1.03000000E+2	
402.83200	9.40000000E+1	
403.320310	9.50000000E+1	
403.808590	1.07000000E+2	
404.296880	8.20000000E+1	
404.785160	1.02000000E+2	
405.273440	8.90000000E+1	
405.761720	8.00000000E+1	
406.2500	9.20000000E+1	
406.738280	8.30000000E+1	
407.226560	9.00000000E+1	
407.714840	9.30000000E+1	
408.203130	8.60000000E+1	
408.691410	9.60000000E+1	
409.179690	9.40000000E+1	
409.66800	8.90000000E+1	
410.156250	8.10000000E+1	
410.644530	8.10000000E+1	
411.132810	9.00000000E+1	
411.621090	9.00000000E+1	
412.109380	1.02000000E+2	
412.597660	8.80000000E+1	
413.085940	8.90000000E+1	
413.574220	1.01000000E+2	
414.062500	9.40000000E+1	
414.550780	8.30000000E+1	
415.039060	9.00000000E+1	
415.527340	7.20000000E+1	
416.015630	8.30000000E+1	
416.503910	8.90000000E+1	
416.992190	9.20000000E+1	
417.480470	1.00000000E+2	
417.968750	7.80000000E+1	
418.45700	1.03000000E+2	
418.945310	7.90000000E+1	
419.433590	1.07000000E+2	
419.921880	1.04000000E+2	
420.410160	9.00000000E+1	
420.898440	8.80000000E+1	
421.386720	9.00000000E+1	
421.87500	9.20000000E+1	
422.363280	1.04000000E+2	
422.851560	8.80000000E+1	
423.339840	6.70000000E+1	
423.828130	9.70000000E+1	
424.316410	9.00000000E+1	
424.804690	8.40000000E+1	
425.29300	1.04000000E+2	
425.781250	9.60000000E+1	
426.269530	9.40000000E+1	
426.757810	7.80000000E+1	
427.246090	8.60000000E+1	
427.734380	9.80000000E+1	
428.222660	8.30000000E+1	
428.710940	7.90000000E+1	
429.199220	8.60000000E+1	
429.687500	9.80000000E+1	
430.175780	1.00000000E+2	
430.664060	8.30000000E+1	
431.152340	9.70000000E+1	
431.640630	9.30000000E+1	
432.128910	8.20000000E+1	
432.617190	8.70000000E+1	
433.105470	8.50000000E+1	
433.593750	7.70000000E+1	
434.08200	9.40000000E+1	
434.570310	9.20000000E+1	
435.058590	6.90000000E+1	
435.546880	7.80000000E+1	
436.035160	7.10000000E+1	
436.523440	8.80000000E+1	
437.011720	8.80000000E+1	
437.500	8.60000000E+1	
437.988280	9.30000000E+1	
438.476560	1.18000000E+2	
438.964840	8.30000000E+1	
439.453130	9.10000000E+1	
439.941410	8.50000000E+1	
440.429690	8.60000000E+1	
440.91800	8.00000000E+1	
441.406250	8.80000000E+1	
441.894530	9.30000000E+1	
442.382810	8.20000000E+1	
442.871090	9.00000000E+1	
443.359380	8.90000000E+1	
443.847660	9.80000000E+1	
444.335940	1.10000000E+2	
444.824220	9.20000000E+1	
445.312500	1.05000000E+2	
445.800780	8.40000000E+1	
446.289060	7.60000000E+1	
446.777340	8.60000000E+1	
447.265630	9.10000000E+1	
447.753910	8.70000000E+1	
448.242190	7.60000000E+1	
