Time,Counts,,,,,,,,,
15.104,772,762,522,350,623,332,543,501,484,183
15.232,763,812,589,364,658,365,567,512,507,188
15.36,773,770,607,370,677,369,603,505,515,180
15.488,765,805,548,401,680,368,554,452,514,184
15.616,764,776,563,370,687,335,582,486,521,162
15.744,764,820,572,354,594,371,532,516,517,228
15.872,721,823,577,366,593,363,550,489,500,162
16,764,786,565,343,653,380,510,456,441,176
16.128,703,810,530,330,633,370,539,460,442,213
16.256,715,794,522,318,568,335,547,432,505,206
16.384,744,760,509,366,609,377,505,467,440,165
16.512,734,808,571,378,573,372,523,427,459,164
16.64,751,835,548,349,577,339,504,447,470,163
16.768,683,761,528,368,562,343,567,445,481,156
16.896,695,768,531,312,572,346,510,419,446,175
17.024,688,747,537,358,580,306,488,414,415,197
17.152,699,747,507,356,646,348,526,458,434,164
17.28,734,755,522,322,577,336,473,390,438,159
17.408,725,712,500,353,576,309,496,430,455,195
17.536,698,767,485,342,586,327,512,466,487,175
17.664,664,765,496,339,555,309,455,402,477,182
17.792,667,788,511,349,535,336,469,433,432,173
17.92,677,696,499,344,587,340,465,390,461,137
18.048,660,727,482,329,590,337,474,439,438,174
18.176,667,704,519,354,597,317,502,390,447,175
18.304,661,689,528,354,520,301,439,373,451,161
18.432,698,770,538,305,533,319,460,419,440,166
18.56,697,748,466,344,579,330,450,397,412,173
18.688,653,716,506,332,555,307,511,385,424,183
18.816,683,711,518,336,537,303,464,353,416,146
18.944,703,712,497,306,509,328,430,412,404,180
19.072,677,728,490,326,542,315,498,395,427,175
19.2,712,704,448,318,530,338,464,392,446,179
19.328,632,758,472,302,482,296,451,359,376,166
19.456,688,727,516,306,544,303,422,388,399,163
19.584,671,719,474,298,507,289,425,346,420,173
19.712,661,769,506,350,509,300,402,371,402,173
19.84,706,704,447,324,525,307,442,397,403,160
19.968,650,675,448,305,537,298,391,345,397,182
20.096,706,714,437,313,521,325,436,379,425,178
20.224,648,711,442,301,525,285,406,374,390,144
20.352,633,710,452,275,532,313,420,352,388,169
20.48,635,726,461,331,533,288,401,359,411,167
20.608,628,659,504,330,511,313,379,334,428,173
20.736,644,712,444,300,508,305,414,331,368,153
20.864,596,739,451,332,524,279,381,350,368,151
20.992,655,650,457,309,511,296,399,338,375,180
21.12,672,675,453,317,532,330,387,367,387,150
21.248,670,744,423,292,518,284,391,362,404,164
21.376,667,748,410,313,513,299,383,347,359,149
21.504,670,717,445,298,514,300,443,328,386,152
21.632,649,646,445,299,469,280,416,308,350,132
21.76,625,683,439,306,468,274,400,331,393,158
21.888,639,694,442,326,505,269,409,269,382,155
22.016,610,743,412,276,532,313,395,311,358,137
22.144,639,680,439,281,447,309,391,332,348,168
22.272,621,735,444,307,488,271,384,312,341,152
22.4,609,734,435,313,469,277,367,301,350,159
22.528,615,661,447,320,472,279,352,345,377,162
22.656,613,665,439,287,473,287,373,324,374,142
22.784,643,686,426,294,451,275,406,308,386,175
22.912,586,673,416,317,471,283,367,310,342,142
23.04,652,671,424,283,474,293,400,324,358,155
23.168,568,704,411,291,449,295,326,295,365,136
23.296,604,670,471,299,457,277,391,334,335,141
23.424,639,684,397,318,534,275,353,300,345,143
23.552,631,669,414,288,478,266,398,322,349,169
23.68,569,666,389,333,452,260,355,277,307,125
23.808,626,671,401,275,451,242,328,311,366,153
23.936,598,726,377,287,436,261,338,322,332,160
24.064,588,665,390,296,474,252,328,291,350,131
24.192,622,683,390,312,481,254,319,293,365,162
24.32,618,644,398,267,455,268,367,268,358,139
24.448,623,681,418,291,446,279,329,283,364,154
24.576,584,635,389,288,460,241,324,306,337,160
24.704,588,671,378,273,474,272,318,289,326,125
24.832,594,716,405,282,451,274,331,247,371,140
24.96,582,661,418,263,445,260,345,288,355,136
25.088,612,662,379,270,448,253,356,314,326,140
25.216,559,667,397,292,457,252,318,267,324,140
25.344,590,619,410,293,438,255,341,274,325,143
25.472,550,648,400,300,435,243,351,293,342,136
25.6,573,670,379,268,418,243,339,281,329,129
25.728,626,699,372,272,467,243,312,261,325,130
25.856,563,659,382,281,445,230,350,303,359,139
25.984,568,636,373,292,427,242,328,273,328,140
26.112,546,659,377,266,457,250,337,273,333,139
26.24,564,659,392,269,434,249,288,277,317,149
26.368,567,659,388,268,400,255,325,285,312,157
26.496,543,651,382,289,416,247,317,260,320,143
26.624,578,615,412,284,421,239,324,248,311,119
26.752,574,673,384,281,454,264,289,249,285,136
26.88,545,614,362,293,415,250,335,293,326,149
27.008,567,650,382,243,433,265,320,216,318,131
27.136,560,648,346,274,416,238,321,279,299,121
27.264,523,639,369,259,415,233,294,236,327,146
27.392,556,609,397,240,444,230,300,253,325,122
27.52,540,632,378,252,446,219,303,240,291,127
27.648,554,672,415,280,405,245,270,269,285,142
27.776,527,603,371,278,439,247,307,225,300,140
27.904,555,631,365,243,431,266,301,248,297,142
28.032,576,626,355,277,421,260,287,242,314,139
28.16,534,619,344,271,418,240,270,267,280,152
28.288,577,613,382,278,393,233,276,233,304,129
28.416,525,620,385,262,394,277,305,232,285,110
28.544,555,668,337,304,398,242,279,245,304,129
28.672,558,576,333,247,436,224,320,241,308,146
28.8,549,615,340,252,427,209,290,248,303,154
28.928,538,689,333,288,399,201,287,257,317,138
29.056,525,616,366,249,403,261,282,234,307,132
29.184,531,637,350,271,436,220,286,213,299,151
29.312,536,604,338,241,396,208,276,249,318,144
29.44,535,634,377,271,400,223,302,251,263,131
29.568,538,581,353,266,421,246,268,225,313,118
29.696,537,602,343,241,421,248,265,244,293,140
29.824,527,617,372,244,409,215,284,224,267,127
29.952,521,592,368,262,394,222,253,234,262,151
30.08,494,573,330,272,395,208,245,231,290,152
30.208,540,583,337,240,389,213,260,219,276,134
30.336,530,660,361,239,390,257,276,209,283,126
30.464,547,575,328,226,414,256,272,223,281,130
30.592,529,597,341,250,405,227,262,223,297,128
30.72,488,655,383,264,400,188,307,218,289,141
30.848,489,610,299,237,385,222,282,214,299,128
30.976,536,559,333,248,404,228,314,201,287,124
31.104,525,552,343,257,390,216,272,223,292,124
31.232,507,571,322,263,398,208,255,199,283,128
31.36,453,603,321,225,385,207,263,226,310,128
31.488,534,555,377,270,355,219,283,214,267,103
31.616,499,563,324,261,403,223,257,192,288,119
31.744,508,609,302,239,365,215,255,223,243,121
31.872,518,627,339,284,372,244,242,211,256,110
32,482,623,346,217,348,179,256,187,269,161
32.128,523,612,342,252,362,183,279,216,254,124
32.256,549,566,333,227,405,218,268,190,284,109
32.384,495,614,374,254,349,217,261,192,269,127
32.512,488,579,331,243,355,200,244,224,288,147
32.64,498,570,343,259,389,220,273,204,296,133
32.768,530,592,338,243,360,189,256,184,256,128
32.896,520,564,357,233,387,212,245,232,257,143
33.024,515,587,349,230,410,223,227,195,256,119
33.152,509,585,343,265,336,202,263,224,244,114
33.28,509,596,336,250,349,203,252,195,278,129
33.408,515,581,314,280,362,209,234,197,282,121
33.536,509,549,323,238,318,227,242,199,289,146
33.664,455,596,324,236,382,209,264,180,251,126
33.792,513,573,355,229,367,217,232,199,281,131
33.92,451,597,336,237,387,186,236,192,240,121
34.048,479,537,297,238,330,206,232,174,262,109
34.176,494,546,339,244,386,225,245,173,269,155
34.304,503,536,357,251,372,192,232,196,254,124
34.432,473,560,321,232,342,214,226,196,268,114
34.56,473,571,304,244,352,192,205,191,269,108
34.688,503,547,317,229,324,201,246,228,286,118
34.816,496,551,311,208,325,180,254,201,259,124
34.944,469,568,294,251,336,185,228,158,239,128
35.072,476,571,295,250,361,211,229,203,244,126
35.2,503,541,305,243,349,177,235,214,274,125
35.328,482,535,325,235,373,201,222,211,263,123
35.456,534,584,339,230,328,185,248,179,247,126
35.584,467,585,267,235,355,221,232,159,250,124
35.712,478,530,313,232,332,184,233,164,244,123
35.84,481,511,305,230,341,211,239,191,251,113
35.968,448,566,323,202,321,195,242,157,280,127
36.096,464,566,308,203,365,188,234,183,254,114
36.224,481,550,303,245,326,189,215,181,241,135
36.352,445,552,293,246,343,198,218,183,268,116
36.48,479,549,276,230,332,199,218,179,258,112
36.608,477,555,285,225,362,189,218,170,267,110
36.736,471,502,304,210,341,186,220,173,246,130
36.864,475,554,279,222,357,191,206,181,240,111
36.992,459,545,309,233,318,190,198,177,232,111
37.12,506,536,291,206,328,160,242,152,218,106
37.248,504,498,319,227,333,188,220,170,254,123
37.376,433,511,282,225,330,181,216,146,237,110
37.504,471,534,275,234,354,193,233,181,256,114
37.632,460,541,310,215,348,188,221,167,224,121
37.76,465,552,275,227,380,180,196,158,256,121
37.888,500,588,287,217,302,168,190,150,254,114
38.016,469,523,306,228,337,196,206,150,221,96
38.144,435,508,296,205,318,205,216,153,248,128
38.272,427,535,305,219,319,188,237,167,211,103
38.4,440,533,302,196,333,164,207,167,257,117
38.528,483,510,307,229,322,195,210,163,225,115
38.656,437,559,280,238,320,166,195,172,246,124
38.784,432,533,321,214,314,188,195,159,230,125
38.912,430,528,301,220,365,176,203,162,255,113
39.04,457,532,304,198,327,189,228,152,224,109
39.168,442,538,299,188,331,188,188,153,238,115
39.296,476,467,319,177,283,157,183,162,260,117
39.424,454,529,295,225,337,163,224,141,247,100
39.552,430,533,259,233,320,172,194,128,240,109
39.68,505,545,279,199,316,194,196,162,198,98
39.808,475,531,295,232,311,186,185,151,234,114
39.936,441,545,327,225,330,171,189,164,241,108
40.064,504,514,292,180,325,162,197,133,212,87
40.192,436,520,283,204,308,182,206,142,212,106
40.32,459,549,301,227,307,193,185,150,231,111
40.448,458,534,292,220,337,202,175,161,224,89
40.576,430,518,282,226,305,169,197,131,226,113
40.704,447,501,263,217,294,165,196,154,249,104
40.832,427,530,277,219,331,170,199,160,238,94
40.96,425,486,262,214,337,159,187,171,237,99
41.088,459,549,272,233,331,161,187,164,235,112
41.216,437,475,277,221,287,189,184,171,212,103
41.344,419,510,255,230,290,170,201,143,226,97
41.472,432,505,266,197,340,179,166,138,223,116
41.6,451,550,288,230,310,159,188,117,206,105
41.728,428,490,245,214,302,154,192,134,212,109
41.856,433,488,276,199,326,159,177,148,218,119
41.984,452,491,273,208,306,158,184,120,201,91
42.112,455,532,265,197,327,160,171,173,244,126
42.24,444,502,279,204,315,173,167,148,226,99
42.368,426,527,292,211,326,158,167,138,204,104
42.496,481,456,266,219,306,165,180,123,206,99
42.624,456,522,241,219,281,180,183,131,244,102
42.752,438,500,275,190,298,156,183,134,197,123
42.88,435,491,264,212,340,176,206,124,207,99
43.008,405,468,242,203,308,149,177,143,193,103
43.136,431,499,275,184,281,171,163,119,210,107
43.264,434,492,252,214,278,166,166,122,215,105
43.392,446,467,271,198,299,161,189,152,248,109
43.52,438,462,271,194,326,145,186,134,211,88
43.648,431,510,252,191,279,170,175,146,192,98
43.776,465,475,249,213,319,165,195,130,211,109
43.904,432,502,256,218,337,147,195,125,212,118
44.032,418,484,297,202,332,159,157,129,197,121
44.16,399,473,252,197,259,150,161,156,206,94
44.288,421,458,257,199,319,162,184,133,208,104
44.416,425,493,212,227,304,148,185,142,227,109
44.544,441,510,249,206,320,164,182,131,202,102
44.672,411,504,258,188,287,160,156,143,244,98
44.8,413,499,246,182,285,160,174,132,205,86
44.928,425,471,255,206,310,156,133,125,204,117
45.056,418,493,291,209,286,169,169,122,226,89
45.184,391,493,263,212,305,162,158,107,181,100
45.312,411,471,231,185,261,155,166,120,191,85
45.44,406,477,265,205,298,148,152,115,188,106
45.568,412,492,240,186,284,153,153,145,192,99
45.696,402,493,252,198,299,174,164,128,213,112
45.824,376,476,277,193,269,173,165,128,214,93
45.952,410,493,246,173,295,166,158,129,211,113
46.08,396,509,279,205,296,152,151,122,214,106
46.208,421,514,257,184,256,161,180,145,189,97
46.336,413,442,259,176,311,154,150,123,181,105
46.464,367,458,232,177,289,171,140,118,187,100
46.592,410,459,262,177,306,172,192,125,183,115
46.72,369,491,240,186,297,165,155,123,198,94
46.848,429,468,252,172,284,145,157,124,186,100
46.976,444,499,269,201,326,149,162,122,217,97
47.104,392,475,253,196,280,142,150,130,186,99
47.232,394,461,254,203,313,161,166,125,204,91
47.36,424,481,263,185,311,152,136,115,200,112
47.488,417,463,244,194,295,136,169,110,201,84
47.616,410,460,242,195,280,145,172,102,217,94
47.744,416,486,210,202,284,152,158,114,191,94
47.872,435,518,243,174,309,168,166,120,198,92
48,393,518,266,194,305,132,148,120,197,107
48.128,461,482,259,185,278,162,132,121,193,90
48.256,357,488,215,194,291,141,144,116,188,95
48.384,375,445,260,196,275,138,163,134,187,98
48.512,412,493,250,176,281,118,171,112,189,110
48.64,367,423,233,189,279,152,159,121,157,112
48.768,420,454,276,169,311,157,158,100,200,86
48.896,396,411,249,182,283,136,140,108,214,104
49.024,391,493,246,198,279,159,139,112,174,88
49.152,379,479,210,193,250,140,141,112,203,107
49.28,445,453,225,182,283,127,117,96,183,111
49.408,390,483,226,198,290,133,150,115,172,114
49.536,385,494,238,190,280,149,147,109,220,94
49.664,369,471,257,191,300,139,157,116,187,100
49.792,371,445,207,186,248,143,134,114,199,89
49.92,427,436,238,182,276,146,140,98,179,89
50.048,414,440,208,180,270,163,156,104,189,74
50.176,389,458,228,189,291,132,146,111,179,101
50.304,356,465,228,197,258,133,157,127,189,83
50.432,427,408,241,166,262,143,151,117,189,97
50.56,395,424,227,183,258,142,129,105,167,93
50.688,364,463,200,196,273,119,134,107,188,103
50.816,401,474,231,175,271,143,130,120,182,99
50.944,366,437,217,205,262,145,136,111,197,76
51.072,399,436,227,187,257,148,138,98,193,92
51.2,365,456,240,173,227,155,134,110,154,101
51.328,370,470,210,180,270,158,140,97,168,70
51.456,396,438,230,178,252,155,130,118,173,91
51.584,401,415,229,202,279,127,131,100,176,83
51.712,358,440,203,186,263,143,141,117,170,89
51.84,370,437,223,175,271,139,108,101,182,93
51.968,373,467,244,166,253,138,137,92,175,92
52.096,400,430,215,161,287,148,129,89,174,83
52.224,369,423,219,172,293,144,158,94,160,99
52.352,355,439,212,192,227,123,151,101,189,90
52.48,375,436,247,170,273,141,147,111,187,90
52.608,352,476,236,181,248,117,130,86,178,91
52.736,374,437,206,178,248,130,137,89,170,104
52.864,399,409,218,172,241,143,143,105,153,81
52.992,380,470,229,177,257,138,134,109,155,84
53.12,369,455,241,168,266,125,130,97,188,82
53.248,381,465,225,184,275,138,138,89,166,91
53.376,370,418,217,153,250,148,140,81,193,99
53.504,378,448,219,166,242,138,137,109,187,95
53.632,396,428,212,177,251,135,135,86,173,86
53.76,385,405,215,191,284,133,139,107,163,97
53.888,326,437,226,179,233,134,126,109,187,83
54.016,406,419,243,177,235,142,124,85,167,84
54.144,349,432,210,199,296,145,128,91,162,84
54.272,380,445,223,160,232,124,136,100,177,95
54.4,351,425,212,176,295,121,125,100,172,70
54.528,330,431,225,177,237,133,138,88,167,73
54.656,338,436,250,173,255,134,145,87,171,84
54.784,388,420,185,155,280,119,126,103,172,89
54.912,298,395,204,147,270,137,125,96,178,88
55.04,363,415,221,188,229,120,113,87,170,122
55.168,392,382,206,170,265,121,134,85,178,96
55.296,348,447,216,179,238,138,118,87,167,83
55.424,367,426,203,175,242,134,125,84,150,86
55.552,347,412,241,170,224,150,117,103,167,99
55.68,353,425,208,179,252,131,132,88,159,78
55.808,365,423,215,187,243,130,131,104,168,83
55.936,331,438,196,149,239,135,131,97,166,89
56.064,364,468,230,182,262,119,120,104,163,92
56.192,379,455,204,164,245,146,130,92,164,93
56.32,396,380,196,159,245,132,142,77,154,80
56.448,352,413,215,176,248,139,119,90,160,92
56.576,340,387,224,183,237,146,129,88,191,86
56.704,388,456,204,149,247,133,120,93,163,87
56.832,323,407,196,163,220,127,131,94,146,91
56.96,344,451,207,155,254,131,96,89,177,87
57.088,355,433,207,146,282,133,128,95,156,88
57.216,354,430,203,185,243,128,122,87,156,80
57.344,380,417,213,189,228,140,117,97,153,89
57.472,338,377,231,197,248,126,124,102,151,84
57.6,355,395,202,169,232,134,110,101,171,94
57.728,378,408,192,181,222,146,134,75,149,87
57.856,380,428,193,178,254,141,115,86,140,85
57.984,340,393,223,158,248,139,114,76,158,79
58.112,397,396,199,152,259,117,109,91,164,96
58.24,353,428,206,158,227,120,116,85,154,80
58.368,338,419,187,160,239,138,119,89,145,87
58.496,360,358,167,154,232,138,116,103,172,85
58.624,335,396,198,149,230,146,118,93,170,78
58.752,326,393,224,159,257,97,108,63,165,67
58.88,336,402,203,155,223,115,128,88,140,90
59.008,323,373,236,167,249,149,104,85,172,79
59.136,330,383,206,190,259,129,129,94,171,76
59.264,323,367,194,182,236,130,106,73,174,85
59.392,300,380,216,159,230,137,122,73,154,82
59.52,329,460,205,173,240,116,124,78,153,75
59.648,323,402,199,184,232,125,110,88,144,91
59.776,336,397,210,145,231,130,108,93,157,83
59.904,360,410,208,163,201,142,95,91,172,90
60.032,340,435,198,157,239,135,108,67,148,90
60.16,314,409,219,161,217,123,104,72,149,67
60.288,332,386,189,140,249,126,104,76,133,87
60.416,323,400,167,169,205,129,123,100,151,72
60.544,331,386,213,155,230,136,124,86,167,80
60.672,277,396,210,144,266,114,120,69,151,88
60.8,332,386,205,160,230,125,107,80,134,72
60.928,346,419,172,159,249,125,103,79,154,88
61.056,307,363,189,166,210,148,103,80,154,78
61.184,342,415,170,151,263,121,95,77,163,87
61.312,341,394,189,147,220,124,95,81,159,88
61.44,306,406,195,179,224,122,101,71,156,76
61.568,325,412,183,168,214,121,94,76,141,81
61.696,330,411,167,158,232,115,118,69,149,82
61.824,328,399,189,187,228,113,102,73,127,84
61.952,350,381,183,156,237,110,113,77,139,90
62.08,350,380,193,151,201,135,100,73,141,68
62.208,314,388,196,144,235,124,118,91,140,70
62.336,321,405,188,145,216,129,103,70,167,85
62.464,326,388,193,146,246,93,116,75,136,71
62.592,351,393,198,177,236,128,123,63,154,86
62.72,330,385,171,167,228,108,114,76,151,83
62.848,330,390,200,172,229,107,103,94,139,62
62.976,321,372,192,151,207,117,96,79,133,79
63.104,296,393,199,154,227,133,114,86,127,86
63.232,314,360,183,173,246,128,115,77,131,100
63.36,311,377,151,146,243,128,93,74,149,82
63.488,316,362,193,168,240,108,110,60,139,89
63.616,346,385,214,153,200,126,117,63,138,81
63.744,321,362,188,152,229,109,110,61,130,83
63.872,298,385,199,152,223,124,100,71,126,80
64,304,367,185,152,221,124,104,80,162,85
64.128,323,372,175,133,221,126,96,77,160,80
64.256,279,352,145,145,237,125,100,64,155,73
64.384,315,400,205,162,246,110,112,70,140,77
64.512,320,381,181,158,210,104,105,68,142,79
64.64,324,365,174,143,205,113,99,80,122,92
64.768,323,381,166,139,221,119,96,61,132,61
64.896,280,381,183,166,210,100,84,78,150,90
65.024,285,396,192,156,218,115,85,62,127,69
65.152,278,391,186,168,227,116,84,84,121,90
65.28,325,375,182,144,206,107,102,61,141,78
65.408,309,387,175,155,229,116,92,69,135,87
65.536,305,380,177,153,242,116,117,62,130,84
65.664,311,366,190,184,205,97,86,67,126,77
65.792,344,395,197,159,210,110,87,84,125,78
65.92,301,370,130,137,248,108,83,56,150,93
66.048,295,365,193,139,194,103,101,87,150,81
66.176,305,345,191,150,183,107,98,61,129,68
66.304,298,370,175,158,224,113,96,78,127,82
66.432,301,380,174,139,219,96,88,70,149,61
66.56,275,394,175,152,232,132,106,67,140,84
66.688,302,354,177,151,233,127,80,79,119,79
66.816,329,363,195,161,230,110,91,78,129,76
66.944,319,391,187,153,243,114,107,64,127,82
67.072,301,350,174,150,203,96,79,76,143,71
67.2,278,366,200,165,215,121,92,79,121,68
67.328,313,371,174,148,235,112,84,68,134,60
67.456,293,373,169,126,240,109,87,72,132,62
67.584,298,355,186,135,211,100,109,67,150,77
67.712,292,352,164,140,206,103,88,69,149,99
67.84,274,371,167,178,202,85,84,77,120,92
67.968,294,384,160,158,200,96,63,75,143,80
68.096,286,386,185,149,218,121,98,74,137,79
68.224,323,348,184,157,220,117,89,64,134,62
68.352,292,376,178,155,215,132,107,58,124,67
68.48,294,347,175,143,212,93,93,60,130,88
68.608,311,354,200,155,227,112,106,68,114,70
68.736,269,362,139,166,195,126,89,60,152,82
68.864,304,358,138,139,208,102,70,71,108,72
68.992,343,364,159,151,210,109,91,59,110,85
69.12,276,381,181,133,211,101,92,72,139,80
69.248,313,349,157,137,224,100,77,79,106,74
69.376,303,345,160,140,220,100,80,62,129,70
69.504,318,359,165,156,239,100,98,59,131,67
69.632,293,346,184,160,224,96,96,68,111,62
69.76,328,340,168,136,197,105,102,57,129,79
69.888,301,327,183,164,211,98,86,57,126,76
70.016,299,329,181,144,229,88,93,65,131,72
70.144,291,376,166,141,198,115,95,51,115,80
70.272,343,365,146,150,231,106,73,68,101,75
70.4,300,352,186,154,214,118,86,67,131,57
70.528,311,352,152,127,181,115,89,56,144,67
70.656,271,372,181,141,204,106,103,68,128,73
70.784,277,346,153,139,204,115,90,69,134,80
70.912,296,354,198,143,204,111,81,61,146,63
71.04,284,334,154,153,206,116,101,61,122,75
71.168,271,332,179,132,208,92,97,66,125,76
71.296,306,345,155,136,225,78,83,69,132,73
71.424,307,366,165,140,202,100,79,53,136,73
71.552,313,365,164,134,188,105,87,61,139,69
71.68,295,356,155,154,206,93,78,77,124,66
71.808,311,357,170,137,190,105,86,64,120,49
71.936,280,372,160,143,201,109,84,50,109,77
72.064,279,386,174,144,192,90,80,58,114,71
72.192,287,350,158,127,183,91,86,71,125,62
72.32,281,377,173,144,195,113,95,56,129,67
72.448,293,343,165,144,190,122,86,66,122,63
72.576,260,351,147,128,198,81,80,59,112,68
72.704,278,374,169,154,181,96,77,63,106,71
72.832,294,341,150,136,183,94,81,47,115,77
72.96,278,338,157,146,195,95,84,66,110,68
73.088,273,379,174,152,230,105,81,47,124,65
73.216,278,354,137,125,207,103,86,66,102,57
73.344,278,348,146,143,208,101,85,61,111,69
73.472,280,328,178,130,201,104,82,60,122,65
73.6,282,327,156,142,171,98,86,56,102,74
73.728,277,337,169,141,172,101,94,60,123,64
73.856,252,344,167,134,214,101,67,64,141,70
73.984,293,329,167,137,206,108,79,63,116,68
74.112,253,372,165,123,204,115,77,62,113,62
74.24,294,336,155,143,173,103,75,63,115,68
74.368,280,315,179,126,218,118,91,61,93,84
