Time (ns),Br25 Air 100pc,Br25 Air 50pc,Br25 Air 50pct7int,Br25 Glass 100pc,Br25 Glass 50pc,Br25 Glass 50pct7int,AlO Air 100pc,AlO Air 50pc,AlO Air 50pct7int,AlO Glass 100pc,AlO Glass 50pc,AlO Glass 50pct7int,Me4 Air 100pc,Me4 Air 50pc,Me4 Air 50pct7int,Me4 Glass 100pc,Me4 Glass 50pc,Me4 Glass 50pct7int
457.472,3,0,7,9,5,17,8,7,7,5,2,10,1,3,2,7,6,9
457.6,2,1,2,3,7,12,3,9,8,2,3,13,3,3,8,4,7,12
457.728,6,5,6,4,11,23,2,1,6,3,4,6,5,3,4,5,4,12
457.856,0,1,11,3,8,21,5,4,7,5,7,8,3,1,5,3,7,11
457.984,1,4,5,3,7,21,2,2,5,7,3,6,4,1,3,7,4,9
458.112,0,3,5,7,8,15,4,2,7,5,9,7,5,3,4,3,8,8
458.24,7,3,6,3,4,29,4,4,1,5,4,10,3,6,2,6,5,11
458.368,8,3,4,4,4,25,6,3,5,4,2,6,1,4,4,8,5,8
458.496,5,5,4,4,3,31,4,4,5,6,12,7,3,3,4,5,1,7
458.624,1,4,8,6,3,29,4,3,1,0,9,11,3,3,1,4,6,9
458.752,0,4,6,6,2,19,3,4,7,3,4,5,3,1,0,4,6,10
458.88,0,4,5,3,5,23,10,4,3,5,10,6,10,2,7,3,8,13
459.008,3,2,4,2,4,27,7,9,6,4,4,6,6,2,2,5,7,9
459.136,2,3,4,3,7,25,4,4,3,5,6,10,1,3,4,4,6,18
459.264,1,3,5,4,5,20,6,8,1,5,7,8,7,3,3,7,5,8
459.392,2,2,7,5,8,21,1,2,2,7,6,12,0,4,2,10,5,7
459.52,3,3,10,3,3,25,4,7,4,6,5,6,4,4,3,10,4,12
459.648,2,3,2,3,3,22,1,2,6,5,8,11,3,3,5,1,5,17
459.776,1,5,4,3,10,17,7,8,6,2,4,3,4,0,2,7,9,13
459.904,2,5,5,6,7,27,5,8,6,1,7,4,7,0,3,7,3,4
460.032,1,6,8,3,4,17,6,5,2,7,8,6,5,1,3,5,6,11
460.16,1,3,5,1,11,15,4,6,3,6,4,3,5,3,1,6,6,9
460.288,2,4,4,6,10,8,2,9,2,5,9,9,4,1,1,3,4,7
460.416,2,2,5,1,8,21,2,3,5,4,2,6,3,1,4,6,3,15
460.544,1,3,6,3,5,24,5,1,6,3,2,10,2,2,4,5,8,12
460.672,0,5,8,3,4,21,6,5,3,3,6,7,6,3,1,1,4,11
460.8,3,4,3,4,5,23,2,5,9,5,4,5,2,4,3,3,4,9
460.928,4,2,1,5,5,26,8,6,4,11,9,9,4,1,2,4,3,8
461.056,1,3,3,4,9,24,9,4,2,5,7,12,4,3,3,2,4,11
461.184,1,3,6,4,4,28,9,8,3,6,2,8,3,1,1,4,7,16
461.312,2,2,6,5,0,17,1,4,6,3,4,14,5,1,2,5,7,7
461.44,1,0,5,2,5,25,9,7,4,5,4,5,2,1,4,3,5,11
461.568,3,1,5,3,3,28,7,4,2,3,6,8,0,3,4,6,5,10
461.696,1,3,5,5,9,23,5,3,4,3,1,9,3,3,5,3,3,8
461.824,4,6,5,3,7,22,4,6,8,9,2,3,3,2,2,5,3,9
461.952,1,0,6,3,6,19,8,4,7,5,6,3,4,7,2,6,3,5
462.08,1,0,3,7,3,17,2,4,3,1,7,3,2,3,1,5,2,7
462.208,3,4,11,4,9,13,9,5,2,5,7,10,1,1,3,1,3,11
462.336,3,4,5,4,6,27,3,6,4,3,5,8,3,3,2,3,3,12
462.464,0,3,5,5,6,21,5,4,5,5,9,7,4,2,0,1,2,11
462.592,1,2,4,4,4,27,6,7,5,4,5,12,3,1,2,0,5,13
462.72,3,3,3,5,8,15,5,3,4,5,2,8,5,2,0,5,4,8
462.848,2,1,4,4,4,20,5,5,4,5,7,10,5,1,4,6,4,12
462.976,2,4,9,2,2,14,3,6,3,7,3,5,2,3,2,9,1,10
463.104,2,5,5,3,10,29,2,14,7,4,6,4,5,2,2,3,6,5
463.232,1,4,6,5,5,20,4,4,2,9,3,8,2,3,2,4,8,7
463.36,2,2,4,2,7,25,4,6,5,5,2,13,4,3,7,10,3,9
463.488,1,4,6,2,8,21,4,6,4,2,4,8,5,5,2,2,4,12
463.616,2,5,3,5,10,19,7,8,7,4,2,1,3,2,4,2,4,13
463.744,3,3,4,3,9,20,1,6,6,3,6,10,2,3,0,4,6,9
463.872,1,4,1,0,10,20,3,3,1,4,4,7,2,2,1,5,8,8
464,4,2,3,2,7,17,5,1,4,6,2,7,4,2,4,2,1,10
464.128,4,5,6,1,0,13,4,3,3,4,8,8,4,4,2,5,5,8
464.256,2,2,3,4,4,24,6,3,6,5,3,12,5,5,2,4,5,8
464.384,2,2,5,3,9,15,2,6,9,3,6,10,3,0,3,7,7,11
464.512,3,5,2,6,8,17,7,6,4,4,5,3,3,0,3,4,3,5
464.64,0,3,8,3,5,27,5,3,5,6,5,4,2,0,1,1,3,10
464.768,2,3,11,3,9,26,5,3,4,3,7,9,4,2,1,3,0,8
464.896,0,5,7,4,7,14,4,4,4,5,5,3,4,0,2,7,4,7
465.024,3,1,3,3,6,15,4,3,3,0,6,10,3,3,4,6,8,14
465.152,1,1,8,5,4,22,6,7,4,6,9,10,5,1,1,4,3,13
465.28,2,3,5,2,2,16,5,1,3,4,5,5,1,1,5,3,6,6
465.408,3,1,5,2,4,21,4,8,5,3,3,6,5,2,2,3,5,9
465.536,0,2,8,2,4,19,8,8,2,3,3,9,3,2,5,3,3,8
465.664,1,2,6,4,4,24,6,7,5,0,8,7,2,2,3,4,5,10
465.792,2,1,4,3,5,28,4,4,1,3,2,4,3,0,2,3,7,5
465.92,3,0,5,4,7,21,2,5,4,9,6,6,4,2,2,4,2,15
466.048,1,5,7,3,9,15,4,3,2,3,10,6,3,1,2,4,7,5
466.176,0,3,7,5,6,11,1,7,7,3,8,9,1,0,4,5,9,8
466.304,2,6,6,7,7,24,0,6,7,6,5,1,3,4,1,10,6,4
466.432,1,3,4,1,3,27,0,5,7,4,5,9,5,3,1,3,2,11
466.56,2,1,5,6,6,15,7,3,3,3,4,11,3,2,0,2,1,12
466.688,1,4,8,1,5,23,0,2,5,5,1,6,2,2,3,5,3,10
466.816,2,4,10,2,9,24,6,5,8,3,5,9,5,1,0,3,4,10
466.944,3,2,8,3,9,23,4,5,5,4,6,7,5,2,3,3,7,10
467.072,0,2,4,0,3,13,3,11,4,5,3,5,5,1,3,4,3,11
467.2,1,10,3,9,7,19,3,5,7,8,5,7,5,2,4,6,9,11
467.328,4,4,1,5,9,23,5,6,6,5,5,8,3,4,3,8,6,13
467.456,2,2,10,6,3,19,1,1,2,8,4,8,2,3,2,4,4,5
467.584,4,2,8,5,8,15,4,9,7,4,4,6,4,3,1,4,7,9
467.712,4,3,5,4,5,17,2,9,4,7,4,11,2,3,2,6,4,13
467.84,3,6,6,3,6,21,4,6,6,8,4,3,4,3,2,2,5,16
467.968,2,7,11,5,6,22,4,6,7,4,3,10,5,1,3,6,4,4
468.096,2,3,4,3,3,18,6,0,7,8,4,4,4,0,3,5,11,10
468.224,1,0,9,2,3,16,3,6,1,8,8,6,4,2,3,4,7,13
468.352,1,1,7,3,6,21,4,5,3,1,4,5,4,1,2,11,4,16
468.48,3,1,7,4,4,25,4,7,3,6,5,10,0,5,3,11,6,11
468.608,2,3,4,1,7,12,5,5,6,2,1,5,3,1,2,5,5,8
468.736,3,3,3,6,3,15,3,5,6,5,3,6,1,5,5,5,2,8
468.864,0,4,4,5,7,21,2,1,5,3,9,5,2,0,3,4,5,14
468.992,2,1,5,2,8,29,5,0,1,2,0,4,1,3,2,5,3,4
469.12,0,2,6,2,7,29,7,4,2,2,5,8,2,1,5,2,8,14
469.248,4,2,4,5,6,26,3,5,1,6,4,6,2,5,3,5,8,8
469.376,0,5,4,1,5,17,2,4,4,4,4,9,5,2,2,4,8,10
469.504,3,3,5,3,7,21,3,0,7,7,6,7,6,4,0,5,5,14
469.632,3,4,4,3,8,21,5,7,3,5,3,7,2,1,2,3,5,6
469.76,2,4,4,6,7,28,7,6,5,3,3,12,7,2,3,4,8,14
469.888,3,3,9,2,9,20,2,2,5,6,5,9,8,3,3,4,6,12
470.016,1,0,7,1,1,25,4,7,2,7,3,6,4,2,0,6,7,8
470.144,3,0,1,2,6,20,2,8,5,4,4,4,5,0,2,5,6,6
470.272,3,4,2,3,9,21,0,8,3,8,7,8,2,2,1,1,6,10
470.4,1,3,2,6,3,26,2,5,6,3,1,9,3,0,4,5,5,10
470.528,1,4,9,3,6,20,3,7,6,5,5,5,3,4,4,12,5,13
470.656,1,1,5,8,6,15,2,3,2,11,1,8,5,1,1,5,7,11
470.784,2,7,4,1,8,24,5,4,5,4,5,10,4,3,5,5,10,10
470.912,2,5,10,2,7,21,7,4,7,6,3,11,7,4,5,3,4,13
471.04,0,4,4,2,8,23,6,9,5,6,4,13,0,1,3,3,3,11
471.168,3,3,4,5,5,21,3,4,4,5,4,4,3,5,2,5,7,10
471.296,4,3,4,5,1,21,4,3,3,3,3,9,2,1,2,6,3,7
471.424,0,6,2,2,6,19,6,2,3,3,2,5,2,0,1,5,5,11
471.552,3,5,5,2,4,16,2,4,2,3,3,5,5,4,5,2,3,10
471.68,1,1,3,3,3,22,5,5,2,1,3,8,3,3,8,4,5,7
471.808,0,2,4,4,4,16,6,7,7,5,7,4,6,0,1,3,8,10
471.936,0,3,2,4,7,20,6,6,7,3,8,8,6,2,2,5,5,12
472.064,1,1,7,3,1,20,1,10,5,5,6,9,1,2,1,3,9,4
472.192,2,2,3,7,5,11,4,3,4,5,3,10,5,1,4,4,3,6
472.32,0,6,7,5,14,17,5,6,1,9,4,7,3,2,1,2,2,17
472.448,3,1,5,5,9,25,4,2,2,1,4,6,2,0,4,6,5,15
472.576,0,4,5,2,3,22,7,9,3,3,5,7,5,2,3,3,7,10
472.704,1,5,6,4,5,16,7,9,6,5,3,7,3,1,4,6,6,5
472.832,3,4,3,7,6,26,6,5,5,3,2,7,2,0,3,6,6,17
472.96,1,6,6,4,9,18,1,7,3,3,8,5,5,3,2,4,6,5
473.088,1,3,3,2,9,15,1,6,8,5,7,6,3,3,2,4,5,6
473.216,4,3,3,2,3,18,1,4,7,9,4,7,3,5,4,7,6,11
473.344,0,3,6,3,7,28,0,4,5,3,1,5,5,4,3,5,10,13
473.472,2,2,6,6,7,19,2,6,4,8,1,4,2,2,1,5,5,13
473.6,3,4,7,5,9,16,6,5,3,3,5,7,6,1,2,4,3,5
473.728,0,1,4,3,2,17,6,7,3,6,6,7,5,0,7,2,8,12
473.856,1,2,4,5,4,24,3,5,5,4,1,6,5,4,0,4,3,14
473.984,3,2,5,1,6,22,2,4,7,3,7,5,2,3,2,2,4,4
474.112,2,4,3,4,5,20,2,6,8,3,2,9,7,1,2,2,2,13
474.24,1,2,9,2,7,23,5,2,4,6,7,10,4,1,0,3,7,12
474.368,1,1,2,3,9,20,4,5,4,5,5,4,0,4,3,5,5,11
474.496,3,2,10,4,9,20,6,5,9,3,6,5,5,5,6,3,3,11
474.624,4,4,10,1,4,12,1,5,2,6,9,7,7,4,4,6,7,7
474.752,1,2,1,7,8,19,5,5,8,3,4,4,6,1,2,5,4,5
474.88,0,3,2,3,7,28,6,5,7,10,8,6,8,2,2,6,6,7
475.008,1,3,2,2,3,8,8,9,5,8,2,10,4,1,1,0,8,12
475.136,4,4,5,5,5,20,2,4,1,6,3,10,2,3,3,5,5,7
475.264,0,3,5,1,7,17,3,6,3,3,1,9,4,3,2,8,10,12
475.392,0,7,11,2,0,15,2,8,3,8,4,11,4,4,4,3,5,12
475.52,1,1,3,1,4,20,8,3,5,4,4,8,4,2,1,7,6,9
475.648,1,4,4,1,6,24,3,6,4,2,2,10,4,2,2,5,9,10
475.776,1,2,7,1,6,18,6,5,5,8,5,6,4,2,5,6,6,8
475.904,1,3,3,4,3,19,2,5,5,4,7,7,1,3,4,6,8,11
476.032,4,3,2,4,0,21,2,5,9,4,1,6,5,3,5,5,4,16
476.16,0,2,6,4,8,26,6,5,6,7,8,6,0,2,2,3,9,9
476.288,1,2,6,1,6,18,7,4,1,5,5,8,4,2,7,3,4,9
476.416,5,3,8,4,6,15,2,5,5,9,4,6,2,0,1,5,7,5
476.544,4,4,4,2,6,19,4,5,7,9,5,7,4,0,4,5,4,10
476.672,4,3,4,1,8,24,2,2,8,5,3,10,3,2,3,1,5,12
476.8,1,5,5,5,3,22,4,11,3,2,5,6,3,2,0,2,8,6
476.928,2,5,5,3,3,16,4,7,9,6,2,6,5,3,1,4,8,14
477.056,2,1,5,1,6,19,7,10,5,3,6,7,5,1,5,3,5,11
477.184,1,1,4,0,3,19,4,7,5,3,6,6,5,2,2,3,4,8
477.312,0,5,8,7,5,17,4,4,4,7,3,2,4,4,2,2,6,12
477.44,1,3,5,3,3,26,4,5,3,4,5,4,3,4,1,7,6,8
477.568,1,3,5,4,3,18,4,4,2,12,4,6,4,1,1,6,2,13
477.696,1,1,3,6,6,23,7,6,4,6,4,11,1,0,5,4,6,10
477.824,1,1,7,2,4,25,6,2,8,8,5,6,6,0,5,8,5,12
477.952,1,2,5,3,11,18,2,5,3,6,3,7,4,2,1,6,3,5
478.08,1,2,4,2,5,26,4,6,3,5,4,7,1,3,7,10,7,9
478.208,2,3,3,2,3,32,6,1,5,3,1,8,2,4,2,8,8,5
478.336,1,1,6,3,4,19,7,3,1,7,4,7,4,4,6,4,6,12
478.464,4,7,5,2,4,21,2,8,2,4,8,5,2,3,0,10,7,9
478.592,1,3,6,2,2,24,3,3,3,4,4,3,2,1,2,4,5,9
478.72,1,1,4,2,4,19,3,6,3,6,8,5,0,0,4,6,6,9
478.848,2,2,6,3,1,14,2,6,6,2,8,7,1,2,0,3,5,7
478.976,1,3,7,3,4,23,7,5,7,5,0,5,0,0,1,3,6,5
479.104,3,3,5,4,7,18,7,4,4,4,3,5,4,4,1,4,5,10
479.232,3,4,3,3,8,11,3,3,5,3,4,7,1,5,5,7,4,12
479.36,0,4,5,1,5,15,2,6,7,5,5,7,3,4,2,2,4,12
479.488,4,1,9,7,4,17,4,6,5,1,4,6,3,3,3,2,6,12
479.616,3,4,10,3,7,24,8,8,3,4,5,3,1,0,3,5,4,4
479.744,3,3,8,2,4,15,5,2,3,5,5,14,4,0,0,9,8,7
479.872,1,3,6,1,6,31,1,4,4,2,3,7,2,2,2,7,3,10
480,0,5,4,3,4,16,1,4,4,7,6,3,3,2,2,2,5,9
480.128,1,3,4,3,9,21,3,3,4,6,2,6,4,4,1,11,6,9
480.256,1,3,2,2,3,14,5,9,6,3,6,3,0,2,3,4,3,9
480.384,1,5,6,5,6,17,4,9,4,1,8,5,3,1,2,6,1,14
480.512,0,1,5,2,6,16,2,4,4,3,4,11,2,2,4,5,3,11
480.64,3,2,6,1,6,18,5,4,2,4,1,4,2,1,5,5,6,6
480.768,0,3,5,5,5,14,5,2,9,6,5,3,2,2,3,2,6,16
480.896,1,4,4,4,5,18,4,5,7,5,6,6,4,2,1,2,5,8
481.024,1,5,3,6,3,21,4,5,6,6,2,4,4,1,3,5,4,8
481.152,2,2,4,13,3,21,4,1,3,2,8,11,6,1,1,3,5,10
481.28,2,1,12,3,5,25,1,5,0,3,4,6,2,1,0,6,3,16
481.408,1,3,5,2,7,17,7,2,2,4,4,9,4,2,4,4,9,10
481.536,1,2,3,2,8,19,3,7,3,2,4,3,2,2,3,9,2,12
481.664,4,2,6,1,6,17,7,5,2,3,2,5,1,0,3,5,5,9
481.792,3,2,7,2,6,15,7,5,1,6,4,8,3,0,2,7,5,5
481.92,4,3,3,0,7,17,5,3,7,2,4,8,3,2,2,6,6,10
482.048,3,3,7,3,7,25,5,2,3,3,1,7,4,1,3,3,4,9
482.176,1,2,9,1,4,19,2,3,4,6,5,6,4,1,1,6,4,11
482.304,3,2,1,2,7,26,6,5,5,3,2,6,1,5,4,5,8,16
482.432,3,1,2,5,5,12,5,6,5,3,7,6,3,1,4,0,3,8
482.56,2,5,4,0,5,29,6,3,6,3,5,8,2,2,3,8,9,8
482.688,2,2,6,3,3,19,4,7,3,3,3,9,1,5,2,4,6,4
482.816,2,2,6,4,5,12,2,3,6,10,7,7,5,0,5,4,3,11
482.944,1,4,7,4,5,25,2,8,8,8,6,3,0,0,2,4,6,14
483.072,0,5,6,4,3,26,8,4,6,3,2,7,6,1,1,5,10,14
483.2,1,5,8,2,3,13,4,6,6,4,6,8,2,2,1,4,7,11
483.328,0,1,3,2,8,22,4,5,3,5,1,4,2,5,2,6,10,13
483.456,0,2,3,4,2,22,2,2,5,4,5,3,1,4,5,5,6,9
483.584,1,3,5,6,5,14,2,3,6,6,5,3,4,2,3,7,10,11
483.712,2,3,7,4,4,24,4,4,4,4,5,5,8,4,3,5,2,14
483.84,3,5,5,3,3,21,3,3,4,3,3,7,2,2,2,2,5,11
483.968,2,3,3,3,5,9,5,7,2,5,4,8,5,5,2,3,4,9
484.096,0,0,4,6,7,22,2,2,2,1,0,5,4,1,4,5,10,11
484.224,4,4,3,2,6,17,3,9,4,2,3,6,1,1,1,6,7,9
484.352,0,4,3,6,7,19,4,5,4,2,6,6,3,2,2,11,1,8
484.48,1,3,7,5,6,25,5,2,1,6,3,6,3,0,2,3,3,7
484.608,2,1,6,4,7,12,2,5,8,1,3,4,3,3,4,6,7,11
484.736,1,5,8,2,7,23,4,7,2,1,4,5,3,1,4,8,3,7
484.864,2,3,13,4,6,19,8,6,3,5,6,8,7,2,1,4,6,12
484.992,1,5,8,2,9,15,1,3,4,5,5,4,2,0,1,5,3,10
485.12,2,3,2,4,5,13,3,2,7,2,7,8,3,3,0,7,6,9
485.248,0,3,7,3,9,27,8,10,9,8,5,2,1,2,4,5,9,12
485.376,5,1,5,1,9,28,0,3,5,4,3,6,4,1,2,7,5,8
485.504,0,4,4,1,5,21,4,7,5,2,6,8,3,0,4,3,3,8
485.632,2,0,4,2,5,26,3,3,2,7,3,6,1,1,1,5,8,8
485.76,1,1,4,1,3,23,4,5,3,3,4,4,0,2,2,6,8,12
485.888,0,3,9,5,5,22,6,4,5,3,2,9,3,2,2,5,4,9
486.016,3,3,4,1,2,24,4,3,3,6,4,5,3,3,2,2,4,16
486.144,3,7,5,3,5,14,4,5,3,3,1,2,1,1,1,3,4,9
486.272,0,4,6,3,2,15,5,5,2,0,5,11,6,5,3,4,5,19
486.4,3,3,4,3,1,29,1,5,4,5,2,13,2,4,2,4,5,6
486.528,2,1,4,4,5,17,4,4,4,4,3,11,3,4,1,4,3,13
486.656,2,5,8,2,6,35,5,9,4,6,4,7,1,2,0,8,3,7
486.784,3,6,6,5,7,23,6,9,2,7,6,5,7,4,1,3,5,11
486.912,2,3,5,2,3,29,5,2,1,5,5,7,1,3,4,4,6,9
487.04,0,7,4,1,7,14,4,3,11,2,4,12,2,2,2,3,8,9
487.168,1,2,8,4,5,14,3,2,4,6,1,12,3,2,3,2,5,4
487.296,1,4,5,3,3,15,3,3,5,1,7,8,5,3,0,9,6,13
487.424,2,2,2,3,4,22,0,6,6,4,7,9,6,0,3,7,5,8
487.552,0,1,4,3,2,15,8,7,3,7,2,7,4,4,1,5,0,14
487.68,2,5,9,2,4,20,4,5,7,6,3,9,4,2,1,8,7,11
487.808,0,2,7,10,9,23,1,7,6,1,3,4,1,3,3,6,6,8
487.936,2,2,3,2,5,19,4,6,5,3,3,8,3,2,3,6,6,14
488.064,2,1,4,2,3,17,5,5,5,11,5,8,2,8,2,7,3,7
488.192,3,2,1,2,4,20,6,4,1,3,2,9,3,3,5,5,4,8
488.32,5,3,7,2,8,15,2,3,3,3,7,5,2,2,1,3,4,8
488.448,3,3,10,4,6,16,3,3,7,3,3,3,4,4,6,2,1,10
488.576,0,0,6,6,7,21,3,4,5,4,4,7,4,4,2,3,8,17
488.704,2,1,4,5,7,19,4,3,8,4,8,6,3,2,0,3,6,13
488.832,1,1,9,4,2,22,4,4,2,6,4,8,4,1,4,3,10,12
488.96,2,1,4,5,10,23,3,3,4,1,4,5,7,3,1,9,7,16
489.088,3,10,4,0,4,14,3,8,3,5,6,5,4,3,1,3,7,6
489.216,1,2,3,4,5,19,4,7,7,4,4,6,3,0,4,6,3,8
489.344,2,0,2,9,3,23,3,4,5,5,7,15,6,1,1,5,5,16
489.472,1,6,7,2,5,17,4,4,5,3,3,5,5,1,3,2,6,7
489.6,1,3,5,3,6,28,2,6,1,5,7,9,4,1,1,2,3,6
489.728,3,3,4,3,11,23,6,3,4,4,8,11,2,1,1,6,9,11
489.856,2,1,12,4,4,21,4,4,6,7,2,15,3,1,1,3,4,7
489.984,1,4,5,4,5,21,4,4,3,4,4,8,6,3,4,5,4,6
490.112,4,3,5,3,9,25,3,5,2,5,3,3,4,3,2,2,7,12
490.24,3,3,7,3,1,19,4,3,2,1,3,5,3,0,5,2,5,7
490.368,5,2,7,1,4,24,9,5,1,3,7,8,4,2,1,1,5,10
490.496,1,5,4,4,6,25,3,7,0,2,3,8,1,1,2,6,6,8
490.624,2,2,5,4,2,20,5,7,6,6,4,5,5,5,3,7,6,10
490.752,2,1,0,4,7,21,7,5,8,2,4,4,3,3,0,2,6,13
490.88,5,3,5,4,5,17,4,5,3,7,7,3,5,3,5,6,6,10
491.008,3,1,1,5,3,17,3,2,5,6,5,9,5,5,4,4,8,8
491.136,1,3,4,1,2,15,2,5,5,3,7,10,2,1,5,7,3,15
491.264,1,6,8,0,3,21,1,4,4,2,3,4,2,3,1,7,7,12
491.392,2,6,0,3,9,16,6,3,4,3,6,5,7,2,3,4,7,8
491.52,1,1,6,1,5,21,2,5,3,5,7,8,0,0,1,2,4,13
491.648,1,5,7,2,3,21,5,5,5,6,3,11,0,2,3,2,3,13
491.776,4,0,11,5,9,24,4,8,2,3,5,10,6,2,4,4,5,7
491.904,1,2,5,4,6,23,4,6,3,3,1,15,7,1,0,3,5,6
492.032,0,4,5,2,2,21,9,4,4,4,6,6,3,1,3,4,6,9
492.16,1,2,7,4,6,17,4,3,8,3,4,9,6,0,0,3,4,11
492.288,1,2,4,3,7,14,2,6,2,3,8,4,5,2,3,5,4,9
492.416,2,5,3,0,4,23,2,4,3,6,7,6,3,3,4,5,3,10
492.544,1,1,3,3,4,21,6,5,2,5,4,9,1,1,2,3,2,13
492.672,3,1,2,7,4,17,4,11,4,5,3,13,3,4,5,2,8,13
492.8,4,3,3,4,7,21,3,2,3,3,3,9,3,4,2,0,5,14
492.928,2,5,8,3,5,28,2,3,3,4,10,8,4,2,2,6,7,4
493.056,3,2,8,1,5,17,2,7,5,3,3,12,5,3,2,7,5,4
493.184,1,1,5,3,6,20,7,5,8,4,4,10,6,2,6,3,6,6
493.312,2,0,2,3,5,19,5,5,3,3,12,8,3,3,1,5,5,13
493.44,2,4,3,6,6,17,3,5,6,4,3,9,4,1,3,4,6,12
493.568,2,2,7,5,4,18,5,7,8,3,7,9,3,1,3,5,7,7
493.696,1,6,5,0,5,17,4,5,6,4,6,7,4,4,2,4,6,10
493.824,0,3,4,4,4,25,5,2,5,5,9,8,6,3,2,5,2,10
493.952,0,1,5,6,5,22,5,6,3,4,10,5,5,0,0,5,3,9
494.08,0,1,6,3,4,20,1,6,8,7,4,11,5,3,3,5,3,13
494.208,2,3,2,4,3,29,1,6,3,3,5,7,5,1,3,2,5,14
494.336,1,3,3,4,10,16,4,4,6,4,3,6,3,0,3,3,2,8
494.464,1,4,2,5,6,19,2,6,4,1,5,5,1,7,2,9,5,9
494.592,1,4,5,3,6,18,2,7,3,4,7,12,3,4,2,3,10,13
494.72,2,3,6,4,3,17,4,4,3,4,8,9,2,2,0,1,4,7
494.848,0,2,5,4,4,19,2,1,5,1,9,7,4,3,0,5,3,8
494.976,0,2,5,3,2,20,8,10,7,3,4,11,2,1,3,7,4,7
495.104,1,2,12,5,3,18,2,5,6,4,4,4,3,2,2,5,5,6
495.232,3,6,3,3,3,21,3,5,3,5,5,5,6,2,4,5,7,7
495.36,0,2,7,6,4,18,2,6,4,5,12,6,2,2,3,4,2,0
495.488,0,1,5,4,2,20,5,3,2,4,1,9,3,2,3,3,4,8
495.616,3,0,8,0,7,23,5,9,5,2,4,10,3,1,1,4,3,10
495.744,1,3,3,3,6,20,5,6,9,3,9,4,3,3,1,8,5,10
495.872,2,0,3,2,1,21,5,4,5,6,5,11,2,3,2,6,3,12
496,3,4,4,3,4,18,1,5,8,4,5,7,1,2,5,4,2,9
496.128,4,7,3,3,4,23,1,5,6,3,8,6,8,4,3,4,4,10
496.256,2,1,5,1,5,17,7,3,6,6,11,6,6,1,5,7,4,7
496.384,2,0,5,4,3,15,7,4,11,3,3,6,3,4,2,7,4,7
496.512,1,2,4,4,3,22,6,4,3,0,8,4,1,1,1,9,3,8
496.64,2,2,4,3,3,18,4,3,6,1,8,7,3,4,1,1,5,6
496.768,2,3,4,3,1,19,5,6,6,5,8,10,6,3,2,3,5,6
496.896,1,5,2,1,3,24,6,10,10,3,5,8,2,3,4,0,5,8
497.024,1,2,7,3,5,18,4,8,3,6,2,8,3,4,1,4,3,12
497.152,3,1,3,1,6,28,4,1,2,4,3,3,1,2,0,4,11,10
497.28,1,0,5,7,9,18,2,5,5,6,2,7,1,0,6,12,5,15
497.408,1,6,4,1,3,10,5,6,3,2,8,6,4,5,2,3,1,10
497.536,1,3,4,5,4,15,2,4,2,8,4,7,3,3,3,8,3,11
497.664,1,2,7,6,6,18,3,5,8,4,0,7,4,3,1,6,3,14
497.792,1,2,5,1,4,20,4,4,5,5,2,8,2,5,2,3,1,6
497.92,0,4,10,2,4,25,6,7,4,3,8,5,3,0,4,3,2,7
498.048,0,1,5,3,8,17,0,6,6,2,3,10,0,3,5,1,5,6
498.176,3,3,5,4,6,27,1,6,9,6,3,6,3,3,2,6,3,14
498.304,2,5,5,3,6,25,3,2,7,1,6,9,2,4,2,1,4,11
498.432,1,5,5,6,5,19,2,2,5,7,3,8,2,2,3,5,3,6
498.56,2,2,4,4,5,18,4,6,6,4,5,5,0,2,3,5,4,12
498.688,3,0,4,4,4,20,5,2,6,7,5,4,4,2,2,6,4,11
498.816,2,2,3,3,3,34,2,7,2,2,4,6,2,2,4,3,7,13
498.944,2,0,2,2,5,15,5,5,8,3,2,10,7,0,3,8,2,8
499.072,2,1,7,2,6,21,6,9,5,2,3,3,3,1,4,5,6,5
499.2,3,2,5,2,5,16,3,5,6,8,1,6,3,1,4,2,7,8
499.328,1,2,5,5,2,15,4,6,4,7,4,6,0,4,6,2,2,9
499.456,3,1,7,2,4,18,2,1,3,4,4,7,8,1,3,3,5,4
499.584,0,2,1,3,7,12,5,7,7,6,4,9,1,3,1,7,3,10
499.712,1,3,8,2,3,22,4,7,4,3,1,11,3,2,0,4,7,10
499.84,1,2,3,4,8,18,0,6,6,5,7,10,3,2,1,4,5,10
499.968,4,1,1,6,4,11,5,2,1,3,5,7,5,8,5,8,4,10
500.096,1,4,7,1,5,14,5,5,7,5,2,7,4,0,5,4,3,12
500.224,1,4,11,3,2,23,3,5,9,2,3,7,3,0,2,7,8,11
500.352,0,0,3,4,2,16,1,6,6,5,9,4,5,1,1,5,7,10
500.48,2,4,6,3,3,26,1,5,6,2,2,4,1,3,2,3,6,11
500.608,1,4,6,6,7,15,3,5,4,3,5,11,4,3,2,1,5,9
500.736,1,5,4,2,1,18,4,7,7,5,4,5,7,1,0,1,4,10
500.864,6,2,7,2,5,15,2,3,1,2,2,2,1,0,3,4,1,6
500.992,3,1,5,5,6,26,4,5,4,5,4,8,2,3,2,10,1,7
501.12,2,9,2,2,2,22,3,4,7,1,5,5,1,3,4,6,12,14
501.248,4,2,5,4,5,19,5,4,2,2,6,5,7,4,1,5,6,7
501.376,3,6,6,4,7,15,1,7,2,3,7,5,1,2,2,4,0,14
