Time (ns),Br25 Air 100pc,Br25 Air 50pc,Br25 Air 50pct7int,Br25 Glass 100pc,Br25 Glass 50pc,Br25 Glass 50pct7int,AlO Air 100pc,AlO Air 50pc,AlO Air 50pct7int,AlO Glass 100pc,AlO Glass 50pc,AlO Glass 50pct7int,Me4 Air 100pc,Me4 Air 50pc,Me4 Air 50pct7int,Me4 Glass 100pc,Me4 Glass 50pc,Me4 Glass 50pct7int
1477.76,0,0,0,0,0,9,0,1,1,1,1,3,0,0,2,1,0,7
1477.888,0,2,2,0,0,6,1,0,3,0,1,8,2,0,0,1,4,5
1478.016,0,0,2,0,1,10,0,0,1,0,0,3,0,0,3,1,1,4
1478.144,0,0,1,0,1,6,3,1,2,0,1,2,0,2,1,0,0,5
1478.272,1,0,1,1,0,8,0,1,2,2,3,5,0,2,2,0,0,4
1478.4,0,0,3,0,2,6,0,0,1,1,1,2,1,1,0,0,0,4
1478.528,0,2,1,0,1,2,2,0,2,2,2,5,1,1,2,1,1,4
1478.656,0,0,1,2,2,8,0,1,4,1,0,5,0,1,1,1,2,7
1478.784,0,0,3,0,2,12,0,1,1,0,0,0,0,2,1,0,0,3
1478.912,1,0,3,0,2,6,0,0,1,0,0,5,0,0,0,0,0,4
1479.04,0,0,0,1,0,7,0,0,1,3,0,3,0,0,0,2,1,6
1479.168,0,1,1,0,1,7,0,1,1,1,1,4,1,0,1,3,2,6
1479.296,0,1,1,0,2,14,1,2,2,0,0,3,0,0,4,0,2,7
1479.424,0,0,1,1,1,8,0,1,1,4,0,3,1,0,2,0,1,8
1479.552,0,2,1,1,1,3,1,1,1,2,2,2,0,0,0,2,3,9
1479.68,1,0,2,1,1,8,0,4,1,2,2,5,1,0,2,1,1,2
1479.808,0,1,2,1,1,5,0,0,2,0,1,4,1,0,3,0,1,2
1479.936,0,0,1,2,0,8,0,2,3,0,0,4,1,1,2,0,1,5
1480.064,0,0,2,0,2,3,0,0,1,0,1,7,0,0,2,0,2,5
1480.192,0,0,2,1,0,8,0,2,2,1,2,5,1,0,0,0,0,6
1480.32,0,0,1,1,2,8,1,0,3,0,0,1,0,0,1,1,0,9
1480.448,0,1,1,1,0,4,0,1,1,0,3,3,1,1,3,2,2,3
1480.576,0,1,0,1,0,3,3,2,1,1,3,2,0,0,1,0,0,8
1480.704,0,0,0,1,0,7,0,0,1,2,1,4,2,2,2,1,1,7
1480.832,0,1,0,1,2,7,0,2,1,0,2,4,0,0,0,3,0,4
1480.96,0,0,1,0,1,7,0,1,0,0,0,6,0,0,2,3,4,4
1481.088,0,1,1,1,2,9,0,0,0,0,0,3,2,0,1,1,1,3
1481.216,1,1,1,1,3,6,0,2,1,0,2,5,0,1,0,0,2,5
1481.344,0,0,1,0,1,8,1,1,1,0,1,4,2,0,2,0,0,6
1481.472,1,0,4,0,0,5,1,1,1,1,0,1,1,1,0,1,0,3
1481.6,0,0,1,1,0,7,1,1,0,0,0,5,0,0,4,0,1,9
1481.728,0,0,0,0,1,4,0,0,1,1,0,3,0,0,1,0,1,4
1481.856,0,1,4,0,0,5,1,1,1,1,2,3,1,0,1,0,1,1
1481.984,0,1,3,1,3,13,0,1,2,1,4,5,0,0,2,0,0,1
1482.112,0,1,1,0,1,7,0,1,1,1,2,0,0,0,1,2,4,4
1482.24,0,1,1,1,2,11,0,1,2,0,3,1,1,0,1,0,1,3
1482.368,0,0,2,2,2,6,0,0,0,0,2,8,2,0,1,2,1,4
1482.496,0,0,1,1,1,5,3,2,0,1,2,3,1,0,1,0,1,5
1482.624,0,0,1,0,4,5,0,0,0,1,2,6,1,1,1,0,3,5
1482.752,0,1,0,0,1,10,1,1,1,2,2,2,0,1,2,0,4,4
1482.88,1,0,4,0,1,6,0,1,1,1,2,1,0,2,2,1,0,0
1483.008,0,0,1,2,0,9,1,2,0,1,2,4,0,2,3,1,0,2
1483.136,0,0,0,0,1,12,1,0,1,2,1,4,1,1,1,0,2,3
1483.264,0,2,0,1,0,9,0,2,2,1,0,4,0,0,1,1,4,2
1483.392,1,1,4,0,0,8,0,0,1,0,1,3,0,1,0,2,1,6
1483.52,0,0,0,1,0,9,0,1,1,1,2,4,1,1,3,1,1,2
1483.648,0,0,1,1,0,5,1,0,3,0,2,1,2,1,1,1,1,7
1483.776,0,0,0,0,0,9,0,0,3,0,2,2,0,0,1,2,2,4
1483.904,0,1,0,1,2,7,1,1,2,0,0,4,0,1,1,1,0,0
1484.032,0,1,1,2,1,7,0,1,4,1,0,3,0,0,2,0,1,4
1484.16,0,0,0,0,2,7,1,0,1,2,0,2,1,0,3,0,1,3
1484.288,0,3,1,1,0,4,0,1,0,0,1,2,0,0,1,0,2,3
1484.416,0,0,1,1,1,12,0,4,5,0,1,0,1,2,4,2,2,2
1484.544,1,0,3,0,1,5,1,1,0,0,3,3,1,0,2,1,0,7
1484.672,0,0,1,0,1,4,2,0,1,0,1,10,2,0,1,0,1,1
1484.8,0,2,0,0,0,1,1,1,3,1,1,4,0,0,2,3,3,6
1484.928,0,0,2,0,1,5,0,1,0,1,5,4,1,0,3,1,0,5
1485.056,0,0,3,0,0,4,0,0,0,1,1,4,0,1,0,0,1,8
1485.184,0,0,2,0,1,8,1,1,1,1,3,4,0,1,3,1,1,3
1485.312,1,0,1,2,1,8,0,2,1,1,2,2,0,0,1,1,0,4
1485.44,0,0,2,2,0,5,0,1,0,0,3,1,1,0,1,1,1,8
1485.568,0,0,1,1,1,6,0,1,1,0,1,2,0,0,1,0,1,6
1485.696,0,0,0,0,0,7,0,0,1,0,0,2,0,0,3,0,1,4
1485.824,0,0,0,0,1,9,1,0,0,2,2,0,2,0,2,1,0,10
1485.952,0,1,2,0,0,8,0,0,0,0,1,6,0,0,1,0,1,4
1486.08,1,1,3,0,1,8,0,2,2,1,1,0,1,0,1,0,0,7
1486.208,0,0,1,0,0,10,0,0,2,0,2,1,0,0,0,2,3,1
1486.336,1,0,0,0,0,5,0,2,3,3,2,7,0,1,0,0,1,4
1486.464,0,0,0,1,1,8,0,0,2,0,0,2,1,0,2,0,1,9
1486.592,0,0,0,0,1,5,0,0,4,0,3,2,0,0,1,3,1,6
1486.72,1,1,0,2,2,3,0,2,1,1,0,4,2,1,3,0,1,3
1486.848,0,0,1,1,0,3,1,1,3,1,0,5,0,0,0,1,2,6
1486.976,0,2,1,1,2,3,0,1,2,2,1,2,0,1,1,1,0,7
1487.104,2,0,2,0,0,10,0,1,1,2,1,2,0,1,1,1,1,7
1487.232,0,0,3,1,0,14,0,1,1,1,1,4,0,1,3,2,2,4
1487.36,0,0,2,1,0,4,0,1,1,0,0,0,1,0,1,1,3,1
1487.488,2,2,1,0,1,5,1,0,2,0,3,4,0,1,0,1,0,4
1487.616,0,1,0,0,0,8,1,2,2,1,1,2,1,0,0,2,2,4
1487.744,0,1,1,1,2,4,0,1,3,1,3,6,0,1,1,1,1,9
1487.872,0,1,2,0,0,3,0,0,2,1,2,4,0,2,3,2,0,6
1488,0,0,2,0,0,2,1,1,0,1,0,7,0,0,1,1,4,3
1488.128,0,0,2,1,1,12,1,0,5,0,1,5,0,0,1,1,1,4
1488.256,1,0,2,1,1,7,0,0,0,1,2,2,0,0,2,1,1,4
1488.384,0,1,1,0,1,5,0,0,1,0,2,4,1,0,1,3,1,7
1488.512,2,0,1,0,0,9,1,1,3,1,1,1,1,0,0,0,3,6
1488.64,1,0,0,0,1,6,0,0,2,1,3,0,1,0,1,0,1,3
1488.768,0,0,0,1,1,9,1,0,3,0,3,3,1,1,0,0,1,8
1488.896,2,0,0,2,2,7,1,1,1,0,1,3,0,0,1,1,3,7
1489.024,0,1,3,0,2,11,0,1,1,1,2,1,0,0,0,0,1,4
1489.152,1,1,3,1,2,8,0,0,4,0,0,2,0,0,4,1,2,4
1489.28,0,1,1,0,1,11,0,0,2,2,2,6,3,2,2,0,0,5
1489.408,0,1,1,1,1,7,0,0,2,1,1,2,1,0,2,0,2,4
1489.536,0,1,2,2,0,7,0,0,4,1,1,2,0,1,1,0,1,8
1489.664,1,0,1,0,1,9,0,0,0,1,0,0,0,0,0,2,1,2
1489.792,0,0,1,1,0,7,2,2,1,1,1,6,0,0,1,0,0,6
1489.92,0,0,1,1,2,4,1,0,2,0,1,2,2,0,0,2,2,4
1490.048,0,1,2,1,1,4,1,1,2,0,1,5,0,1,1,1,0,8
1490.176,1,0,2,0,1,7,0,0,1,2,2,1,2,1,1,0,3,4
1490.304,0,0,3,1,0,6,0,0,2,0,3,3,0,1,1,2,1,4
1490.432,0,3,2,1,2,8,0,0,0,2,1,4,0,0,0,1,2,3
1490.56,0,0,1,0,4,5,1,0,0,0,1,3,0,1,0,0,1,3
1490.688,1,1,0,0,0,3,0,1,0,2,1,2,1,0,0,1,0,2
1490.816,0,0,2,0,3,4,0,2,1,1,0,5,0,1,1,0,0,1
1490.944,0,2,0,0,1,5,0,3,0,1,3,4,0,0,2,2,2,6
1491.072,0,0,3,0,1,12,1,1,1,0,1,5,0,0,5,2,2,4
1491.2,1,0,2,0,0,10,1,0,0,2,0,3,1,1,0,0,2,7
1491.328,1,1,1,1,0,9,2,0,0,4,1,5,1,0,2,1,1,4
1491.456,0,1,0,0,2,5,1,0,0,0,1,2,0,2,0,0,2,4
1491.584,0,0,3,0,1,7,0,0,1,1,0,8,0,0,2,0,0,4
1491.712,1,0,1,2,1,7,0,0,0,0,1,5,0,1,3,0,2,11
1491.84,0,0,1,0,5,5,1,0,0,0,1,4,1,0,0,1,1,1
1491.968,0,0,3,0,0,6,0,2,1,0,2,4,0,1,1,2,5,5
1492.096,0,0,4,0,0,9,0,1,1,0,2,5,0,0,1,4,1,0
1492.224,0,1,0,1,1,3,0,1,2,2,0,3,0,0,2,1,1,5
1492.352,0,2,0,0,1,5,0,0,1,3,3,0,1,0,3,1,2,5
1492.48,0,0,2,0,1,8,0,0,1,0,3,1,1,1,3,0,1,4
1492.608,0,0,1,0,1,6,1,1,3,0,0,3,0,0,0,1,0,4
1492.736,0,0,1,1,2,7,1,1,2,1,0,2,0,0,4,2,0,2
1492.864,0,1,3,4,1,4,0,2,3,0,0,2,0,0,1,0,3,7
1492.992,0,0,1,1,0,8,0,0,0,0,0,4,1,0,4,0,2,8
1493.12,0,0,1,0,1,8,0,3,4,0,4,3,0,0,1,0,1,4
1493.248,1,3,3,2,2,4,0,0,0,1,2,5,0,0,3,1,2,3
1493.376,0,0,0,0,0,5,0,2,1,0,2,3,0,0,1,1,0,5
1493.504,1,0,2,1,4,4,0,2,0,2,2,4,1,0,0,1,3,5
1493.632,0,1,2,2,0,9,1,1,1,1,0,6,2,0,1,0,0,5
1493.76,0,1,0,0,0,4,0,2,4,0,0,3,0,1,3,0,1,5
1493.888,0,0,2,0,2,7,1,0,1,1,1,4,0,1,2,2,2,4
1494.016,0,0,3,0,3,5,0,0,2,2,0,3,0,1,3,1,1,4
1494.144,0,0,2,1,2,8,0,0,1,2,0,5,0,1,1,1,0,7
1494.272,0,1,2,0,1,12,1,2,2,1,2,2,1,1,2,4,2,10
1494.4,0,0,1,1,1,3,1,1,2,0,2,5,1,0,1,1,1,7
1494.528,0,0,3,0,1,4,0,0,0,1,1,3,0,1,1,0,0,4
1494.656,1,0,0,1,0,8,2,1,3,0,0,4,0,1,1,1,0,7
1494.784,0,0,1,1,2,4,1,0,1,2,2,2,0,0,2,1,1,4
1494.912,0,0,2,0,1,6,0,0,1,1,0,1,0,0,2,1,1,7
1495.04,0,1,3,2,1,7,0,2,2,2,1,6,0,0,1,0,0,3
1495.168,0,0,0,1,1,7,0,3,0,0,1,2,0,1,2,2,3,1
1495.296,1,1,3,1,1,7,2,0,3,1,2,4,1,0,2,1,1,2
1495.424,1,1,1,0,0,10,1,0,6,2,3,3,1,1,2,0,0,4
1495.552,0,1,2,0,2,10,0,2,1,2,0,4,0,1,2,1,3,2
1495.68,1,0,0,1,0,8,0,0,0,1,1,2,0,0,1,0,3,8
1495.808,0,0,5,1,0,2,1,0,2,1,1,6,1,1,0,0,1,5
1495.936,0,0,1,1,0,3,0,1,3,2,0,2,1,0,0,3,0,2
1496.064,0,1,4,0,1,4,0,1,4,2,3,3,0,1,2,2,3,4
1496.192,1,2,2,1,0,8,0,1,2,1,0,7,0,0,1,1,0,6
1496.32,1,0,1,0,2,4,0,2,0,0,1,5,0,1,1,1,0,3
1496.448,0,0,1,0,1,5,0,0,2,2,1,3,0,0,1,1,0,7
1496.576,0,0,1,1,2,6,0,1,1,1,0,4,0,0,1,1,1,5
1496.704,1,1,1,1,0,5,0,0,5,2,5,2,0,2,3,1,1,4
1496.832,0,0,1,0,3,8,0,0,2,2,0,0,0,0,1,0,2,4
1496.96,2,0,0,1,1,11,1,3,2,2,1,1,0,0,1,1,2,6
1497.088,0,0,3,0,0,9,0,2,0,2,3,2,2,0,0,1,1,2
1497.216,0,0,2,2,0,13,1,1,1,2,1,2,0,0,3,0,1,5
1497.344,0,0,3,0,1,3,1,0,3,0,2,3,0,1,2,0,1,5
1497.472,0,0,1,1,0,5,0,1,2,1,2,4,1,0,2,3,1,2
1497.6,0,1,2,0,0,12,0,2,4,1,1,4,0,1,0,0,2,8
1497.728,0,1,3,0,0,6,0,1,0,0,0,5,0,1,1,2,2,6
1497.856,0,1,1,2,2,8,0,0,0,0,2,2,1,0,3,1,2,5
1497.984,1,0,1,0,1,10,1,2,1,2,0,3,0,0,1,2,2,6
1498.112,0,0,2,1,2,3,1,0,3,2,2,3,0,1,0,2,2,5
1498.24,2,0,1,1,0,9,1,0,0,1,0,2,0,2,0,0,1,5
1498.368,0,0,1,0,2,7,0,1,4,1,1,1,0,1,1,3,2,6
1498.496,0,0,2,0,1,4,0,3,2,0,0,3,0,1,1,1,2,7
1498.624,0,1,2,0,1,9,0,1,2,2,1,1,1,0,1,1,0,6
1498.752,0,0,1,2,1,9,1,1,0,1,0,5,1,0,2,0,0,4
1498.88,0,0,2,1,2,9,0,1,4,0,0,5,0,0,1,2,0,5
1499.008,0,0,1,0,1,6,0,0,0,2,1,0,0,1,2,3,0,2
1499.136,0,1,1,0,1,3,0,1,1,0,0,5,0,1,3,1,1,2
1499.264,1,1,1,1,2,6,0,1,2,1,1,4,0,0,2,2,1,4
1499.392,0,1,3,0,1,7,1,0,1,0,4,2,0,1,2,3,3,2
1499.52,0,0,3,1,1,11,0,1,1,0,1,1,1,1,1,1,1,9
1499.648,0,0,1,0,2,6,1,0,1,0,1,2,3,0,1,0,2,6
1499.776,0,0,2,0,0,8,1,0,0,1,0,3,0,0,2,0,2,2
1499.904,0,2,0,1,3,9,0,0,1,1,1,5,0,1,1,0,0,2
1500.032,0,0,2,0,0,7,0,0,0,2,1,1,1,0,1,1,1,7
1500.16,0,0,2,0,3,7,0,1,3,0,0,3,0,1,1,0,2,5
1500.288,0,0,0,0,1,6,0,0,4,0,3,2,1,0,1,0,1,6
1500.416,0,0,0,0,0,13,1,2,0,3,1,3,1,1,2,0,2,4
1500.544,0,1,1,0,2,9,0,0,1,0,0,2,1,1,0,1,2,4
1500.672,1,2,2,1,0,8,0,0,1,1,0,4,0,1,1,0,1,5
1500.8,0,0,1,2,2,9,0,1,0,0,2,4,0,2,1,0,2,6
1500.928,0,0,4,0,0,7,0,0,4,2,1,2,0,0,1,0,2,2
1501.056,1,2,1,1,0,8,0,0,2,1,2,5,0,0,2,0,2,3
1501.184,0,1,1,0,0,4,0,1,2,1,1,2,0,1,1,0,0,3
1501.312,0,0,2,0,4,6,0,1,2,0,2,3,0,0,2,0,0,4
1501.44,0,1,2,0,2,5,0,0,2,2,3,3,0,1,2,0,1,5
1501.568,0,1,0,0,0,2,1,0,4,0,0,4,0,0,5,0,0,7
1501.696,0,0,2,1,1,7,1,0,4,0,0,5,0,0,0,1,1,8
1501.824,1,0,0,0,0,5,0,0,0,2,4,6,1,0,1,0,1,3
1501.952,0,0,0,0,2,3,0,0,1,3,0,2,1,0,1,0,0,9
1502.08,0,1,1,1,0,8,2,0,2,0,3,4,0,0,3,4,3,6
1502.208,0,1,0,1,1,8,0,0,3,2,3,4,0,0,1,1,2,4
1502.336,1,0,0,0,2,8,0,1,1,1,2,4,1,1,3,0,0,3
1502.464,0,0,1,0,2,8,0,2,0,1,1,3,0,0,1,0,1,4
1502.592,0,2,2,0,2,9,0,1,0,0,0,1,0,0,2,0,2,3
1502.72,0,0,1,0,2,6,0,0,5,0,0,4,0,0,1,0,2,4
1502.848,1,1,2,0,1,6,0,1,1,1,2,6,1,0,2,1,1,7
1502.976,1,0,1,0,2,5,2,0,1,0,0,2,2,2,1,2,0,6
1503.104,0,0,2,0,0,6,1,2,0,0,2,7,0,0,1,0,0,6
1503.232,0,1,1,0,2,5,1,0,2,2,1,2,0,1,4,1,1,4
1503.36,0,0,1,1,0,4,0,0,5,0,1,7,1,0,1,1,0,6
1503.488,1,0,1,0,2,5,1,1,0,0,1,1,1,1,3,0,2,9
1503.616,1,0,0,1,2,7,0,1,1,1,1,3,0,0,2,0,1,2
1503.744,0,0,3,0,3,11,0,2,4,1,1,2,0,0,0,2,2,7
1503.872,1,0,1,0,2,3,1,1,0,1,0,5,1,0,2,2,2,5
1504,1,0,2,0,3,5,0,0,0,0,0,3,1,1,1,2,0,6
1504.128,0,0,1,0,1,4,0,1,2,1,1,4,0,1,0,0,1,1
1504.256,0,0,0,4,1,8,1,0,4,1,1,3,0,0,0,1,4,1
1504.384,0,0,1,0,0,6,0,1,0,1,0,1,0,0,1,1,1,4
1504.512,1,0,1,0,1,9,0,0,0,1,4,4,1,0,2,1,3,2
1504.64,0,0,0,3,1,8,2,0,1,2,2,2,1,2,0,1,1,2
1504.768,0,0,1,1,0,6,0,0,2,0,2,2,0,0,0,1,0,5
1504.896,0,0,2,0,1,10,0,1,2,0,3,1,0,0,1,0,2,3
1505.024,0,0,1,1,1,13,0,0,0,0,1,2,1,0,0,0,2,5
1505.152,0,0,0,0,2,7,0,1,3,3,1,2,0,0,0,0,2,7
1505.28,0,1,2,1,3,9,0,0,1,0,0,5,1,0,2,1,4,5
1505.408,0,0,2,0,1,6,0,1,1,0,1,3,1,0,4,0,1,5
1505.536,0,0,1,1,0,3,0,0,3,1,0,5,0,1,3,0,6,6
1505.664,0,0,1,0,0,7,0,1,0,0,1,3,0,1,2,0,1,4
1505.792,0,0,2,0,0,8,0,1,0,0,1,6,0,1,1,0,5,1
1505.92,0,1,1,0,3,9,2,1,1,1,1,4,0,0,0,2,2,3
1506.048,1,0,1,1,1,3,0,1,1,0,0,3,0,0,1,0,1,3
1506.176,0,0,3,0,2,5,0,1,0,0,2,4,2,0,0,0,0,6
1506.304,0,2,0,0,0,7,1,0,0,2,1,0,3,1,1,1,0,6
1506.432,0,0,2,0,1,9,0,1,1,1,2,4,0,0,0,2,2,12
1506.56,1,2,2,0,1,4,0,0,2,0,0,1,0,0,0,0,5,3
1506.688,0,1,0,1,1,6,1,1,1,1,0,4,1,0,1,2,0,7
1506.816,1,1,1,0,5,11,1,3,1,0,2,3,0,2,2,1,1,6
1506.944,0,0,1,1,2,5,0,3,0,0,1,5,0,0,2,1,0,5
1507.072,1,1,0,0,1,5,0,1,3,2,0,5,1,0,5,0,2,6
1507.2,0,0,0,0,1,5,0,2,2,0,1,1,0,1,2,0,2,3
1507.328,0,0,0,1,3,5,0,0,2,1,1,3,1,0,0,1,0,7
1507.456,1,0,1,1,2,6,0,0,5,0,3,0,1,0,0,2,1,5
1507.584,0,0,0,0,0,6,0,0,1,0,1,7,0,0,0,1,3,3
1507.712,0,0,1,0,2,8,2,2,1,1,0,0,0,0,0,0,0,7
1507.84,1,1,0,1,1,8,0,0,2,2,0,4,0,0,2,0,1,4
1507.968,0,1,1,2,2,7,0,2,2,1,0,1,1,0,2,3,2,6
1508.096,0,1,1,0,4,6,0,1,1,1,2,2,0,1,1,1,0,7
1508.224,0,0,0,0,1,3,0,1,1,0,3,6,1,0,2,0,0,7
1508.352,0,0,1,0,1,7,1,1,3,0,2,1,0,0,1,1,1,3
1508.48,0,0,1,0,0,5,0,1,3,0,1,1,4,0,1,0,1,4
1508.608,2,1,0,0,1,3,0,0,1,1,0,1,1,0,3,1,0,6
1508.736,0,1,1,1,2,8,0,0,4,3,2,6,0,2,2,0,2,4
1508.864,1,1,2,1,0,8,0,0,4,1,1,2,0,0,0,1,1,5
1508.992,0,3,2,0,0,9,0,1,0,1,5,4,0,0,2,0,1,7
1509.12,0,0,2,0,3,4,0,0,4,0,1,1,0,0,1,0,1,4
1509.248,0,0,2,0,0,4,0,0,0,0,2,7,0,1,1,0,1,3
1509.376,0,1,3,0,1,5,1,1,2,2,0,1,1,0,3,2,1,5
1509.504,0,0,0,0,0,6,0,0,1,0,0,1,1,0,2,2,0,3
1509.632,0,0,3,0,0,4,0,0,1,0,1,4,1,0,0,1,1,6
1509.76,0,1,3,0,1,5,0,3,2,1,0,4,0,0,0,4,1,2
1509.888,0,0,4,0,4,10,1,1,0,0,0,2,1,0,0,2,1,4
1510.016,0,1,1,1,0,4,0,2,2,2,1,0,0,0,1,0,5,5
1510.144,0,0,0,0,1,5,0,0,2,2,1,1,3,0,0,3,1,2
1510.272,1,1,1,0,0,8,0,0,3,1,3,2,0,0,2,2,4,4
1510.4,2,0,0,1,2,10,1,1,2,0,1,2,0,0,1,3,3,9
1510.528,0,0,0,1,1,4,0,0,5,1,1,3,0,0,1,2,2,4
1510.656,0,1,3,2,3,3,0,0,0,1,0,3,0,0,1,0,2,6
1510.784,0,0,2,1,1,11,0,1,2,2,3,1,0,1,2,1,0,0
1510.912,2,0,0,3,1,6,1,0,1,0,1,5,0,0,3,2,2,5
1511.04,0,0,1,0,2,9,0,2,1,0,0,4,0,0,3,2,0,5
1511.168,0,0,1,0,2,6,0,2,0,1,3,1,1,1,3,2,2,8
1511.296,0,1,3,1,2,7,0,1,0,1,0,0,1,0,0,0,1,6
1511.424,0,2,0,0,1,5,0,1,2,0,4,3,0,1,1,0,2,3
1511.552,0,0,2,2,0,10,0,0,1,0,0,1,0,1,1,0,0,5
1511.68,0,0,1,0,1,6,1,0,1,0,0,3,0,1,2,1,2,4
1511.808,0,0,2,0,0,11,0,0,2,0,4,3,1,0,2,1,1,5
1511.936,0,2,0,2,0,3,2,0,3,1,0,2,0,1,0,0,3,5
1512.064,1,0,0,0,1,5,0,0,0,0,0,3,0,0,2,1,2,2
1512.192,0,1,2,1,0,8,1,0,1,1,1,3,0,0,0,0,3,5
1512.32,0,1,1,0,1,8,1,1,2,2,0,4,0,0,0,2,0,5
1512.448,0,1,2,0,2,6,2,4,1,1,0,3,0,0,1,1,1,2
1512.576,2,0,1,2,2,7,0,2,1,2,1,5,1,0,0,1,1,4
1512.704,0,0,1,0,2,8,0,0,2,1,3,1,1,0,2,0,0,5
1512.832,0,0,0,0,0,5,0,1,3,1,3,2,3,0,1,0,2,5
1512.96,0,0,1,1,1,6,2,1,2,2,0,0,1,0,2,1,2,3
1513.088,0,0,0,1,0,6,1,2,1,1,0,5,0,0,1,2,1,6
1513.216,0,0,0,0,0,5,0,1,0,0,0,4,0,0,2,0,0,4
1513.344,0,0,0,0,1,6,1,0,3,1,0,2,0,0,2,0,0,4
1513.472,0,0,3,0,1,8,0,2,1,1,1,3,0,0,0,1,1,6
1513.6,0,2,2,0,1,6,0,0,1,0,0,4,1,1,2,2,0,4
1513.728,0,1,2,0,1,4,1,1,1,0,0,2,1,0,1,0,1,3
1513.856,0,1,0,0,0,8,0,1,4,0,1,3,0,0,1,1,1,6
1513.984,0,1,1,0,2,5,0,1,0,1,3,2,0,0,2,1,1,4
1514.112,1,0,3,1,2,6,1,1,2,0,1,2,0,2,1,3,1,5
1514.24,0,0,0,2,0,4,0,0,2,1,1,4,1,2,0,0,1,4
1514.368,0,1,1,0,0,4,0,2,0,0,2,5,0,0,1,1,0,5
1514.496,0,0,2,0,2,8,0,2,2,1,5,3,0,1,3,4,3,5
1514.624,0,1,2,0,0,10,1,3,0,1,2,2,0,1,4,1,0,1
1514.752,0,0,3,0,1,3,0,0,2,1,0,6,0,1,1,0,2,6
1514.88,1,1,1,0,0,5,0,0,2,1,0,2,1,0,0,0,1,3
1515.008,0,0,1,0,1,9,0,3,2,2,0,2,0,0,0,1,0,5
1515.136,0,2,2,1,0,3,1,0,0,0,0,4,0,1,1,0,2,5
1515.264,0,0,2,0,0,8,0,2,3,1,0,5,1,0,3,0,2,3
1515.392,0,0,3,1,1,7,0,1,1,2,3,1,0,0,1,0,0,7
1515.52,0,0,0,1,1,10,1,1,2,0,1,0,0,1,1,2,2,2
1515.648,0,0,1,0,1,7,0,0,3,1,2,3,0,1,2,0,4,4
1515.776,0,0,1,0,2,6,0,1,0,0,4,6,1,0,0,0,0,2
1515.904,0,0,1,0,2,4,1,1,2,1,1,5,1,0,0,2,2,5
1516.032,0,0,1,0,1,7,0,0,3,0,2,5,0,1,2,0,2,5
1516.16,0,1,0,3,1,4,1,1,0,1,1,3,0,0,2,2,2,3
1516.288,0,2,2,0,1,10,1,0,2,0,1,3,1,0,1,1,3,3
1516.416,0,0,1,0,0,6,1,1,1,0,1,5,0,1,0,3,0,5
1516.544,1,0,0,0,1,8,1,0,2,0,0,4,1,1,1,0,2,7
1516.672,0,0,0,1,0,7,1,1,1,1,1,3,0,3,2,0,0,2
1516.8,0,1,0,0,0,2,0,0,1,1,1,4,1,0,2,2,1,3
1516.928,0,1,0,0,1,2,0,2,3,1,1,3,0,0,0,0,4,3
1517.056,1,1,4,1,1,6,3,1,2,3,2,5,1,1,0,0,2,6
1517.184,0,0,2,1,1,6,0,2,1,0,0,6,0,1,1,1,0,6
1517.312,0,0,0,1,3,3,0,0,1,1,2,6,0,0,0,0,1,2
1517.44,0,0,1,1,3,10,1,1,0,1,2,1,0,0,2,1,2,5
1517.568,1,2,1,0,1,9,0,1,0,0,2,4,0,1,3,1,0,2
1517.696,0,0,0,0,0,6,1,1,1,0,2,1,1,1,5,1,1,2
1517.824,0,0,0,0,0,8,0,1,2,0,3,2,1,1,2,1,5,6
1517.952,0,1,3,1,1,4,0,1,1,0,0,3,0,0,4,1,1,4
1518.08,0,1,0,0,0,6,0,0,0,2,3,6,0,0,1,1,1,5
1518.208,0,0,1,1,0,8,0,0,1,0,0,1,0,1,4,0,0,7
1518.336,0,0,1,1,2,4,1,0,1,1,0,3,0,0,1,0,0,4
1518.464,0,0,1,1,0,4,0,0,0,2,0,1,0,1,2,1,2,5
1518.592,0,0,1,1,0,7,0,0,1,2,3,8,0,2,1,0,0,5
1518.72,0,0,0,0,0,4,0,1,1,0,4,2,1,1,1,1,0,5
1518.848,0,0,2,0,0,8,0,1,1,0,1,1,1,1,0,1,1,6
1518.976,1,0,3,1,0,4,0,0,1,0,4,5,1,0,3,1,1,8
1519.104,0,0,3,0,1,8,0,2,0,0,1,5,1,0,5,1,2,3
1519.232,1,0,0,0,2,4,0,1,3,1,0,4,0,0,0,0,3,6
1519.36,0,0,1,0,0,10,1,1,0,1,1,3,1,1,2,1,3,6
1519.488,0,0,1,1,1,11,2,2,0,0,1,3,0,0,1,1,1,5
1519.616,0,2,1,0,0,9,1,2,3,0,1,3,0,1,3,2,0,9
1519.744,1,0,2,1,0,7,1,0,1,1,0,3,0,0,3,2,0,4
1519.872,0,0,2,0,4,9,2,0,3,1,1,3,0,1,0,0,3,3
1520,0,1,1,0,1,8,0,0,1,0,0,7,0,0,2,0,0,6
1520.128,0,1,1,1,3,9,1,0,0,0,0,4,1,1,0,2,2,2
1520.256,0,2,0,0,1,7,1,1,0,2,1,6,0,2,0,2,2,4
1520.384,0,1,1,0,0,5,0,0,3,1,0,4,1,0,4,1,2,6
1520.512,0,0,1,0,1,5,2,1,2,0,0,4,0,0,1,1,2,5
1520.64,0,0,2,1,1,14,0,0,0,2,2,3,0,1,3,0,1,8
